recno,HIP,B-V,Vmag,SMW,e_SMW,log(R'HK),vsini,RV,e_RV,Uvel,e_Uvel,Vvel,e_Vvel,Wvel,e_Wvel,_RA,_DE
810,107975,0.426,5.52,0.149,0.004,-5.03,5.6,18.4,1.8,13.5,0.3,15.3,1.7,-7.1,0.6,328.0,29.0
5,772,0.687,8.52,0.152,0.004,-5.06,2.1,-26.1,1.6,3.9,0.6,-6.7,0.4,27.6,1.6,2.0,-34.0
11,1712,0.532,8.56,0.144,0.003,-5.08,4.0,-40.4,1.7,-18.2,1.3,12.8,1.1,37.0,1.7,5.0,-35.0
22,2766,0.587,8.62,0.152,0.004,-5.03,2.5,-1.9,1.7,10.8,1.1,-31.3,2.9,2.6,1.7,9.0,-29.0
878,116821,0.5,8.6,0.154,0.004,-4.99,5.2,-14.2,1.8,-43.0,4.0,-22.6,2.2,1.3,2.1,355.0,-32.0
889,118143,0.748,8.84,0.171,0.004,-4.97,2.1,8.7,1.6,46.2,3.0,-36.9,2.5,-1.2,1.7,359.0,-30.0
876,116691,0.569,8.7,0.197,0.004,-4.77,12.0,-6.3,2.1,-29.1,3.2,-16.5,1.8,-3.0,2.3,355.0,-28.0
870,116376,0.702,9.2,0.294,0.006,-4.57,2.4,-3.8,1.6,-41.9,3.9,-46.3,4.3,-14.1,2.3,354.0,-27.0
875,116635,0.537,8.9,0.275,0.006,-4.52,6.0,-2.4,1.8,-46.3,5.9,-36.9,4.7,-15.0,2.8,355.0,-25.0
882,117247,0.882,8.93,0.213,0.005,-4.9,1.6,9.3,1.6,27.3,1.3,6.2,0.4,-3.2,1.6,357.0,-23.0
32,3443,0.589,8.57,0.157,0.004,-4.99,3.7,7.3,1.7,6.7,0.7,-5.4,0.6,-7.6,1.7,11.0,-25.0
36,4195,0.642,8.69,0.166,0.004,-4.96,1.3,14.1,1.6,-1.1,0.3,-79.6,5.6,-17.3,1.6,13.0,-24.0
39,4420,0.568,8.88,0.165,0.004,-4.94,2.5,-4.4,1.7,-23.9,2.1,20.5,1.8,6.4,1.7,14.0,-24.0
25,2941,0.715,5.57,0.169,0.004,-4.97,1.2,18.5,1.6,-88.1,1.9,-54.2,1.2,-24.2,1.6,9.0,-25.0
24,2902,0.824,7.94,0.133,0.004,-5.19,2.8,5.9,1.6,14.0,1.1,-16.0,1.3,-6.7,1.6,9.0,-25.0
28,3185,0.718,6.14,0.153,0.004,-5.06,1.7,-46.2,1.6,-47.4,1.0,-90.1,1.8,39.5,1.6,10.0,-24.0
35,4194,0.722,8.92,0.254,0.005,-4.67,1.4,-1.1,1.6,-27.6,1.8,-44.7,2.9,-0.3,1.6,13.0,-22.0
33,3605,0.626,9.36,0.153,0.004,-5.04,2.1,68.9,1.6,81.6,17.3,24.8,3.6,-70.2,1.7,12.0,-21.0
37,4242,0.816,8.94,0.137,0.004,-5.17,2.7,-1.3,1.6,-18.4,1.6,-51.1,4.4,-3.4,1.7,14.0,-18.0
7,1000,0.707,8.73,0.175,0.004,-4.94,7.0,34.5,1.8,-40.5,3.8,-51.9,5.0,-46.8,2.1,3.0,-22.0
41,4951,0.665,9.2,0.149,0.004,-5.07,2.5,-4.1,1.7,28.5,3.8,-23.7,3.1,-4.2,2.0,16.0,-15.0
26,3028,0.846,9.21,0.194,0.005,-4.93,2.0,33.1,1.6,-30.3,1.4,10.3,0.4,-28.7,1.6,10.0,-12.0
888,117905,0.68,8.86,0.192,0.004,-4.85,2.2,-10.3,1.6,-3.5,0.4,-0.2,0.5,10.1,1.6,359.0,-19.0
887,117708,0.509,8.17,0.151,0.004,-5.02,3.1,-17.6,1.7,-22.4,1.7,-21.9,1.5,9.6,1.7,358.0,-18.0
872,116519,0.904,9.31,0.175,0.004,-5.03,1.9,-26.3,1.6,-94.9,6.7,-47.0,2.9,-4.2,2.6,354.0,-17.0
845,114244,0.706,8.84,0.146,0.004,-5.1,3.1,27.0,1.7,44.6,5.7,-23.7,5.1,-25.1,1.5,347.0,-17.0
864,115673,0.702,9.15,0.152,0.004,-5.06,1.7,-23.3,1.6,-23.0,2.0,-57.9,5.4,-0.9,2.8,352.0,-15.0
839,114016,0.887,8.49,0.132,0.004,-5.2,2.7,-3.2,1.6,24.8,3.2,-14.4,1.8,5.4,1.5,346.0,-15.0
6,846,0.578,8.92,0.165,0.004,-4.94,1.0,-12.9,1.6,-67.8,6.4,-12.1,0.9,8.1,1.6,3.0,-14.0
883,117427,0.742,8.78,0.217,0.005,-4.79,2.5,-0.2,1.6,-35.2,2.4,-43.9,3.0,-18.0,2.0,357.0,-15.0
1,72,0.671,8.97,0.146,0.004,-5.1,2.1,-52.1,1.6,-48.9,5.4,-97.9,9.6,19.8,3.8,0.0,-13.0
885,117696,0.617,8.66,0.373,0.007,-4.37,8.2,-13.4,1.9,-15.8,1.7,-27.2,3.6,3.0,7.7,358.0,-12.0
12,1803,0.659,6.39,0.337,0.007,-4.45,6.2,-2.7,1.8,-35.7,0.6,-14.6,0.5,0.0,1.7,6.0,-12.0
17,2066,0.583,8.25,0.167,0.005,-4.93,2.6,-23.9,1.7,-9.1,0.7,-24.0,1.2,18.4,1.6,7.0,-11.0
18,2311,0.84,9.34,0.17,0.004,-5.01,0.8,-33.0,1.6,-29.9,2.1,-41.7,2.1,24.4,1.6,7.0,-11.0
868,116258,0.89,8.81,0.504,0.009,-4.46,3.5,6.1,1.6,-27.4,1.3,-5.9,0.7,-13.5,1.6,353.0,-13.0
879,116951,0.612,8.45,0.153,0.004,-5.03,1.5,-6.8,1.6,59.8,7.3,-9.6,1.2,8.8,1.5,356.0,-9.0
861,115468,0.546,8.93,0.166,0.004,-4.92,2.6,-38.7,1.7,-81.8,7.5,-44.4,2.8,7.2,3.1,351.0,-9.0
2,81,0.642,8.57,0.168,0.004,-4.94,2.0,-0.2,1.6,49.6,2.7,-10.8,0.9,-5.7,1.5,0.0,-5.0
84,8102,0.727,3.49,0.168,0.004,-4.98,1.6,-16.9,1.6,18.8,0.4,29.3,0.1,13.2,1.6,26.0,-16.0
85,8102,0.727,3.49,0.17,0.004,-4.97,1.6,-16.9,1.6,18.8,0.4,29.3,0.1,13.2,1.6,26.0,-16.0
86,8188,0.609,8.51,0.16,0.004,-4.98,2.9,-9.2,1.7,-34.1,3.0,-103.2,8.3,16.4,1.7,26.0,-16.0
64,6497,0.661,8.16,0.145,0.004,-5.1,3.3,19.4,1.7,-32.2,2.1,-12.1,1.1,-13.7,1.6,21.0,-14.0
63,6456,0.9,7.85,0.155,0.004,-5.1,1.9,34.2,1.6,-59.1,1.5,-37.7,1.2,-25.7,1.6,21.0,-13.0
61,6305,0.566,8.79,0.154,0.004,-5.01,2.8,4.6,1.7,-28.9,2.9,-16.3,1.8,0.0,1.7,20.0,-13.0
70,7023,0.758,8.96,0.284,0.006,-4.63,2.4,37.2,1.6,-20.8,0.9,3.6,0.3,-32.7,1.6,23.0,-14.0
74,7233,0.737,9.37,0.156,0.004,-5.04,2.2,52.8,1.6,-80.5,5.5,10.4,0.5,-30.6,2.3,23.0,-13.0
67,6987,0.584,8.07,0.147,0.004,-5.07,3.2,115.7,1.7,-49.1,1.4,-66.6,7.2,-117.4,1.7,22.0,-11.0
92,8923,0.638,8.24,0.157,0.004,-5.01,3.0,-23.3,1.7,13.0,0.7,1.1,0.3,20.0,1.6,29.0,-12.0
79,7799,0.695,9.13,0.294,0.006,-4.56,1.9,12.8,1.6,-38.8,3.0,-37.6,3.3,-5.0,1.6,25.0,-10.0
89,8653,0.644,8.61,0.309,0.006,-4.5,3.3,44.2,1.7,-31.1,1.0,-7.0,0.8,-36.2,1.5,28.0,-8.0
50,5769,0.544,8.69,0.168,0.004,-4.91,6.4,7.3,1.8,-0.4,0.6,-10.3,1.3,-9.3,1.7,19.0,-12.0
59,6158,0.716,8.2,0.159,0.004,-5.02,4.0,13.6,1.7,40.4,4.1,9.5,0.8,-23.1,1.9,20.0,-11.0
71,7076,0.63,8.15,0.17,0.004,-4.93,1.1,26.5,1.6,-10.0,0.5,-15.5,0.9,-27.6,1.5,23.0,-9.0
77,7576,0.797,7.66,0.449,0.008,-4.41,1.7,11.2,1.6,-12.9,0.6,-18.1,0.5,-10.7,1.5,24.0,-7.0
76,7427,0.567,7.79,0.153,0.004,-5.01,2.9,27.5,1.7,-35.7,1.6,-3.4,0.6,-16.8,1.6,24.0,-5.0
65,6712,0.707,8.14,0.186,0.004,-4.88,2.6,-23.8,1.6,54.2,3.8,-13.4,0.8,2.9,2.1,22.0,-5.0
109,10532,0.88,9.11,0.271,0.006,-4.76,0.7,46.2,1.6,-26.3,0.8,-0.4,0.3,-38.6,1.5,34.0,-9.0
114,10758,0.579,8.39,0.149,0.004,-5.05,2.4,-3.1,1.7,-76.3,9.4,-89.6,10.8,38.8,4.6,35.0,-7.0
108,10460,0.551,8.47,0.151,0.004,-5.02,2.4,24.3,1.7,-37.2,2.3,-23.3,2.2,-9.8,1.8,34.0,-6.0
112,10561,0.614,8.33,0.143,0.004,-5.11,2.3,18.0,1.7,-44.8,3.0,-52.9,4.3,-1.6,1.8,34.0,-4.0
130,12479,0.879,8.42,0.122,0.003,-5.25,4.1,-0.5,1.7,-16.3,5.8,-1.9,1.5,11.9,4.2,40.0,-4.0
129,12094,0.687,8.67,0.146,0.004,-5.1,2.8,47.0,1.7,-86.4,8.6,-52.7,8.0,-1.9,5.4,39.0,-3.0
87,8349,0.517,8.22,0.155,0.004,-4.99,4.4,22.2,1.7,-83.8,6.7,-2.4,0.8,13.6,3.3,27.0,-3.0
38,4403,0.542,8.35,0.149,0.004,-5.04,2.2,9.9,1.7,-35.3,2.7,-13.5,1.4,-6.8,1.6,14.0,-7.0
48,5697,0.685,8.95,0.167,0.004,-4.97,2.1,-6.4,1.6,45.2,2.5,12.0,0.9,-4.4,1.6,18.0,-2.0
43,5031,0.801,9.15,0.182,0.004,-4.95,0.7,-14.5,1.6,48.3,2.0,-2.2,0.5,0.6,1.5,16.0,-2.0
44,5189,0.606,8.2,0.153,0.004,-5.03,5.3,8.5,1.7,-15.5,1.1,-20.1,1.8,-11.9,1.6,17.0,-1.0
3,135,0.62,8.64,0.195,0.004,-4.8,2.2,-7.8,1.6,9.2,0.6,-26.1,1.6,-6.3,1.6,0.0,0.0
825,110663,0.77,8.63,0.407,0.008,-4.44,4.4,-7.5,1.7,-27.3,1.3,-17.3,0.9,-13.8,1.6,336.0,-14.0
831,112199,0.507,8.19,0.15,0.004,-5.02,6.0,9.0,1.8,26.5,2.3,3.3,0.9,0.8,1.7,341.0,-8.0
836,113231,0.659,8.01,0.171,0.004,-4.94,1.2,-28.0,1.6,-81.3,3.4,-47.1,1.7,-18.7,2.3,344.0,-8.0
819,109058,0.754,9.07,0.309,0.006,-4.58,1.3,0.8,1.6,-13.5,1.1,-7.2,0.9,-14.3,1.5,331.0,-10.0
830,112100,0.614,8.74,0.204,0.005,-4.77,3.6,20.6,1.7,0.2,0.9,14.2,1.0,-16.4,1.4,341.0,-7.0
855,115074,0.582,8.57,0.15,0.004,-5.04,4.1,-12.8,1.7,-17.2,1.5,-48.6,4.0,-18.6,3.1,350.0,-2.0
880,117043,0.585,8.81,0.215,0.005,-4.71,2.9,-1.3,1.7,-14.0,1.5,-18.8,2.0,-9.3,1.8,356.0,-3.0
874,116559,0.783,8.41,0.145,0.004,-5.12,1.8,-22.3,1.6,-13.5,1.0,-25.5,1.4,9.9,1.6,354.0,-2.0
877,116756,0.654,8.87,0.19,0.004,-4.84,3.5,-3.4,1.7,-9.1,1.1,-8.7,1.2,-1.6,1.5,355.0,-1.0
862,115572,0.822,7.54,0.143,0.004,-5.13,2.9,-48.4,1.6,-53.7,3.9,-62.0,3.0,12.2,2.6,351.0,-2.0
858,115381,0.853,8.56,0.164,0.004,-5.04,1.3,-4.0,1.6,-11.7,0.6,-48.8,2.5,-29.2,2.1,351.0,0.0
841,114098,0.879,9.33,0.193,0.004,-4.95,1.5,-32.2,1.6,32.3,1.8,-9.6,1.0,39.3,1.4,347.0,0.0
842,114098,0.879,9.33,0.196,0.004,-4.94,1.5,-32.2,1.6,32.3,1.8,-9.6,1.0,39.3,1.4,347.0,0.0
814,108438,0.641,8.3,0.23,0.005,-4.69,2.6,-18.4,1.6,-19.7,1.0,-39.5,2.0,-19.2,2.2,330.0,-5.0
816,108754,0.525,8.67,0.141,0.003,-5.1,8.8,-38.7,1.9,-45.8,3.7,-16.8,1.4,14.0,2.0,330.0,-4.0
799,106825,0.844,8.62,0.169,0.004,-5.02,1.0,6.8,1.6,86.2,3.8,-27.4,1.7,28.4,1.7,325.0,-2.0
803,107020,0.672,8.54,0.183,0.004,-4.88,0.3,-38.8,1.6,-40.0,1.3,-44.6,1.4,-13.4,2.0,325.0,-2.0
787,105483,0.762,8.03,0.161,0.004,-5.02,2.6,-24.2,1.6,-32.2,1.2,-34.6,1.3,-25.2,1.9,320.0,-4.0
791,105899,0.58,8.92,0.163,0.004,-4.95,2.4,-10.6,1.7,-42.0,4.4,-21.4,2.0,-42.6,5.8,322.0,-3.0
782,105066,0.737,8.08,0.336,0.006,-4.51,2.6,-23.0,1.6,-32.7,1.4,-19.1,1.1,-13.1,1.7,319.0,-1.0
256,29272,0.575,8.9,0.198,0.004,-4.77,2.8,28.5,1.7,-30.8,1.6,-14.1,1.6,-11.9,0.7,93.0,-38.0
242,27491,0.813,8.96,0.149,0.004,-5.1,2.5,48.3,1.6,-11.4,0.8,-71.1,2.3,26.4,2.9,87.0,-38.0
268,30514,0.57,9.43,0.173,0.004,-4.89,1.9,133.3,1.6,-201.2,12.9,-73.6,3.5,66.9,10.3,96.0,-32.0
259,29550,0.817,8.98,0.146,0.004,-5.11,2.9,72.0,1.6,-35.8,0.9,-72.9,2.3,9.5,4.2,93.0,-30.0
250,28641,0.656,9.07,0.16,0.004,-5.0,2.7,-6.3,1.7,51.6,4.4,-4.7,1.5,-41.3,4.0,91.0,-30.0
239,27090,0.672,8.27,0.147,0.004,-5.09,2.8,-18.1,1.6,62.1,3.1,-10.6,1.8,-13.8,1.4,86.0,-30.0
248,28181,0.705,8.94,0.146,0.004,-5.11,2.8,34.5,1.7,-68.1,4.7,-3.0,2.4,11.0,2.4,89.0,-28.0
257,29391,0.617,8.84,0.307,0.006,-4.48,5.3,35.5,1.7,-31.2,7.1,-17.4,8.3,-11.7,3.6,93.0,-23.0
275,31540,0.714,7.63,0.155,0.004,-5.05,2.2,3.8,1.6,37.5,1.5,-24.6,1.5,-15.2,0.6,99.0,-28.0
269,30733,0.84,8.36,0.401,0.008,-4.52,2.1,25.2,1.6,-27.5,1.7,-11.8,1.5,-1.9,0.8,97.0,-26.0
283,32742,0.663,8.03,0.141,0.004,-5.14,3.8,33.7,1.7,-39.5,2.3,-13.6,1.9,10.7,1.8,102.0,-19.0
260,29644,0.835,8.7,0.16,0.004,-5.05,2.9,-25.9,1.7,55.0,2.2,1.7,1.4,-39.2,2.5,94.0,-20.0
266,30232,0.619,7.73,0.169,0.004,-4.93,1.9,20.3,1.6,0.1,1.2,-21.4,1.2,-21.8,0.8,95.0,-18.0
234,25679,0.702,8.32,0.169,0.004,-4.96,2.6,26.3,1.6,-4.1,1.3,-27.3,1.1,-16.1,0.8,82.0,-19.0
233,25670,0.657,8.27,0.157,0.004,-5.02,1.4,-9.8,1.6,19.9,1.3,6.1,0.9,-16.9,1.3,82.0,-17.0
217,22360,0.526,7.84,0.156,0.004,-4.98,5.7,-14.6,1.8,41.6,2.1,-27.2,2.2,8.3,1.1,72.0,-23.0
214,22263,0.632,5.49,0.271,0.006,-4.57,2.9,21.4,1.7,-23.7,1.1,-8.3,0.8,-2.7,0.9,72.0,-17.0
228,24777,0.834,9.08,0.19,0.004,-4.93,2.5,54.4,1.6,-38.4,1.2,-57.4,1.8,7.3,1.9,80.0,-14.0
232,25654,0.783,9.19,0.165,0.004,-5.01,2.0,39.8,1.6,-3.8,2.3,-63.0,3.4,-7.4,1.0,82.0,-14.0
243,27720,0.789,7.68,0.151,0.004,-5.08,2.5,37.2,1.6,-49.5,1.8,0.1,1.8,-9.1,0.6,88.0,-18.0
261,29754,0.618,9.19,0.155,0.004,-5.02,2.2,-6.8,1.7,44.8,4.8,-24.9,3.6,-37.2,4.6,94.0,-14.0
258,29442,0.836,9.49,0.157,0.004,-5.06,2.3,81.3,1.6,-101.1,6.0,-4.4,6.7,-22.2,0.6,93.0,-15.0
241,27158,0.781,8.31,0.123,0.003,-5.27,3.3,-27.4,1.7,47.6,2.3,-11.0,2.1,-6.1,1.3,86.0,-12.0
237,26641,0.647,8.91,0.179,0.004,-4.89,2.5,19.9,1.7,-55.6,2.7,34.7,2.8,32.0,2.4,85.0,-5.0
316,36670,0.604,8.92,0.169,0.004,-4.92,1.4,63.2,1.6,-39.6,1.0,-47.4,1.3,70.9,5.3,113.0,-17.0
324,37520,0.717,7.53,0.142,0.004,-5.13,3.3,106.6,1.7,-78.6,1.2,-71.7,1.3,15.0,0.3,116.0,-12.0
327,37732,0.612,7.72,0.161,0.004,-4.97,3.0,83.1,1.7,-86.0,1.8,-25.2,2.0,27.6,0.8,116.0,-5.0
309,35881,0.776,8.1,0.139,0.004,-5.15,2.3,-0.5,1.6,7.0,1.3,-5.3,1.1,15.2,1.0,111.0,-5.0
357,40498,0.582,9.38,0.172,0.004,-4.9,1.8,-7.4,1.7,-44.8,4.8,42.9,3.7,-21.2,1.9,124.0,-5.0
365,41351,0.851,9.19,0.353,0.007,-4.59,2.4,-32.8,1.6,50.3,2.4,-0.2,2.1,-6.1,0.6,127.0,-6.0
359,40663,0.826,8.8,0.164,0.004,-5.03,2.3,79.7,1.6,-71.2,1.7,-54.5,1.2,-16.2,2.9,125.0,-4.0
358,40613,0.584,7.74,0.159,0.004,-4.98,2.6,112.6,1.7,-37.8,2.3,-144.3,3.9,-43.2,4.3,124.0,-4.0
348,39417,0.715,8.25,0.151,0.004,-5.07,2.2,43.7,1.6,-13.0,1.7,-64.7,2.7,-28.5,2.7,121.0,-1.0
274,31188,0.562,8.6,0.18,0.004,-4.85,2.2,3.0,1.7,9.2,1.5,-31.0,1.9,64.4,3.7,98.0,-6.0
210,22052,0.541,7.54,0.22,0.005,-4.67,3.5,22.0,1.7,-21.6,1.2,-11.1,0.8,-3.9,1.0,71.0,-16.0
195,20913,0.512,7.71,0.144,0.004,-5.07,4.6,35.9,1.7,-16.2,1.5,-37.8,2.1,-18.0,1.1,67.0,-11.0
209,22002,0.767,9.31,0.293,0.006,-4.62,2.6,-5.0,1.6,5.2,1.2,1.6,0.7,1.0,1.0,71.0,-12.0
225,24210,0.799,8.04,0.208,0.005,-4.85,2.8,4.5,1.7,46.0,2.1,-49.9,1.8,-40.9,1.5,78.0,-9.0
208,21963,0.649,8.03,0.3,0.006,-4.52,4.1,31.8,1.7,-33.9,1.4,-12.7,0.7,-2.7,1.3,71.0,-10.0
184,19849,0.82,4.43,0.173,0.004,-4.99,2.1,-42.6,1.6,97.4,1.2,-12.4,0.4,-41.5,1.0,64.0,-8.0
194,20882,0.506,8.02,0.152,0.004,-5.01,2.8,80.3,1.7,-92.6,2.7,-8.1,1.4,-13.5,2.6,67.0,-8.0
196,20932,0.58,8.78,0.149,0.004,-5.05,3.1,-18.7,1.7,58.6,7.8,-62.3,11.8,-15.0,4.5,67.0,-6.0
197,20984,0.645,8.98,0.153,0.004,-5.04,1.9,38.1,1.6,-25.8,1.5,-98.9,11.2,15.6,4.7,68.0,-3.0
226,24692,0.729,8.52,0.149,0.004,-5.09,3.6,3.1,1.7,16.5,2.4,-26.5,2.8,-9.6,1.2,79.0,-9.0
224,24037,0.681,8.49,0.178,0.004,-4.91,2.4,64.0,1.6,-18.6,2.2,-56.1,1.8,-59.3,1.9,78.0,-7.0
247,27980,0.629,7.65,0.192,0.004,-4.82,3.0,24.3,1.7,-16.5,1.5,-7.6,0.7,-30.1,1.3,89.0,-1.0
173,17917,0.514,8.09,0.309,0.006,-4.43,,,,,,,,,,57.0,-8.0
165,17205,0.501,8.29,0.151,0.004,-5.01,1.4,6.6,1.7,-12.0,1.3,13.0,1.2,-0.2,1.2,55.0,-5.0
158,16579,0.812,8.65,0.133,0.004,-5.19,2.4,26.6,1.6,-7.8,1.6,-58.5,5.5,-20.0,1.2,53.0,-4.0
163,16971,0.559,8.5,0.181,0.004,-4.84,4.6,42.0,1.7,-41.7,1.5,0.0,0.5,-17.4,1.5,55.0,-3.0
168,17492,0.674,8.97,0.153,0.004,-5.05,3.4,-47.7,1.7,59.0,3.0,-26.5,3.7,9.5,2.8,56.0,-1.0
159,16727,0.789,8.54,0.161,0.004,-5.03,1.3,-5.4,1.6,6.1,1.2,-37.4,2.1,5.6,1.1,54.0,-1.0
162,16852,0.575,4.29,0.147,0.004,-5.07,3.4,27.5,1.7,1.5,1.3,-15.2,0.1,-41.6,1.1,54.0,0.0
557,59968,0.762,8.5,0.135,0.004,-5.18,2.8,39.2,1.7,57.7,3.1,-23.1,1.5,-3.4,1.7,184.0,-36.0
518,56876,0.711,7.82,0.14,0.004,-5.15,4.2,10.8,1.7,-80.5,7.2,-38.6,2.9,-3.8,1.0,175.0,-35.0
520,57207,0.618,9.14,0.361,0.007,-4.39,,,,,,,,,,176.0,-35.0
540,58395,0.747,9.15,0.145,0.004,-5.11,2.8,3.1,1.7,-1.3,0.7,-10.4,1.6,-10.5,1.5,180.0,-33.0
560,60462,0.84,9.42,0.177,0.004,-4.98,2.3,55.9,1.6,-36.3,3.6,-51.4,1.4,57.2,1.9,186.0,-31.0
566,60930,0.784,9.06,0.216,0.005,-4.82,3.0,15.2,1.7,69.5,3.3,-12.3,1.2,-40.3,2.6,187.0,-31.0
550,59197,0.614,9.14,0.16,0.004,-4.99,2.7,57.3,1.7,47.8,3.0,-46.8,1.3,9.0,2.2,182.0,-31.0
558,60096,0.737,8.43,0.14,0.003,-5.15,2.7,32.9,1.7,47.1,3.3,-30.7,1.4,-8.6,2.7,185.0,-26.0
517,56869,0.749,9.43,0.146,0.004,-5.11,2.4,20.3,1.6,-67.6,8.8,-54.1,4.7,-19.4,3.7,175.0,-30.0
524,57441,0.695,9.23,0.269,0.006,-4.62,3.0,3.1,1.7,-17.5,1.5,-9.8,1.5,-1.3,0.9,177.0,-29.0
532,57927,0.719,8.49,0.143,0.004,-5.13,2.9,3.2,1.7,-108.2,10.6,-12.7,1.6,29.9,2.9,178.0,-24.0
533,57927,0.719,8.49,0.146,0.004,-5.1,2.9,3.2,1.7,-108.2,10.6,-12.7,1.6,29.9,2.9,178.0,-24.0
580,62063,0.638,8.88,0.161,0.004,-4.99,2.3,-5.1,1.6,-23.8,2.3,-24.0,3.0,-20.8,2.0,191.0,-27.0
587,62583,0.627,8.01,0.141,0.003,-5.13,4.0,17.3,1.7,-21.2,2.4,-49.5,3.2,-11.2,2.0,192.0,-25.0
574,61794,0.583,8.31,0.151,0.004,-5.03,3.3,25.5,1.7,26.9,1.4,-37.0,1.8,-15.3,2.5,190.0,-24.0
578,61985,0.758,9.4,0.164,0.004,-5.01,2.0,-18.6,1.6,-44.0,3.2,-19.4,2.9,-22.5,1.4,191.0,-22.0
598,63798,0.585,8.69,0.169,0.004,-4.92,1.5,7.1,1.7,-16.8,1.7,-5.6,1.0,17.9,1.4,196.0,-23.0
605,64079,0.689,9.44,0.187,0.004,-4.87,2.0,1.0,1.6,-54.7,4.6,-46.6,3.9,-1.4,1.1,197.0,-20.0
611,64656,0.66,8.53,0.14,0.004,-5.14,3.1,21.7,1.7,19.8,1.3,-35.5,2.6,-10.7,2.9,199.0,-19.0
610,64573,0.817,8.18,0.275,0.006,-4.7,3.6,42.7,1.7,54.8,3.5,-24.5,0.9,6.9,2.6,199.0,-17.0
559,60457,0.898,7.87,0.135,0.004,-5.19,3.1,53.3,1.7,41.5,1.8,-37.4,1.1,23.1,1.4,186.0,-20.0
570,61476,0.692,8.04,0.21,0.005,-4.78,2.6,-6.3,1.7,-39.4,1.3,-21.7,1.4,-10.1,1.1,189.0,-20.0
561,60653,0.636,8.72,0.157,0.004,-5.01,1.7,34.2,1.6,-29.9,2.8,-66.5,3.2,0.1,2.0,186.0,-17.0
583,62174,0.513,8.18,0.149,0.003,-5.03,5.5,3.6,1.8,-29.5,3.2,-32.6,3.3,-8.1,1.7,191.0,-19.0
575,61804,0.608,8.57,0.417,0.007,-4.3,11.3,-14.7,2.1,-15.0,0.9,0.2,1.4,-13.3,1.5,190.0,-18.0
590,62921,0.658,8.53,0.18,0.004,-4.89,2.1,-17.5,1.7,8.8,1.1,31.4,1.6,-4.8,1.3,193.0,-14.0
565,60829,0.71,8.31,0.16,0.004,-5.01,2.0,20.4,1.6,-32.8,1.7,-60.3,2.3,-10.4,1.6,187.0,-16.0
491,54104,0.71,8.8,0.15,0.004,-5.08,2.9,9.4,1.7,-34.0,3.2,-20.7,1.8,-11.4,1.7,166.0,-27.0
496,54530,0.736,8.69,0.18,0.004,-4.92,2.1,17.8,1.6,42.3,1.6,-6.6,1.4,16.1,0.9,167.0,-26.0
506,55409,0.658,8.0,0.162,0.004,-4.99,2.1,3.7,1.7,-17.4,0.7,-34.1,1.9,-38.4,1.9,170.0,-23.0
511,56175,0.62,9.5,0.159,0.004,-4.99,2.4,8.3,1.7,-30.9,3.3,-12.0,1.4,5.1,1.0,173.0,-23.0
526,57468,0.556,8.16,0.162,0.004,-4.95,7.2,2.9,1.8,-45.0,4.2,-22.0,2.3,-8.7,1.5,177.0,-21.0
528,57645,0.895,9.25,0.314,0.006,-4.7,1.8,-9.8,1.6,-36.1,1.5,-5.5,1.3,-11.5,1.1,177.0,-20.0
525,57460,0.551,8.15,0.316,0.006,-4.43,8.6,-7.9,1.9,-30.8,1.5,-9.5,1.6,-15.1,1.3,177.0,-19.0
531,57744,0.58,7.84,0.147,0.003,-5.07,3.8,1.4,1.7,-59.8,4.9,-20.4,2.0,-4.8,1.2,178.0,-18.0
515,56791,0.71,8.8,0.151,0.004,-5.07,2.4,-27.9,1.6,53.2,4.6,10.7,1.4,-38.6,1.9,175.0,-17.0
481,53301,0.562,8.13,0.152,0.004,-5.02,4.6,28.7,1.7,62.2,5.4,-38.6,1.9,-8.6,2.3,164.0,-23.0
466,52787,0.831,8.39,0.492,0.009,-4.4,5.4,23.4,1.7,-15.0,0.5,-27.5,1.5,-0.2,1.0,162.0,-22.0
476,53087,0.718,7.84,0.176,0.004,-4.93,2.5,3.9,1.7,-46.2,1.7,-15.4,1.5,-17.1,1.1,163.0,-22.0
462,52166,0.538,8.63,0.162,0.004,-4.94,3.5,6.2,1.7,-28.9,2.0,-2.6,1.4,4.3,0.9,160.0,-21.0
478,53172,0.579,7.76,0.157,0.004,-4.99,2.1,20.2,1.7,1.7,0.2,-34.8,1.6,-12.1,1.5,163.0,-17.0
475,53084,0.753,8.71,0.153,0.004,-5.07,2.7,36.9,1.7,-47.7,3.1,-50.0,1.9,-8.8,2.4,163.0,-16.0
480,53250,0.79,8.18,0.171,0.004,-4.98,2.6,27.1,1.6,-62.1,2.6,-35.5,1.4,-6.9,1.4,163.0,-16.0
471,52990,0.615,7.53,0.152,0.004,-5.04,3.0,42.9,1.7,-46.9,2.0,-63.5,1.9,-16.1,2.2,163.0,-15.0
500,54804,0.613,8.11,0.161,0.004,-4.98,2.6,-4.4,1.7,-47.1,2.3,-48.1,2.9,-64.3,3.2,168.0,-18.0
510,55875,0.748,7.65,0.243,0.005,-4.72,8.0,1.7,1.9,13.9,1.0,-18.3,1.8,-18.6,1.9,172.0,-16.0
497,54580,0.661,7.7,0.154,0.004,-5.04,3.2,-3.8,1.7,12.2,0.8,-12.8,1.6,-17.9,1.5,168.0,-11.0
