main_id,ra,dec,hd,gj,hip,wds,sp_type,sp_bibcode,plx_value,plx_err,plx_bibcode,v,v_err,v_bibcode,g,g_err,g_bibcode,i,i_err,i_bibcode,r,r_err,r_bibcode,j,j_err,j_bibcode
L   68-30,190.5818088901953,-71.6389203261756,,GJ  3740,,,M3.5,,69.2005,0.0421,2018yCat.1345....0G,,,,12.0815,7.0E-4,2018yCat.1345....0G,,,,,,,9.169,0.026,2003yCat.2246....0C
V* pi.01 UMa,129.7987680272112,65.020907853664,HD  72905,GJ   311,HIP  42438,,G0.5V,2001AJ....121.2148G,69.2004,0.0652,2018yCat.1345....0G,5.64,,2002yCat.2237....0D,5.4796,9.0E-4,2018yCat.1345....0G,4.79,,2002yCat.2237....0D,5.12,,2002yCat.2237....0D,4.55,,2002yCat.2237....0D
Wolf  906,315.4943374302661,-6.3187436079594,,GJ   816,HIP 103800,,M2.5V,2015A&A...577A.128A,69.1402,0.1217,2018yCat.1345....0G,11.219,,2010MNRAS.403.1949K,10.1732,8.0E-4,2018yCat.1345....0G,8.86,,2010MNRAS.403.1949K,10.167,,2010MNRAS.403.1949K,7.563,0.017,2003yCat.2246....0C
CD-36  2458,86.9190791244269,-36.3285652424895,,GJ   218,HIP  27359,,M1.5,2010MNRAS.403.1949K,68.9811,0.0258,2018yCat.1345....0G,10.736,,2010MNRAS.403.1949K,9.8331,7.0E-4,2018yCat.1345....0G,8.614,,2010MNRAS.403.1949K,9.763,,2010MNRAS.403.1949K,7.409,0.026,2003yCat.2246....0C
HD 216133,342.5809342446501,-7.0901058060582,HD 216133,GJ   875,HIP 112774,,M0.5V,2010MNRAS.403.1949K,68.9567,0.0539,2018yCat.1345....0G,9.847,,2010MNRAS.403.1949K,9.1303,6.0E-4,2018yCat.1345....0G,8.02,,2010MNRAS.403.1949K,8.933,,2010MNRAS.403.1949K,6.932,0.023,2003yCat.2246....0C
BD-08  2582,136.6889570122471,-8.8068365959072,,GJ   334,HIP  44722,,K7V,1986AJ.....92..139S,68.8876,0.0386,2018yCat.1345....0G,9.478,,2010MNRAS.403.1949K,8.783,4.0E-4,2018yCat.1345....0G,7.653,,2010MNRAS.403.1949K,8.564,,2010MNRAS.403.1949K,6.641,0.018,2003yCat.2246....0C
BD+30  2512,215.4884010248992,29.6296158774174,,GJ   546,HIP  70218,,K6V,2003AJ....126.2048G,68.8608,0.0398,2018yCat.1345....0G,8.61,0.009,1991A&AS...89..415O,8.0159,6.0E-4,2018yCat.1345....0G,7.2,,2003AJ....125..984M,8.741,0.07,2012yCat.1322....0Z,6.135,0.021,2003yCat.2246....0C
UCAC4 828-015554,217.8059528956429,75.4450654829109,,,,,M4.0V,2015A&A...577A.128A,68.8501,0.0401,2018yCat.1345....0G,14.064,0.04,2012yCat.1322....0Z,12.7834,5.0E-4,2018yCat.1345....0G,10.8,,2003AJ....125..984M,13.769,0.07,2012yCat.1322....0Z,9.792,0.018,2003yCat.2246....0C
VB 16,102.27273435518167,37.11402463835722,,GJ  1092,,,M4,2012ApJ...748...93R,68.844,0.0763,2018yCat.1345....0G,13.77,,,12.4788,6.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,13.6,,2003AJ....125..984M,9.561,0.021,2003yCat.2246....0C
LP  804-27,243.1740842568779,-18.87550311398889,,,HIP  79431,,M3V,2006AJ....132..161G,68.7833,0.1217,2018yCat.1345....0G,11.372,,2010MNRAS.403.1949K,10.2351,0.0013,2018yCat.1345....0G,9.37,0.04,2005yCat.2263....0T,10.289,,2010MNRAS.403.1949K,7.555,0.026,2003yCat.2246....0C
G 154-52,273.8017683763648,-19.4018512072983,,,,,M2,2014MNRAS.443.2561G,68.4979,0.054,2018yCat.1345....0G,11.02,0.13,2000A&A...355L..27H,9.9873,0.0013,2018yCat.1345....0G,,,,10.457,0.02,2012yCat.1322....0Z,7.318,0.044,2003yCat.2246....0C
Ross 1047,227.3983009711452,3.1668198896981,,GJ  3892,HIP  74190,,M2V,1986AJ.....92..139S,68.4948,0.0644,2018yCat.1345....0G,11.473,,2010MNRAS.403.1949K,10.3683,0.001,2018yCat.1345....0G,9.052,,2010MNRAS.403.1949K,10.405,,2010MNRAS.403.1949K,7.72,0.024,2003yCat.2246....0C
Ross 1057,235.3189789344399,75.9927275042046,,GJ   597,HIP  76832,,M3.5Ve,2013AJ....145..102L,68.349,1.4898,2018yCat.1345....0G,12.22,,2012yCat.1322....0Z,11.0493,9.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,11.4,,2003AJ....125..984M,8.26,0.018,2003yCat.2246....0C
G  98-7,83.21625602660625,33.82960765099917,,,,,M3.5V,2015A&A...577A.128A,68.3356,0.0659,2018yCat.1345....0G,13.468,0.05,2012yCat.1322....0Z,12.2234,4.0E-4,2018yCat.1345....0G,10.7,,2003AJ....125..984M,13.077,0.09,2012yCat.1322....0Z,9.391,0.021,2003yCat.2246....0C
G 252-13,127.8754964519539,73.0627162508144,,,,,M4.0Ve,2013AJ....145..102L,68.2218,0.047,2018yCat.1345....0G,12.96,,2001KFNT...17e.409K,11.6686,7.0E-4,2018yCat.1345....0G,10.0,,2003AJ....125..984M,12.5,,2003AJ....125..984M,8.78,0.026,2003yCat.2246....0C
HD  52698,105.3071854159818,-25.948740845306,HD  52698,GJ   259,HIP  33817,,K1V,2006A&A...460..695T,68.1526,0.0746,2018yCat.1345....0G,6.688,,2010MNRAS.403.1949K,6.4533,3.0E-4,2018yCat.1345....0G,,,,,,,5.152,0.017,2003yCat.2246....0C
HD 196761,310.0489776404055,-23.7738679651309,HD 196761,GJ   796,HIP 101997,,G7.5IV-V,1989ApJS...71..245K,68.1348,0.0682,2018yCat.1345....0G,6.37,,,6.1636,2.0E-4,2018yCat.1345....0G,,,,,,,5.296,0.266,2003yCat.2246....0C
* psi Cap,311.52388594375,-25.270897543055554,HD 197692,GJ   805,HIP 102485,,F5V,2006AJ....132..161G,68.13,0.27,2007A&A...474..653V,4.122,0.009,2000A&A...355L..27H,3.9696,0.0031,2018yCat.1345....0G,,,,,,,3.363,0.258,2003yCat.2246....0C
* nu.02 Lup,230.45062965463,-48.317628467770284,HD 136352,GJ   582,HIP  75181,,G3/5V,1978MSS...C02....0H,68.0818,0.0915,2018yCat.1345....0G,5.65,,2002yCat.2237....0D,5.4618,0.0011,2018yCat.1345....0G,,,,,,,4.51,,2002yCat.2237....0D
BD+40    45,4.2765577931941,40.9482969960645,,GJ    14,HIP   1368,,K7,1985ApJS...59..197B,68.0351,0.0566,2018yCat.1345....0G,9.0,0.02,2000A&A...355L..27H,8.3701,6.0E-4,2018yCat.1345....0G,7.5,,2003AJ....125..984M,8.2,,2003AJ....125..984M,6.385,0.039,2003yCat.2246....0C
Wolf 1421,117.068274442903,20.3681256868351,,GJ   289,HIP  38082,,M1.5Ve,2013AJ....145..102L,68.0346,0.0438,2018yCat.1345....0G,11.418,,2010MNRAS.403.1949K,10.5516,6.0E-4,2018yCat.1345....0G,9.304,,2010MNRAS.403.1949K,10.437,,2010MNRAS.403.1949K,8.12,0.024,2003yCat.2246....0C
LP  768-113,23.4916725482791,-17.639946683793198,,,,,M3.5e,2002AJ....123.2828C,67.9564,0.0849,2018yCat.1345....0G,13.042,0.06,2012yCat.1322....0Z,11.7418,4.0E-4,2018yCat.1345....0G,10.288,0.03,2005yCat.2263....0T,12.693,0.07,2012yCat.1322....0Z,8.842,0.025,2003yCat.2246....0C
HD  19305,46.6114049738477,1.9651744487792,HD  19305,GJ   123,HIP  14445,,M0V,1989ApJS...71..245K,67.8892,0.0518,2018yCat.1345....0G,9.055,,2010MNRAS.403.1949K,8.4513,8.0E-4,2018yCat.1345....0G,7.427,,2010MNRAS.403.1949K,8.201,,2010MNRAS.403.1949K,6.492,0.021,2003yCat.2246....0C
HD 142709,239.4197657350689,-42.6242339703312,HD 142709,GJ   604,HIP  78170,,K4V,1978MSS...C02....0H,67.8795,0.0466,2018yCat.1345....0G,8.055,,2010MNRAS.403.1949K,7.6501,3.0E-4,2018yCat.1345....0G,6.828,,2010MNRAS.403.1949K,7.382,,2010MNRAS.403.1949K,6.032,0.023,2003yCat.2246....0C
BD+33   529,43.0297387351705,34.3893519352817,,GJ   116,HIP  13375,,K4,1985ApJS...59..197B,67.7365,0.038,2018yCat.1345....0G,9.55,,,9.0216,3.0E-4,2018yCat.1345....0G,8.2,,2003AJ....125..984M,8.8,,2003AJ....125..984M,7.053,0.021,2003yCat.2246....0C
G 192-22,93.5098391244051,51.668908957535,,GJ  3388,,,M3.5Ve,2013AJ....145..102L,67.6281,0.0787,2018yCat.1345....0G,12.86,0.04,2012yCat.1322....0Z,11.6883,0.0011,2018yCat.1345....0G,10.0,,2003AJ....125..984M,12.525,0.04,2012yCat.1322....0Z,8.86,0.02,2003yCat.2246....0C
Ross  136,275.5278178479201,6.3437728066667,,GJ   712,,,M4V,2014AJ....147...20N,67.5942,0.0599,2018yCat.1345....0G,12.624,0.01,2012yCat.1322....0Z,11.3837,8.0E-4,2018yCat.1345....0G,9.9,,2003AJ....125..984M,12.213,0.04,2012yCat.1322....0Z,8.671,0.021,2003yCat.2246....0C
HD 205390,324.1718474342873,-50.8453856672401,HD 205390,GJ   833,HIP 106696,,K1V,2006A&A...460..695T,67.5029,0.0299,2018yCat.1345....0G,7.157,,2010MNRAS.403.1949K,6.8831,4.0E-4,2018yCat.1345....0G,6.21,,2010MNRAS.403.1949K,6.66,,2010MNRAS.403.1949K,5.518,0.035,2003yCat.2246....0C
HD  84117,145.560068855975,-23.9155705775205,HD  84117,GJ   364,HIP  47592,,F9V,1989ApJS...71..245K,67.4693,0.1921,2018yCat.1345....0G,4.94,,,4.7239,0.003,2018yCat.1345....0G,,,,,,,4.08,0.34,2003yCat.2246....0C
L  125-51,32.82520943347208,-63.228036159685836,,GJ  3141,,,M3,2014MNRAS.443.2561G,67.4452,0.0439,2018yCat.1345....0G,,,,11.1624,9.0E-4,2018yCat.1345....0G,9.805,0.03,2005yCat.2263....0T,11.848,0.05,2012yCat.1322....0Z,8.544,0.024,2003yCat.2246....0C
HD 144628,242.4283101006176,-56.4451511529935,HD 144628,GJ   613,HIP  79190,,K2V,1989ApJS...71..245K,67.4096,0.0486,2018yCat.1345....0G,7.124,,2010MNRAS.403.1949K,6.8515,2.0E-4,2018yCat.1345....0G,6.205,,2010MNRAS.403.1949K,6.643,,2010MNRAS.403.1949K,5.546,0.024,2003yCat.2246....0C
HD 218511,347.4206289628172,-67.7328226114255,HD 218511,GJ  1279,HIP 114361,,K6V,2006A&A...460..695T,67.396,0.0382,2018yCat.1345....0G,8.39,,,7.8248,5.0E-4,2018yCat.1345....0G,,,,,,,6.084,0.02,2003yCat.2246....0C
* eta Lep,89.10122085083334,-14.16769969,HD  40136,GJ   225,HIP  28103,,F2V,2006AJ....132..161G,67.21,0.25,2007A&A...474..653V,3.72,,2002yCat.2237....0D,3.5512,0.0058,2018yCat.1345....0G,3.23,,2002yCat.2237....0D,3.39,,2002yCat.2237....0D,3.1,,2002yCat.2237....0D
CD-26 16501,347.5656010809323,-25.9313067424387,,GJ   891,HIP 114411,,M2V,2006AJ....132..161G,67.0946,0.0516,2018yCat.1345....0G,11.273,,2010MNRAS.403.1949K,10.3178,0.0011,2018yCat.1345....0G,9.064,,2010MNRAS.403.1949K,10.256,,2010MNRAS.403.1949K,7.838,0.027,2003yCat.2246....0C
Ross 1041,223.6162808077018,35.5491670793889,,GJ  3873,,,M3.5Ve,2013AJ....145..102L,67.0722,0.0487,2018yCat.1345....0G,12.321,0.08,2012yCat.1322....0Z,11.102,0.001,2018yCat.1345....0G,9.5,,2003AJ....125..984M,12.132,0.04,2012yCat.1322....0Z,8.243,0.021,2003yCat.2246....0C
LP  449-10,271.7023467916092,17.3464371907715,,,,,M4.0V,2015A&A...577A.128A,66.9905,0.05,2018yCat.1345....0G,13.89,0.02,2012yCat.1322....0Z,12.4772,5.0E-4,2018yCat.1345....0G,10.9,,2003AJ....125..984M,13.642,0.08,2012yCat.1322....0Z,9.49,0.023,2003yCat.2246....0C
* alf Crv,182.10340218374998,-24.728875098333333,HD 105452,"GJ  9389,GJ   455.3",HIP  59199,,F1V,2006AJ....132..161G,66.95,0.15,2007A&A...474..653V,4.0,,,3.8519,0.0031,2018yCat.1345....0G,,,,,,,3.525,0.286,2003yCat.2246....0C
BD+48  1829,150.5906318507039,48.0888019903467,,GJ   378,HIP  49189,,M1V,1986AJ.....92..139S,66.8407,0.0322,2018yCat.1345....0G,10.14,0.03,2000A&A...355L..27H,9.2651,4.0E-4,2018yCat.1345....0G,8.8,,2003AJ....125..984M,9.4,,2003AJ....125..984M,6.949,0.02,2003yCat.2246....0C
G 170-62,266.5193803733081,24.6513670794454,,GJ  4026,,,M4V,2014AJ....147...20N,66.7587,0.0467,2018yCat.1345....0G,12.67,,1995GCTP..C......0V,11.5457,0.001,2018yCat.1345....0G,9.8,,2003AJ....125..984M,12.362,0.04,2012yCat.1322....0Z,8.814,0.024,2003yCat.2246....0C
L  356-105,336.2711454863926,-47.87968618409111,,GJ  9780,,,M3.5,2004AJ....128..463R,66.7016,0.1018,2018yCat.1345....0G,12.524,0.01,2012yCat.1322....0Z,11.2025,0.002,2018yCat.1345....0G,9.82,,2004AJ....128..463R,12.193,0.03,2012yCat.1322....0Z,8.338,0.018,2003yCat.2246....0C
G  15-2,225.3337823181829,5.5487608913643,,GJ  3885,,,M3.0Ve,2013AJ....145..102L,66.687,0.0559,2018yCat.1345....0G,12.265,0.02,2012yCat.1322....0Z,11.0648,0.0014,2018yCat.1345....0G,,,,11.911,0.07,2012yCat.1322....0Z,8.326,0.018,2003yCat.2246....0C
LP  779-10,90.5942341204562,-20.3289274568581,,GJ  3382,,,M3.5,,66.5151,0.0381,2018yCat.1345....0G,13.289,0.02,2012yCat.1322....0Z,12.0255,3.0E-4,2018yCat.1345....0G,,,,12.954,0.07,2012yCat.1322....0Z,9.215,0.024,2003yCat.2246....0C
L  404-10,214.3578482482421,-40.3042568423055,,,,,M3,2014MNRAS.443.2561G,66.4283,0.0453,2018yCat.1345....0G,12.388,0.02,2012yCat.1322....0Z,11.2712,0.0015,2018yCat.1345....0G,,,,11.976,0.07,2012yCat.1322....0Z,8.632,0.026,2003yCat.2246....0C
V* GT Peg,342.9730631421832,31.7542209909056,,"GJ  9799,GJ   875.1",HIP 112909,,M3.5V,2013AJ....145..102L,66.417,0.0672,2018yCat.1345....0G,11.66,,2002yCat.2237....0D,10.485,0.001,2018yCat.1345....0G,10.5,,2003AJ....125..984M,11.281,0.03,2012yCat.1322....0Z,7.697,0.02,2003yCat.2246....0C
BD+02  1729,114.8459946360458,2.183665964552,,GJ   281,HIP  37288,,M0.0Ve,2013AJ....145..102L,66.4106,0.0543,2018yCat.1345....0G,9.589,,2010MNRAS.403.1949K,8.8936,6.0E-4,2018yCat.1345....0G,7.777,,2010MNRAS.403.1949K,8.683,,2010MNRAS.403.1949K,6.769,0.027,2003yCat.2246....0C
BD+63   137,16.7841584992869,63.9413268220948,,GJ    52,HIP   5247,,K7V,2003AJ....126.2048G,66.3671,0.0375,2018yCat.1345....0G,8.98,,,8.4113,4.0E-4,2018yCat.1345....0G,7.6,,2003AJ....125..984M,8.2,,2003AJ....125..984M,6.468,0.02,2003yCat.2246....0C
HD 118926,205.029715441366,-4.1861067629986,HD 118926,"GJ  9456,GJ   521.1",HIP  66675,,K5V,1999MSS...C05....0H,66.3269,0.098,2018yCat.1345....0G,9.589,,2010MNRAS.403.1949K,8.9392,6.0E-4,2018yCat.1345....0G,7.889,,2010MNRAS.403.1949K,8.71,,2010MNRAS.403.1949K,6.9,0.024,2003yCat.2246....0C
Wolf 1457,84.0003266418994,-7.6495644285871,,GJ  3357,,,M4,2004AJ....128..463R,66.3041,0.0564,2018yCat.1345....0G,12.8,,2004AJ....128..463R,11.4747,0.0012,2018yCat.1345....0G,,,,12.433,0.07,2012yCat.1322....0Z,8.464,0.023,2003yCat.2246....0C
UCAC3 167-4762,25.9943283954981,-6.9137445559037,,,,,M3,2014MNRAS.443.2561G,66.224,0.0695,2018yCat.1345....0G,12.57,0.02,2012yCat.1322....0Z,11.4565,0.0011,2018yCat.1345....0G,10.08,0.05,2005yCat.2263....0T,12.263,0.05,2012yCat.1322....0Z,8.781,0.027,2003yCat.2246....0C
G 139-27,259.170754135972,8.0583900170499,,GJ  2128,HIP  84521,,M2.5Ve,2013AJ....145..102L,66.1437,0.0402,2018yCat.1345....0G,11.529,,2010MNRAS.403.1949K,10.4704,4.0E-4,2018yCat.1345....0G,9.219,,2010MNRAS.403.1949K,10.48,,2010MNRAS.403.1949K,7.933,0.019,2003yCat.2246....0C
G 138-43,249.0235405397593,8.813683251841,,GJ  1204,,,M4V,2014AJ....147...20N,66.083,0.0551,2018yCat.1345....0G,13.815,0.04,2012yCat.1322....0Z,12.4024,4.0E-4,2018yCat.1345....0G,10.4,,2003AJ....125..984M,13.48,0.09,2012yCat.1322....0Z,9.419,0.027,2003yCat.2246....0C
L  229-91,62.31528537364667,-53.37369158103028,,GJ   163,HIP  19394,,M3.5,2010MNRAS.403.1949K,66.0714,0.0314,2018yCat.1345....0G,11.811,,2010MNRAS.403.1949K,10.6771,8.0E-4,2018yCat.1345....0G,9.32,,2010MNRAS.403.1949K,10.734,,2010MNRAS.403.1949K,7.948,0.026,2003yCat.2246....0C
1RXS J153250.6-541037,233.2095118201316,-54.1743014623387,,,,,M4,2006AJ....132..866R,65.9541,0.0521,2018yCat.1345....0G,,,,11.6087,0.001,2018yCat.1345....0G,,,,,,,8.723,0.02,2003yCat.2246....0C
* nu. Phe,18.7963441219758,-45.5316687864624,HD   7570,GJ    55,HIP   5862,,F9VFe+0.4,2006AJ....132..161G,65.8894,0.1803,2018yCat.1345....0G,4.96,,2002yCat.2237....0D,4.7638,0.0032,2018yCat.1345....0G,4.11,,2002yCat.2237....0D,4.47,,2002yCat.2237....0D,4.0,,2002yCat.2237....0D
L  440-30,34.79198410364708,-36.77810557588167,,GJ  1046,HIP  10812,,M2.5+V,2006AJ....132..161G,65.8012,0.1222,2018yCat.1345....0G,11.595,,2010MNRAS.403.1949K,10.5289,5.0E-4,2018yCat.1345....0G,9.211,,2010MNRAS.403.1949K,10.527,,2010MNRAS.403.1949K,7.924,0.032,2003yCat.2246....0C
L  675-81,130.24668984208333,-23.45627740272611,,GJ   317,,,M3.5V,2014AJ....148...91L,65.7744,0.0557,2018yCat.1345....0G,11.975,0.04,2012yCat.1322....0Z,10.7539,8.0E-4,2018yCat.1345....0G,9.37,,2014AJ....148...91L,11.637,0.06,2012yCat.1322....0Z,7.934,0.027,2003yCat.2246....0C
HD 229793,282.9632650636328,16.5832819065364,HD 229793,GJ   731,HIP  92573,,M0V,1986AJ.....92..139S,65.7639,0.0459,2018yCat.1345....0G,10.104,,2010MNRAS.403.1949K,9.3796,6.0E-4,2018yCat.1345....0G,8.23,,2010MNRAS.403.1949K,9.174,,2010MNRAS.403.1949K,7.162,0.027,2003yCat.2246....0C
Wolf 1108,293.729262995246,53.2565589643243,,GJ  4117,,,M2.5Ve,2013AJ....145..102L,65.7479,0.0324,2018yCat.1345....0G,12.14,0.19,2000A&A...355L..27H,11.1525,7.0E-4,2018yCat.1345....0G,11.3,,2003AJ....125..984M,11.795,0.06,2012yCat.1322....0Z,8.554,0.021,2003yCat.2246....0C
L  182-44,98.4582157057398,-58.5284581638769,,GJ   238,HIP  31300,,M2.5,2010MNRAS.403.1949K,65.6992,0.0306,2018yCat.1345....0G,11.57,0.02,2012yCat.1322....0Z,10.5294,5.0E-4,2018yCat.1345....0G,9.22,,2010MNRAS.403.1949K,11.22,0.03,2012yCat.1322....0Z,7.898,0.023,2003yCat.2246....0C
G 272-118,28.5331856808797,-15.6061914074758,,,,,M4.0V,2015A&A...577A.128A,65.5924,0.0889,2018yCat.1345....0G,14.414,0.05,2012yCat.1322....0Z,12.8921,9.0E-4,2018yCat.1345....0G,11.44,,2004AJ....128..463R,13.13,,2004AJ....128..463R,9.807,0.027,2003yCat.2246....0C
LP  491-51,165.8385745108696,13.6325065835101,,,,,M3.0V,2009ApJ...699..649S,65.5909,0.0977,2018yCat.1345....0G,12.991,0.04,2012yCat.1322....0Z,11.6727,0.0012,2018yCat.1345....0G,10.0,,2003AJ....125..984M,12.635,0.09,2012yCat.1322....0Z,8.759,0.034,2003yCat.2246....0C
HD  38858,87.14558393882166,-4.094644313723888,HD  38858,GJ  1085,HIP  27435,,G2V,2003AJ....126.2048G,65.5534,0.0621,2018yCat.1345....0G,5.97,,2002yCat.2237....0D,5.7923,9.0E-4,2018yCat.1345....0G,,,,,,,4.83,,2002yCat.2237....0D
G  77-29,47.9028769799952,-4.2769264290278,,,,,M3.0,2005A&A...442..211S,65.4859,0.0816,2018yCat.1345....0G,13.38,,2008MNRAS.389..585C,12.1317,4.0E-4,2018yCat.1345....0G,10.71,,2008MNRAS.389..585C,12.21,,2008MNRAS.389..585C,9.327,0.024,2003yCat.2246....0C
G 159-46,33.2275939837707,0.0046823297348,,GJ  3142,,,M4V,1995AJ....110.1838R,65.4462,0.0658,2018yCat.1345....0G,13.58,0.03,2014AJ....147...85R,12.1125,0.0013,2018yCat.1345....0G,10.66,0.02,2014AJ....147...85R,12.31,0.03,2014AJ....147...85R,9.055,0.03,2003yCat.2246....0C
V* RY Sex,159.0050700501769,5.120221485214,,GJ   398,,,M4V,2014AJ....147...20N,65.3811,0.0915,2018yCat.1345....0G,12.636,0.012,1992AJ....104..340L,11.3646,0.001,2018yCat.1345....0G,9.922,0.012,1992AJ....104..340L,11.451,0.012,1992AJ....104..340L,8.463,0.024,2003yCat.2246....0C
LP  892-51,82.7680339696225,-30.1957524497812,,GJ  3350,,,M3.5,,65.2971,0.0351,2018yCat.1345....0G,13.1,0.04,2012yCat.1322....0Z,11.8489,4.0E-4,2018yCat.1345....0G,10.44,,2008MNRAS.389..585C,12.735,0.05,2012yCat.1322....0Z,9.046,0.021,2003yCat.2246....0C
LP  905-56,161.319551514986,-30.807490221154602,,,HIP  52596,,M1.5V,2006AJ....132..161G,65.2666,0.0477,2018yCat.1345....0G,11.217,,2010MNRAS.403.1949K,10.2796,9.0E-4,2018yCat.1345....0G,9.025,,2010MNRAS.403.1949K,10.208,,2010MNRAS.403.1949K,7.816,0.02,2003yCat.2246....0C
L  396-10,174.6039920843723,-41.3756985207433,,GJ  1147,,,M3.5,1985ApJS...59..197B,65.2641,0.0558,2018yCat.1345....0G,13.711,0.02,2012yCat.1322....0Z,12.3642,5.0E-4,2018yCat.1345....0G,,,,13.412,0.11,2012yCat.1322....0Z,9.436,0.024,2003yCat.2246....0C
L  541-21,178.3017716029832,-31.3989199437894,,GJ  3692,,,M4,1985ApJS...59..197B,65.2099,0.0571,2018yCat.1345....0G,13.61,,,12.2854,5.0E-4,2018yCat.1345....0G,,,,,,,9.308,0.023,2003yCat.2246....0C
WT 426,202.7559559936943,-45.5859862089887,,,,,M3.5V,2011ApJS..197...19K,65.1986,0.0551,2018yCat.1345....0G,,,,12.2561,5.0E-4,2018yCat.1345....0G,,,,,,,9.469,0.022,2003yCat.2246....0C
LP  456-27,113.0325848309167,-36.1227947401493,,,,,M3,1985ApJS...59..197B,65.1889,0.0317,2018yCat.1345....0G,13.9,,,11.8457,4.0E-4,2018yCat.1345....0G,,,,,,,9.095,0.027,2003yCat.2246....0C
HD  21197,51.248877484508,-5.3637555461085,HD  21197,GJ   141,HIP  15919,,K4V,1999MSS...C05....0H,65.1422,0.0502,2018yCat.1345....0G,7.841,,2010MNRAS.403.1949K,7.4584,5.0E-4,2018yCat.1345....0G,6.607,,2010MNRAS.403.1949K,7.162,,2010MNRAS.403.1949K,5.827,0.017,2003yCat.2246....0C
G 138-40,248.2201702699798,9.8405466137431,,GJ  3960,,,M3.5Ve,2013AJ....145..102L,65.0471,0.0652,2018yCat.1345....0G,13.069,0.01,2012yCat.1322....0Z,11.8061,6.0E-4,2018yCat.1345....0G,10.2,,2003AJ....125..984M,12.666,0.06,2012yCat.1322....0Z,8.988,0.029,2003yCat.2246....0C
CD-27  9225,201.4535282104162,-28.3739868746954,,GJ   510,HIP  65520,,M1,2010MNRAS.403.1949K,64.9851,0.0534,2018yCat.1345....0G,11.015,,2010MNRAS.403.1949K,10.1086,0.0015,2018yCat.1345....0G,8.871,,2010MNRAS.403.1949K,10.019,,2010MNRAS.403.1949K,7.717,0.023,2003yCat.2246....0C
LP  356-106,52.2065252401635,26.4867601188948,,GJ  3227,,WDS J03280+2631C,M4V,2014AJ....147...20N,64.9841,0.0582,2018yCat.1345....0G,13.424,0.04,2012yCat.1322....0Z,12.1535,5.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,13.043,0.11,2012yCat.1322....0Z,9.288,0.027,2003yCat.2246....0C
UCAC3 112-499622,356.6593177185489,-34.1671022969636,,,,,M3,2014MNRAS.443.2561G,64.9756,0.0582,2018yCat.1345....0G,12.55,0.02,2012yCat.1322....0Z,11.4876,0.001,2018yCat.1345....0G,10.11,0.02,2005yCat.2263....0T,12.287,0.05,2012yCat.1322....0Z,8.851,0.019,2003yCat.2246....0C
G 241-45,346.8746582452074,68.6680981582415,,GJ  4312,,,M3.0Ve,2013AJ....145..102L,64.9753,0.0383,2018yCat.1345....0G,12.45,,,11.3514,7.0E-4,2018yCat.1345....0G,9.8,,2003AJ....125..984M,11.4,,2003AJ....125..984M,8.624,0.03,2003yCat.2246....0C
2MASS J04241156-2356365,66.048193421984,-23.9434061110171,,,,,M2.5,2006AJ....132..866R,64.9699,0.0598,2018yCat.1345....0G,12.121,,,10.9767,0.0015,2018yCat.1345....0G,,,,,,,8.321,0.021,2003yCat.2246....0C
LTT  5605,214.1980208455542,-44.889154345384,,,,,M3e,2014MNRAS.443.2561G,64.9405,0.1123,2018yCat.1345....0G,12.238,0.025,2014AJ....148...81M,11.072,0.0011,2018yCat.1345....0G,9.7,0.03,2005yCat.2263....0T,11.9,0.04,2012yCat.1322....0Z,8.33,0.019,2003yCat.2246....0C
LP  770-20,36.8772092566509,-19.1279884193668,,,,,M3.5,2007AJ....133.2825R,64.8667,0.9623,2018yCat.1345....0G,12.86,,,12.034,6.0E-4,2018yCat.1345....0G,,,,12.29,,2007AJ....133.2825R,9.187,0.029,2003yCat.2246....0C
G 149-70,199.1368405433693,27.8749434652542,,GJ  1169,,,M4V,2014AJ....147...20N,64.8326,0.0507,2018yCat.1345....0G,13.021,0.01,2012yCat.1322....0Z,12.055,4.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,12.884,0.05,2012yCat.1322....0Z,9.267,0.019,2003yCat.2246....0C
L  528-16,114.5403947511795,-31.2053080514013,,,,,M2.5,2004AJ....128..463R,64.783,0.032,2018yCat.1345....0G,11.848,0.05,2012yCat.1322....0Z,10.7892,5.0E-4,2018yCat.1345....0G,9.48,,2004AJ....128..463R,11.471,0.04,2012yCat.1322....0Z,8.181,0.024,2003yCat.2246....0C
UCAC3 237-310075,356.5586254202049,28.4344130806942,,,,,M3.5Ve,2013AJ....145..102L,64.7486,0.0684,2018yCat.1345....0G,12.96,0.03,2012yCat.1322....0Z,11.7679,5.0E-4,2018yCat.1345....0G,,,,12.605,0.07,2012yCat.1322....0Z,8.957,0.018,2003yCat.2246....0C
Ross  689,181.3736690352919,69.53961171791249,,GJ  3704,,,M4V,2014AJ....147...20N,64.6961,0.0331,2018yCat.1345....0G,13.129,0.05,2012yCat.1322....0Z,11.7355,5.0E-4,2018yCat.1345....0G,10.1,,2003AJ....125..984M,12.787,0.04,2012yCat.1322....0Z,8.74,0.029,2003yCat.2246....0C
