main_id,ra,dec,hd,gj,hip,wds,sp_type,sp_bibcode,plx_value,plx_err,plx_bibcode,v,v_err,v_bibcode,g,g_err,g_bibcode,i,i_err,i_bibcode,r,r_err,r_bibcode,j,j_err,j_bibcode
Ross  791,44.3793886848999,10.7901589639443,,GJ   120,,,M4V,2014AJ....147...20N,60.9925,0.0908,2018yCat.1345....0G,13.037,0.01,2012yCat.1322....0Z,11.8968,5.0E-4,2018yCat.1345....0G,,,,12.702,0.09,2012yCat.1322....0Z,9.16,0.03,2003yCat.2246....0C
UCAC3 92-131703,181.6629610770883,-44.4648864370834,,,,,M4,2014MNRAS.443.2561G,60.9701,0.072,2018yCat.1345....0G,12.757,0.049,2014AJ....148...81M,11.5281,0.001,2018yCat.1345....0G,10.11,0.02,2005yCat.2263....0T,12.477,0.05,2012yCat.1322....0Z,8.678,0.029,2003yCat.2246....0C
LP   25-2,278.965874105466,80.0943273125865,,GJ  4068,,,M4.0V,2013AJ....145..102L,60.9596,0.0417,2018yCat.1345....0G,13.133,0.02,2012yCat.1322....0Z,11.8713,4.0E-4,2018yCat.1345....0G,10.3,,2003AJ....125..984M,12.823,0.06,2012yCat.1322....0Z,8.989,0.018,2003yCat.2246....0C
Wolf 1051,359.6360712476354,7.658367971203056,,GJ  4383,HIP 118200,,M3.0Ve,2013AJ....145..102L,60.8469,0.2479,2018yCat.1345....0G,11.739,,2010MNRAS.403.1949K,10.6312,4.0E-4,2018yCat.1345....0G,9.277,,2010MNRAS.403.1949K,10.654,,2010MNRAS.403.1949K,7.907,0.023,2003yCat.2246....0C
G 170-12,256.0930741326337,16.9321026382333,,GJ  1209,,,M3V,1995AJ....110.1838R,60.8288,0.0607,2018yCat.1345....0G,12.257,0.05,2012yCat.1322....0Z,11.2239,0.0012,2018yCat.1345....0G,9.9,,2003AJ....125..984M,11.959,0.06,2012yCat.1322....0Z,8.571,0.029,2003yCat.2246....0C
HD 283779,71.1085701012447,27.8622362088712,HD 283779,GJ  3309,,,M1.5Ve,2013AJ....145..102L,60.8112,0.044,2018yCat.1345....0G,11.187,0.04,2012yCat.1322....0Z,10.3067,5.0E-4,2018yCat.1345....0G,9.4,,2003AJ....125..984M,10.868,0.08,2012yCat.1322....0Z,7.908,0.018,2003yCat.2246....0C
L  156-46,262.03051958680874,-62.453963032611114,,GJ  1218,,,M4,2014MNRAS.443.2561G,60.7706,0.0716,2018yCat.1345....0G,12.73,,,11.3951,0.0017,2018yCat.1345....0G,10.08,0.03,2005yCat.2263....0T,11.523,0.01,2005AJ....130..337C,8.422,0.023,2003yCat.2246....0C
G  28-39,347.0290169318944,3.3289927992945,,"GJ   889.1,GJ  9810",HIP 114233,,M0V,1986AJ.....92..139S,60.754,0.0443,2018yCat.1345....0G,10.887,,2010MNRAS.403.1949K,10.1184,7.0E-4,2018yCat.1345....0G,8.961,,2010MNRAS.403.1949K,9.94,,2010MNRAS.403.1949K,7.865,0.02,2003yCat.2246....0C
L  315-66,131.8305507331108,-46.8789490429504,,,,,M4,2014MNRAS.443.2561G,60.6806,0.0376,2018yCat.1345....0G,11.419,0.03,2012yCat.1322....0Z,10.5175,6.0E-4,2018yCat.1345....0G,,,,11.32,0.03,2012yCat.1322....0Z,7.787,0.027,2003yCat.2246....0C
BD+66   582,133.0014498407487,66.1314969083332,,GJ   322,HIP  43534,,K5,,60.5523,0.0303,2018yCat.1345....0G,9.28,,,8.6786,5.0E-4,2018yCat.1345....0G,,,,,,,6.724,0.026,2003yCat.2246....0C
L  763-66,208.4817962103078,-20.2453984339457,,,,,M1,1985ApJS...59..197B,60.4803,0.043,2018yCat.1345....0G,12.584,0.02,2012yCat.1322....0Z,11.5793,6.0E-4,2018yCat.1345....0G,,,,12.201,0.07,2012yCat.1322....0Z,9.031,0.019,2003yCat.2246....0C
CD-24 12677,245.7818476005308,-24.7097851908665,,GJ   620,HIP  80268,,M2V,1986AJ.....92..139S,60.4687,0.0486,2018yCat.1345....0G,10.216,,2010MNRAS.403.1949K,9.4499,4.0E-4,2018yCat.1345....0G,8.314,,2010MNRAS.403.1949K,9.284,,2010MNRAS.403.1949K,7.26,0.024,2003yCat.2246....0C
G 195-36,145.5966324330199,55.9836854779841,,GJ   363,,,M3V,2014AJ....147...20N,60.4389,0.0552,2018yCat.1345....0G,12.5,,1995GCTP..C......0V,11.2488,0.0012,2018yCat.1345....0G,9.7,,2003AJ....125..984M,11.3,,2003AJ....125..984M,8.374,0.02,2003yCat.2246....0C
LTT  7521,284.9196042332104,-63.4561405117217,,,,,M4e,2014MNRAS.443.2561G,60.4265,1.5122,2018yCat.1345....0G,12.979,0.01,2012yCat.1322....0Z,11.7819,8.0E-4,2018yCat.1345....0G,,,,12.59,0.05,2012yCat.1322....0Z,8.89,0.029,2003yCat.2246....0C
HD 214100,339.040363593203,-0.8416015863307,HD 214100,GJ   864,HIP 111571,,M1V,2003AJ....126.2048G,60.4036,0.0418,2018yCat.1345....0G,9.93,0.03,2012yCat.1322....0Z,9.2806,0.0011,2018yCat.1345....0G,,,,9.877,0.02,2012yCat.1322....0Z,7.038,0.023,2003yCat.2246....0C
L  178-49,65.5520800964559,-57.4336120581224,,GJ  3279,,,M3e,2014MNRAS.443.2561G,60.3928,0.0331,2018yCat.1345....0G,,,,10.712,4.0E-4,2018yCat.1345....0G,,,,11.416,0.03,2012yCat.1322....0Z,8.082,0.029,2003yCat.2246....0C
BD+49  1280,74.7107282981073,49.8492870661492,,GJ   181,HIP  23147,,M0.0Ve,2013AJ....145..102L,60.168,0.056,2018yCat.1345....0G,9.819,0.05,2012yCat.1322....0Z,9.0782,5.0E-4,2018yCat.1345....0G,8.1,,2003AJ....125..984M,9.373,0.02,2012yCat.1322....0Z,6.925,0.02,2003yCat.2246....0C
L  221-60,18.6424863594245,-53.9421140640273,,GJ  3082,HIP   5812,,M3V,1974PhDT........10S,60.1445,0.0268,2018yCat.1345....0G,11.077,,2010MNRAS.403.1949K,10.2011,7.0E-4,2018yCat.1345....0G,8.985,,2010MNRAS.403.1949K,10.094,,2010MNRAS.403.1949K,7.805,0.023,2003yCat.2246....0C
BD+35  2439,200.2418649936157,34.278944076625,,"GJ  9442,GJ   508.2",HIP  65143,,M1V,1986AJ.....92..139S,60.0765,0.0424,2018yCat.1345....0G,10.61,0.01,2012yCat.1322....0Z,9.7654,6.0E-4,2018yCat.1345....0G,9.0,,2003AJ....125..984M,10.141,0.02,2012yCat.1322....0Z,7.398,0.023,2003yCat.2246....0C
G 131-62,5.8666329525517,24.3068360873705,,GJ  1011,,,M4,,60.0288,0.1002,2018yCat.1345....0G,14.059,0.05,2012yCat.1322....0Z,12.8376,0.001,2018yCat.1345....0G,10.6,,2003AJ....125..984M,14.112,0.07,2012yCat.1322....0Z,9.753,0.018,2003yCat.2246....0C
2MASS J05214793+1720341,80.449680027291,17.3428947039216,,,,,M3.5,2007AJ....133.2825R,60.0207,0.0721,2018yCat.1345....0G,14.62,,,13.1875,5.0E-4,2018yCat.1345....0G,,,,13.59,,2007AJ....133.2825R,10.147,0.021,2003yCat.2246....0C
TYC 7123-2151-1,118.3348930461246,-33.4422498928551,,,,,M3,2014MNRAS.443.2561G,60.0161,0.0351,2018yCat.1345....0G,11.503,0.01,2012yCat.1322....0Z,10.4522,7.0E-4,2018yCat.1345....0G,,,,11.1,0.02,2012yCat.1322....0Z,7.806,0.027,2003yCat.2246....0C
G 212-5,313.2424214145277,43.1733883878366,,,,,M3.84,2015ApJ...802L..10T,59.9969,0.0367,2018yCat.1345....0G,13.076,0.01,2012yCat.1322....0Z,11.916,4.0E-4,2018yCat.1345....0G,10.4,,2003AJ....125..984M,12.644,0.07,2012yCat.1322....0Z,9.144,0.023,2003yCat.2246....0C
L  266-166,248.7299167246665,-53.5773164887212,,GJ  3961,,,K7,,59.9648,0.0802,2018yCat.1345....0G,12.0,,,11.0748,0.0014,2018yCat.1345....0G,9.74,0.03,2005yCat.2263....0T,11.78,0.05,2009yCat.1315....0Z,8.491,0.023,2003yCat.2246....0C
L  165-102,327.3579735302634,-63.114419879382,,GJ  4222,,,M3,2014MNRAS.443.2561G,59.9634,0.0523,2018yCat.1345....0G,12.5,,,11.429,0.0011,2018yCat.1345....0G,,,,,,,8.739,0.021,2003yCat.2246....0C
HD 229590,282.2161318942468,17.4389471414656,HD 229590,GJ   728,HIP  92311,,K7,2010MNRAS.403.1949K,59.9538,0.0428,2018yCat.1345....0G,9.155,,2010MNRAS.403.1949K,8.605,4.0E-4,2018yCat.1345....0G,7.6,,2010MNRAS.403.1949K,8.337,,2010MNRAS.403.1949K,6.706,0.023,2003yCat.2246....0C
GJ  3649,168.1623816880006,18.9348431045628,,GJ  3649,,,M1,1986AJ.....91..144S,59.9389,0.0527,2018yCat.1345....0G,10.85,0.06,2000A&A...355L..27H,9.8783,5.0E-4,2018yCat.1345....0G,,,,,,,7.445,0.024,2003yCat.2246....0C
Ross  324,19.4609504996648,28.6704935220162,,GJ  3083,,,M0V,1986AJ.....92..139S,59.9246,0.0373,2018yCat.1345....0G,11.491,0.05,2012yCat.1322....0Z,10.6911,8.0E-4,2018yCat.1345....0G,9.3,,2003AJ....125..984M,11.065,0.04,2012yCat.1322....0Z,8.323,0.029,2003yCat.2246....0C
L  472-66,197.33505870305626,-40.157518977026946,,GJ  3764,,,M4,2014MNRAS.443.2561G,59.9101,0.0475,2018yCat.1345....0G,12.86,,,11.6396,8.0E-4,2018yCat.1345....0G,10.21,0.03,2005yCat.2263....0T,12.58,0.08,2012yCat.1322....0Z,8.793,0.029,2003yCat.2246....0C
CD-42   469,20.3941421533102,-41.6564027837358,,GJ    57,HIP   6351,,M0Vk:,2006AJ....132..161G,59.867,0.0262,2018yCat.1345....0G,10.13,,2010MNRAS.403.1949K,9.4617,3.0E-4,2018yCat.1345....0G,8.376,,2010MNRAS.403.1949K,9.253,,2010MNRAS.403.1949K,7.356,0.019,2003yCat.2246....0C
Wolf  937,326.2532296783725,-5.7870386123195,,GJ  4216,,,M3.5,1985ApJS...59..197B,59.8357,0.0608,2018yCat.1345....0G,12.892,0.01,2012yCat.1322....0Z,11.7453,6.0E-4,2018yCat.1345....0G,,,,12.526,0.08,2012yCat.1322....0Z,9.034,0.023,2003yCat.2246....0C
LP  570-92,277.8168749219897,6.8361022602186,,,,,M1.0Ve,2013AJ....145..102L,59.7845,0.0393,2018yCat.1345....0G,10.81,0.07,2000A&A...355L..27H,9.8894,0.0012,2018yCat.1345....0G,9.1,,2003AJ....125..984M,10.272,0.01,2012yCat.1322....0Z,7.579,0.03,2003yCat.2246....0C
LP  840-16,107.0291986012697,-22.8131415830004,,,,,M2.0,2005A&A...442..211S,59.7765,0.03,2018yCat.1345....0G,11.4,0.01,2012yCat.1322....0Z,10.5122,5.0E-4,2018yCat.1345....0G,9.27,,2004AJ....128..463R,10.971,0.02,2012yCat.1322....0Z,8.094,0.026,2003yCat.2246....0C
Ross  622,132.9324657110772,18.1249794646189,,GJ  1114,HIP  43510,,M1.5Ve,2013AJ....145..102L,59.7215,0.0581,2018yCat.1345....0G,11.523,,2010MNRAS.403.1949K,10.6603,4.0E-4,2018yCat.1345....0G,9.417,,2010MNRAS.403.1949K,10.55,,2010MNRAS.403.1949K,8.281,0.029,2003yCat.2246....0C
Ross  164,291.2853495290984,28.3538327082214,,GJ  4109,,,M3.5Ve,2013AJ....145..102L,59.6967,0.0527,2018yCat.1345....0G,12.48,,2004AJ....128..463R,11.2911,0.0012,2018yCat.1345....0G,9.8,,2003AJ....125..984M,12.128,0.05,2012yCat.1322....0Z,8.442,0.021,2003yCat.2246....0C
UCAC4 474-053145,229.9410562733978,4.6595636735253,,,,,M4.0V,2015A&A...577A.128A,59.6857,0.0766,2018yCat.1345....0G,13.893,0.01,2012yCat.1322....0Z,12.4892,6.0E-4,2018yCat.1345....0G,,,,13.636,0.13,2012yCat.1322....0Z,9.546,0.024,2003yCat.2246....0C
UCAC4 686-058038,247.8669277261282,47.1725519833945,,,,,M3.5V,2015A&A...577A.128A,59.6694,0.0528,2018yCat.1345....0G,13.782,0.04,2012yCat.1322....0Z,12.3534,4.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,13.501,0.09,2012yCat.1322....0Z,9.397,0.022,2003yCat.2246....0C
HD 130992,222.9186044599766,-24.3041323841181,HD 130992,GJ   565,HIP  72688,,K3.5V,2006AJ....132..161G,59.6682,0.0443,2018yCat.1345....0G,7.805,,2010MNRAS.403.1949K,7.4769,3.0E-4,2018yCat.1345....0G,6.724,,2010MNRAS.403.1949K,7.216,,2010MNRAS.403.1949K,5.99,0.018,2003yCat.2246....0C
LP  920-23,264.9999067714429,-27.1185711849549,,,,,M1.5,2004AJ....128..463R,59.6551,0.053,2018yCat.1345....0G,12.283,0.01,2012yCat.1322....0Z,11.3239,8.0E-4,2018yCat.1345....0G,,,,12.001,0.07,2012yCat.1322....0Z,8.827,0.024,2003yCat.2246....0C
Wolf  923,323.4537766658647,-6.8528771166258,,GJ  4202,,,M3.5,1985ApJS...59..197B,59.6302,0.0601,2018yCat.1345....0G,14.01,,,12.6254,8.0E-4,2018yCat.1345....0G,,,,13.807,0.17,2012yCat.1322....0Z,9.562,0.022,2003yCat.2246....0C
LP  834-32,68.9008004346523,-25.4596079907609,,,,,M3.5,2006AJ....132..866R,59.607,0.0501,2018yCat.1345....0G,12.41,0.01,2012yCat.1322....0Z,11.1297,0.0018,2018yCat.1345....0G,9.72,0.044,2012AcA....62...67K,12.08,0.03,2012yCat.1322....0Z,8.24,0.023,2003yCat.2246....0C
GJ    16,4.5691246931203,10.2027885167591,,GJ    16,HIP   1463,,M1V,1986AJ.....92..139S,59.5952,0.095,2018yCat.1345....0G,10.864,,2010MNRAS.403.1949K,10.0009,7.0E-4,2018yCat.1345....0G,8.738,,2010MNRAS.403.1949K,9.869,,2010MNRAS.403.1949K,7.564,0.032,2003yCat.2246....0C
HD 152391,253.2450105947343,-0.0264211943524,HD 152391,GJ   641,HIP  82588,,G8.5Vk:,2006AJ....132..161G,59.5382,0.0328,2018yCat.1345....0G,6.64,,,6.427,7.0E-4,2018yCat.1345....0G,,,,,,,5.235,0.035,2003yCat.2246....0C
Wolf  920,321.8202365365934,-6.8442729971921,,"GJ   828.2,GJ  9740",HIP 105932,,M0V,1986AJ.....92..139S,59.5252,0.099,2018yCat.1345....0G,11.085,,2010MNRAS.403.1949K,10.2882,0.0013,2018yCat.1345....0G,9.112,,2010MNRAS.403.1949K,10.123,,2010MNRAS.403.1949K,8.046,0.018,2003yCat.2246....0C
G  80-21,56.8472550044897,-1.9722070395246,,,HIP  17695,,M3.0V,2015A&A...577A.128A,59.5161,0.0565,2018yCat.1345....0G,11.537,0.049,2012AcA....62...67K,10.4962,0.0012,2018yCat.1345....0G,9.098,0.022,2012AcA....62...67K,10.452,,2010MNRAS.403.1949K,7.804,0.026,2003yCat.2246....0C
Ross  417,94.8365941472156,-6.6561417933653,,"GJ  9211,GJ   231.3",,,M3,2004AJ....128..463R,59.5055,0.0567,2018yCat.1345....0G,13.075,0.03,2012yCat.1322....0Z,11.8735,6.0E-4,2018yCat.1345....0G,10.51,,2004AJ....128..463R,11.93,,2004AJ....128..463R,9.122,0.023,2003yCat.2246....0C
G 138-37,247.8960719786671,17.5635718980539,,GJ  1202,,,M4V,2014AJ....147...20N,59.4685,0.0922,2018yCat.1345....0G,12.756,0.05,2012yCat.1322....0Z,11.6538,9.0E-4,2018yCat.1345....0G,10.1,,2003AJ....125..984M,12.427,0.07,2012yCat.1322....0Z,8.926,0.019,2003yCat.2246....0C
LP  580-33,338.6925364367438,4.0437977024117,,GJ  4283,,,M3.0Ve,2013AJ....145..102L,59.449,0.0533,2018yCat.1345....0G,13.207,0.01,2012yCat.1322....0Z,11.6096,8.0E-4,2018yCat.1345....0G,10.1,,2003AJ....125..984M,12.346,0.06,2012yCat.1322....0Z,8.964,0.023,2003yCat.2246....0C
HD 193202,302.7184074892676,77.2389720454709,HD 193202,GJ   786,HIP  99427,,K7V,1991ApJS...77..417K,59.4428,0.026,2018yCat.1345....0G,8.88,,,8.3133,4.0E-4,2018yCat.1345....0G,7.3,,2003AJ....125..984M,8.1,,2003AJ....125..984M,6.409,0.023,2003yCat.2246....0C
HD  76151,133.5747790870404,-5.4344573577189,HD  76151,GJ   327,HIP  43726,,G2V,1989ApJS...71..245K,59.3469,0.0447,2018yCat.1345....0G,6.0,,2002yCat.2237....0D,5.8315,7.0E-4,2018yCat.1345....0G,,,,,,,4.871,0.037,2003yCat.2246....0C
RX J2354.8+3831,358.7144058798502,38.5267223811091,,,,,M3.1V,2009ApJ...699..649S,59.3466,0.0527,2018yCat.1345....0G,13.18,0.06,2012yCat.1322....0Z,11.8915,0.001,2018yCat.1345....0G,10.2,,2003AJ....125..984M,12.94,0.11,2012yCat.1322....0Z,8.937,0.034,2003yCat.2246....0C
G 251-19,105.8746555043635,76.7737960820437,,,,,M3.5Ve,2013AJ....145..102L,59.3405,0.0497,2018yCat.1345....0G,12.683,0.03,2012yCat.1322....0Z,11.5718,6.0E-4,2018yCat.1345....0G,10.3,,2003AJ....125..984M,12.319,0.06,2012yCat.1322....0Z,8.836,0.03,2003yCat.2246....0C
L  147-101,195.3318618208242,-63.1950515711541,,GJ  3759,HIP  63550,,M1V,2006AJ....132..161G,59.3162,0.0403,2018yCat.1345....0G,10.929,,2010MNRAS.403.1949K,10.0843,7.0E-4,2018yCat.1345....0G,8.98,0.03,2005yCat.2263....0T,9.962,,2010MNRAS.403.1949K,7.757,0.024,2003yCat.2246....0C
G 188-26,327.06362020753164,27.928340472941947,,GJ  4225,,,M2V,1995AJ....110.1838R,59.3104,0.0519,2018yCat.1345....0G,12.026,0.02,2012yCat.1322....0Z,11.043,0.001,2018yCat.1345....0G,9.7,,2003AJ....125..984M,11.594,0.03,2012yCat.1322....0Z,8.508,0.018,2003yCat.2246....0C
Ross 1007,199.9171905130052,33.3465301475277,,"GJ   507.1,GJ  9440",HIP  65016,,M2V,1986AJ.....92..139S,59.3075,0.0328,2018yCat.1345....0G,10.598,0.01,2012yCat.1322....0Z,9.7058,7.0E-4,2018yCat.1345....0G,8.9,,2003AJ....125..984M,10.179,0.01,2012yCat.1322....0Z,7.266,0.027,2003yCat.2246....0C
HD  55575,108.9589133975783,47.2399655022431,HD  55575,GJ  1095,HIP  35136,,F9V,2003AJ....126.2048G,59.287,0.1222,2018yCat.1345....0G,5.58,,2002yCat.2237....0D,5.3678,0.0014,2018yCat.1345....0G,4.9,,2003AJ....125..984M,5.2,,2003AJ....125..984M,4.48,,2002yCat.2237....0D
L  294-92,26.9271256058565,-48.6014818681079,,,,,M4e,2014MNRAS.443.2561G,59.2636,0.5948,2018yCat.1345....0G,12.425,0.01,2012yCat.1322....0Z,11.3715,0.0071,2018yCat.1345....0G,,,,12.114,0.05,2012yCat.1322....0Z,8.248,0.024,2003yCat.2246....0C
HD 174080,282.1217718755889,10.7454508517027,HD 174080,GJ   727,HIP  92283,WDS J18485+1045A,K0,2010MNRAS.403.1949K,59.2621,0.0481,2018yCat.1345....0G,7.912,,2010MNRAS.403.1949K,7.5976,7.0E-4,2018yCat.1345....0G,6.769,,2010MNRAS.403.1949K,7.281,,2010MNRAS.403.1949K,6.025,0.023,2003yCat.2246....0C
HD 221354,352.8425363273528,59.1655184681585,HD 221354,GJ   895.4,HIP 116085,,K0V,2003AJ....126.2048G,59.2528,0.031,2018yCat.1345....0G,6.74,,,6.5214,2.0E-4,2018yCat.1345....0G,5.8,,2003AJ....125..984M,6.2,,2003AJ....125..984M,5.346,0.037,2003yCat.2246....0C
CD-36 14261,309.0346208132485,-36.1198649330794,,,,,M3Ve,2006A&A...460..695T,59.2287,0.0699,2018yCat.1345....0G,11.707,0.068,2012AcA....62...67K,10.5825,7.0E-4,2018yCat.1345....0G,9.288,0.024,2012AcA....62...67K,10.59,0.01,2014AJ....147...85R,8.026,0.023,2003yCat.2246....0C
Wolf  587,237.5467071056172,0.9590939095782,,GJ  3918,,,M3.0Ve,2013AJ....145..102L,59.2079,0.0766,2018yCat.1345....0G,12.46,0.02,2012yCat.1322....0Z,11.3433,0.0011,2018yCat.1345....0G,9.9,,2003AJ....125..984M,12.116,0.07,2012yCat.1322....0Z,8.677,0.021,2003yCat.2246....0C
Ross 1019,207.7156731862907,36.7380977960899,,GJ  3812,,,M4V,2014AJ....147...20N,59.1311,0.0373,2018yCat.1345....0G,13.71,0.07,2012yCat.1322....0Z,12.2387,6.0E-4,2018yCat.1345....0G,10.6,,2003AJ....125..984M,13.186,0.07,2012yCat.1322....0Z,9.299,0.02,2003yCat.2246....0C
HD  48948,102.4876078077536,60.335545083342,HD  48948,GJ   247,HIP  32769,,K5,1985ApJS...59..197B,59.1275,0.0659,2018yCat.1345....0G,8.58,,,8.1131,4.0E-4,2018yCat.1345....0G,7.3,,2003AJ....125..984M,7.9,,2003AJ....125..984M,6.335,0.019,2003yCat.2246....0C
L  339-19,250.1885515891318,-45.9998051452857,,GJ   633,,,M3.0V,2006AJ....132.2360H,59.114,0.0625,2018yCat.1345....0G,12.73,,1995GCTP..C......0V,11.5649,0.001,2018yCat.1345....0G,10.19,0.03,2005yCat.2263....0T,12.32,0.05,2012yCat.1322....0Z,8.893,0.024,2003yCat.2246....0C
Wolf   90,27.850721092647,21.3942954355359,,GJ  3120,,,M4,1985ApJS...59..197B,59.0863,0.0535,2018yCat.1345....0G,13.935,0.1,2012yCat.1322....0Z,12.5116,6.0E-4,2018yCat.1345....0G,10.8,,2003AJ....125..984M,13.659,0.11,2012yCat.1322....0Z,9.489,0.022,2003yCat.2246....0C
HD 177565,286.7186013078458,-37.81065911146166,HD 177565,GJ   744,HIP  93858,,G6V,2006AJ....132..161G,59.0802,0.0667,2018yCat.1345....0G,6.16,,,5.9647,7.0E-4,2018yCat.1345....0G,,,,,,,5.256,0.264,2003yCat.2246....0C
GJ  3942,242.2630880742208,52.94387734004472,,GJ  3942,HIP  79126,,M0.5Ve,2013AJ....145..102L,59.0421,0.0219,2018yCat.1345....0G,10.25,0.04,2000A&A...355L..27H,9.4077,5.0E-4,2018yCat.1345....0G,8.7,,2003AJ....125..984M,9.706,,2012yCat.1322....0Z,7.185,0.02,2003yCat.2246....0C
GJ  4306,343.9993565877059,17.8110553403531,,GJ  4306,,,M1.0Ve,2013AJ....145..102L,59.0165,0.0581,2018yCat.1345....0G,10.558,0.01,2012yCat.1322....0Z,9.6447,0.0014,2018yCat.1345....0G,,,,10.063,0.02,2012yCat.1322....0Z,7.319,0.026,2003yCat.2246....0C
L  258-126,207.8406616576606,-53.5460844253343,,GJ  3811,,,M2,,59.0138,0.054,2018yCat.1345....0G,12.9,,,11.722,7.0E-4,2018yCat.1345....0G,,,,,,,8.926,0.027,2003yCat.2246....0C
G 107-65,110.8120630214749,46.0874126170361,,GJ   272,HIP  35821,,M1V,1986AJ.....92..139S,58.9849,0.042,2018yCat.1345....0G,10.42,0.05,2000A&A...355L..27H,9.6846,6.0E-4,2018yCat.1345....0G,8.8,,2003AJ....125..984M,10.059,0.01,2012yCat.1322....0Z,7.343,0.023,2003yCat.2246....0C
G 273-147,357.6318448934459,-9.5590710391962,,GJ  4367,,,M3.67,2015ApJ...802L..10T,58.9687,0.1169,2018yCat.1345....0G,,,,12.007,7.0E-4,2018yCat.1345....0G,,,,13.16,0.12,2012yCat.1322....0Z,8.943,0.039,2003yCat.2246....0C
LP  444-35,243.6359287682513,19.1030201402775,,GJ  1200,,,M3.5V,1997AJ....113..806G,58.9533,0.1137,2018yCat.1345....0G,12.93,,,11.7319,0.0013,2018yCat.1345....0G,10.2,,2003AJ....125..984M,12.1,,2003AJ....125..984M,8.99,0.023,2003yCat.2246....0C
BD-13  5069,280.2387824751417,-13.3796097223624,,GJ   724,HIP  91608,,M1,2014MNRAS.443.2561G,58.9132,0.0483,2018yCat.1345....0G,10.63,,2010MNRAS.403.1949K,9.7691,4.0E-4,2018yCat.1345....0G,8.562,,2010MNRAS.403.1949K,9.655,,2010MNRAS.403.1949K,7.397,0.018,2003yCat.2246....0C
LP  725-15,127.8477397516032,-10.4982533443298,,GJ  3503,,,M4,,58.9089,0.0608,2018yCat.1345....0G,15.0,,,13.377,8.0E-4,2018yCat.1345....0G,,,,,,,10.07,0.023,2003yCat.2246....0C
LP  275-68,248.8642923482703,35.0160085886922,,GJ  3966,,,M4.0V,2013AJ....145..102L,58.8819,0.1148,2018yCat.1345....0G,12.951,0.01,2012yCat.1322....0Z,11.5983,6.0E-4,2018yCat.1345....0G,9.8,,2003AJ....125..984M,12.617,0.05,2012yCat.1322....0Z,8.615,0.021,2003yCat.2246....0C
UCAC4 347-066233,202.670623398356,-20.6510410464199,,,,,M4,2014MNRAS.443.2561G,58.874,0.1411,2018yCat.1345....0G,12.432,0.03,2012yCat.1322....0Z,11.1725,9.0E-4,2018yCat.1345....0G,,,,12.143,0.08,2012yCat.1322....0Z,8.279,0.021,2003yCat.2246....0C
Ross  992,213.8207499103924,45.0148001380352,,GJ  3836,,,M3V,1995AJ....110.1838R,58.8719,0.0373,2018yCat.1345....0G,11.848,0.02,2012yCat.1322....0Z,10.7244,5.0E-4,2018yCat.1345....0G,10.8,,2003AJ....125..984M,11.499,0.07,2012yCat.1322....0Z,8.014,0.018,2003yCat.2246....0C
HD   7924,20.49630508765708,76.71028814467778,HD   7924,"GJ    56.5,GJ  9054",HIP   6379,,K0.5V,2014MNRAS.438.2413V,58.8216,0.0249,2018yCat.1345....0G,7.167,0.01,2000A&A...355L..27H,6.9252,2.0E-4,2018yCat.1345....0G,,,,,,,5.618,0.026,2003yCat.2246....0C
L   46-163,312.9232559729143,-79.3111064303786,,GJ   808,,,M2.5V,1983SAAOC...7..106W,58.802,0.0295,2018yCat.1345....0G,11.87,,1995GCTP..C......0V,10.904,5.0E-4,2018yCat.1345....0G,9.64,,2011AJ....141..117J,10.82,,2011AJ....141..117J,8.459,0.03,2003yCat.2246....0C
UCAC4 434-042012,117.4255982098744,-3.3427647516867,,,,,M3.5V,2015A&A...577A.128A,58.7811,0.1757,2018yCat.1345....0G,13.147,0.03,2012yCat.1322....0Z,11.8088,5.0E-4,2018yCat.1345....0G,,,,12.798,0.11,2012yCat.1322....0Z,8.891,0.027,2003yCat.2246....0C
L  750-79,145.6486385519247,-19.2347604706211,,GJ  3563,HIP  47619,,M2.5V,2006AJ....132..161G,58.6635,0.0609,2018yCat.1345....0G,11.953,,2010MNRAS.403.1949K,10.899,0.0014,2018yCat.1345....0G,9.599,,2010MNRAS.403.1949K,10.902,,2010MNRAS.403.1949K,8.298,0.018,2003yCat.2246....0C
LP  994-96,49.6895061070894,-40.859490721994,,,,,M3e,2014MNRAS.443.2561G,58.6533,0.0339,2018yCat.1345....0G,12.073,0.01,2012yCat.1322....0Z,10.9572,8.0E-4,2018yCat.1345....0G,,,,11.71,0.04,2012yCat.1322....0Z,8.287,0.021,2003yCat.2246....0C
2MASS J11361611+5624017,174.0671850955171,56.4004266539232,,,,,M4.0,2007AJ....133.2825R,58.6121,0.0554,2018yCat.1345....0G,15.002,,,13.3949,4.0E-4,2018yCat.1345....0G,11.4,,2003AJ....125..984M,13.7,,2003AJ....125..984M,10.233,0.023,2003yCat.2246....0C
G 173-39,32.223434215042,49.449011327661,,GJ  3136,,,M4.0V,2013AJ....145..102L,58.5983,0.0783,2018yCat.1345....0G,12.451,0.06,2012yCat.1322....0Z,11.265,0.0016,2018yCat.1345....0G,9.6,,2003AJ....125..984M,12.118,0.06,2012yCat.1322....0Z,8.423,0.023,2003yCat.2246....0C
