recno,Name,HIP,n_HIP,HD/DM,SpType,n_SpType,Teff,log(g),VTurb,[M/H],Note,Fit,SMW,logR,AC,n_AC,Obs,t5,SimbadName,_RA,_DE
951,HIP  66121,66121," ",117360,F8 V Fe-0.9," ",6397,4.27,1.0,-0.18," "," ",0.203,-4.669,"A "," ",CTIO," ",HIP  66121,203.30691,-77.56939
983,HIP  67986,67986," ",120744,K2 V (k)," ",4953,4.52,1.0,-0.11," "," ",0.188,-4.989,"I "," ",CTIO," ",HIP  67986,208.83663,-76.27075
992,HIP  69090,69090," ",122862,F9.5 V," ",6002,4.14,1.0,-0.05," "," ",0.154,-4.998,"I "," ",CTIO," ",HIP  69090,212.11318,-74.85029
1021,HIP  71855,71855," ",128400,G5 V," ",5558,4.5,1.0,-0.05," "," ",0.322,-4.518,"A "," ",CTIO," ",HIP  71855,220.46858,-75.13948
1073,HIP  76147,76147," ",137628,K2.5 IV-V," ",,,,," "," ",0.303,-4.853,"I "," ",CTIO," ",HIP  76147,233.29295,-74.34775
1060,HIP  74653,74653," ",134606,G6 IV," ",5502,4.07,1.0,0.24," "," ",0.154,-5.057,"I "," ",CTIO," ",HIP  74653,228.81268,-70.51962
1024,HIP  72048,72048," ",129060,F8 V," ",6250,4.4,1.0,0.16," "," ",0.312,-4.426,"A "," ",CTIO," ",HIP  72048,221.05892,-69.67412
1217,HIP  84988,84988," ",155918,G2 V Fe-1.0 CH-0.6," ",5840,4.43,1.0,-0.57," "," ",0.165,-4.947,"I "," ",CTIO," ",HIP  84988,260.55271,-75.34815
1205,HIP  84315,84315," ",154540,K2 IV-V," ",4929,4.47,1.0,0.06," "," ",0.241,-4.915,"I "," ",CTIO," ",HIP  84315,258.56141,-75.28007
1118,HIP  79143,79143," ",144009,G8 IV-V Fe+0.5," ",5585,4.39,1.0,0.17," "," ",0.186,-4.885,"I "," ",CTIO," ",HIP  79143,242.30608,-71.06961
1146,HIP  80686,80686," ",147584,F9 V," ",6107,4.44,1.0,0.0," "," ",0.245,-4.585,"A "," ",CTIO," ",HIP  80686,247.11725,-70.08439
1214,HIP  84827,84827," ",155875,G0 IV-V," ",6001,4.09,1.0,0.13," "," ",0.188,-4.818,"I "," ",CTIO," ",HIP  84827,260.05283,-70.04537
1212,HIP  84586,84586," ",155555,K2 Vp k,*,5140,3.95,1.0,-0.12," "," ",1.127,-3.968,VA,*,CTIO," ",HIP  84586,259.35627,-66.95104
1245,HIP  87292,87292," ",161296,K2.5 V (k)," ",,,,," "," ",0.433,-4.632,"A "," ",CTIO," ",HIP  87292,267.5405,-67.49246
1186,HIP  83193,83193," ",152653,K5 V," ",,,,," "," ",0.749,-4.674,"A "," ",CTIO," ",HIP  83193,255.03887,-68.7608
1181,HIP  82820,82820," "," ",K7- V (k)," ",,,,," "," ",1.571,-5.067,"I "," ",CTIO," ",HIP  82820,253.88072,-65.25601
1172,HIP  82357,82357," "," ",K6+ V (k)," ",,,,," "," ",1.695,-4.595,"A "," ",CTIO," ",HIP  82357,252.42742,-65.07608
1089,HIP  77444,77444," ",140643,K2 IV-V," ",4958,4.4,1.0,0.06," "," ",0.179,-5.013,"I "," ",CTIO," ",HIP  77444,237.14894,-65.23338
1085,HIP  77158,77158," ",140045,K0 V," ",5279,4.67,1.0,-0.39," "," ",0.15,-5.084,"I "," ",CTIO," ",HIP  77158,236.30673,-63.13198
1086,HIP  77310,77310," ",140408,F6 V," ",6255,4.28,2.0,-0.33," "," ",0.21,-4.67,"A "," ",CTIO," ",HIP  77310,236.7508,-62.79655
1162,HIP  81657,81657," ",149837,F6 V," ",6354,4.16,2.4,-0.08," "," ",0.26,-4.511,"A "," ",CTIO," ",HIP  81657,250.21035,-60.44645
1095,HIP  78169,78169," ",142415,G1 V," ",5905,4.41,1.0,0.0," "," ",0.203,-4.77,"I "," ",CTIO,S,HIP  78169,239.41997,-60.20026
1080,HIP  76716,76716," ",139211,F6 IV," ",6385,4.13,1.9,-0.01," "," ",0.156,-4.921,"I "," ",CTIO," ",HIP  76716,234.9856,-59.90834
1126,HIP  79537,79537," ",145417,K3 V Fe-1.7," ",4954,4.84,1.0,-0.9," "," ",0.131,-5.205,VI," ",CTIO," ",HIP  79537,243.45233,-57.57051
1119,HIP  79190,79190," ",144628,K1 V," ",5011,4.58,1.0,-0.34," "," ",0.145,-5.128,VI," ",CTIO," ",HIP  79190,242.42831,-56.44515
1103,HIP  78562,78562," ",143306,F8 V," ",6320,4.27,1.0,0.09," "," ",0.177,-4.831,"I "," ",CTIO," ",HIP  78562,240.61848,-56.85446
862,HIP  60553,60553," "," ",K3 V k," ",,,,," "," ",2.323,-3.953,VA,*,CTIO," ",HIP  60553,186.1973,-75.05251
1013,HIP  71530,71530," ",128020,F8.5 V Fe-0.6," ",6287,4.32,1.6,-0.11," "," ",0.186,-4.772,"I "," ",CTIO," ",HIP  71530,219.44274,-67.93201
1029,HIP  72493,72493," ",130042,K1 V," ",5101,4.31,1.0,-0.09," "," ",0.186,-4.949,"I "," ",CTIO," ",HIP  72493,222.34882,-67.23597
960,HIP  66618,66618," ",118475,F9 V Fe+0.3," ",5942,4.32,1.0,0.12," "," ",0.16,-4.983,"I "," ",CTIO," ",HIP  66618,204.83448,-67.6709
961,HIP  66678,66678," "," ",K6.5 V," ",,,,," "," ",0.823,-4.924,"I "," ",CTIO," ",HIP  66678,205.03508,-66.33931
1003,HIP  70459,70459," ",125881,G0- V," ",6051,4.37,1.0,0.12," "," ",0.179,-4.858,"I "," ",CTIO,S,HIP  70459,216.19157,-63.70657
899,HIP  62534,62534," ",111232,G8 V Fe-1.0," ",5502,4.46,1.0,-0.39," "," ",0.15,-5.075,"I "," ",CTIO," ",HIP  62534,192.21564,-68.42515
853,HIP  59639,59639," ",106275,K2 V," ",4942,4.51,1.0,-0.14," "," ",0.154,-5.098,"I "," ",CTIO," ",HIP  59639,183.46606,-69.06045
874,HIP  61291,61291," ",109200,K1 V," ",5051,4.55,1.0,-0.3," "," ",0.145,-5.124,VI," ",CTIO," ",HIP  61291,188.38076,-68.75581
895,HIP  62403,62403," ",111038,K1 V k," ",5177,4.48,1.0,-0.18,*," ",0.908,-4.072,VA,*,CTIO," ",HIP  62403,191.82916,-66.23745
958,HIP  66438,66438," ",118261,F6 V," ",6306,4.04,1.1,-0.05," "," ",0.221,-4.623,"A "," ",CTIO," ",HIP  66438,204.30159,-61.69186
1001,HIP  69972,69972," ",125072,K3 IV," ",4903,4.48,1.0,0.45," "," ",0.224,-5.01,"I "," ",CTIO," ",HIP  69972,214.77014,-59.37904
977,HIP  67655,67655," ",120559,G7 V Fe-1.4 CH-1," ",5621,4.74,1.0,-0.67," "," ",0.155,-5.029,"I "," ",CTIO," ",HIP  67655,207.91829,-57.43564
969,HIP  67237,67237," ",119782,K1.5 V (k)," ",5036,4.46,1.0,-0.13," "," ",0.239,-4.814,"I "," ",CTIO," ",HIP  67237,206.67511,-56.8501
1056,HIP  74273,74273," ",134060,G0 V Fe+0.4," ",5911,4.32,1.0,0.06," "," ",0.151,-5.042,"I "," ",CTIO,S,HIP  74273,227.68643,-61.42232
1017,HIP  71683,71683," ",128620,G2 V," ",,,,," "," ",0.153,-5.059,"I "," ",CTIO," ",HIP  71683,219.90206,-60.83399
1079,HIP  76629,76629," ",139084,K0 V k," ",5002,4.38,1.0,-0.34," "," ",0.792,-4.159,VA,*,CTIO," ",HIP  76629,234.73982,-57.70758
1019,HIP  71735,71735," ",128674,G7 V," ",5639,4.44,1.0,-0.15," "," ",0.153,-5.05,"I "," ",CTIO," ",HIP  71735,220.11776,-57.02956
1007,HIP  70695,70695," ",126525,G4 V," ",5586,4.44,1.0,-0.23," "," ",0.155,-5.034,"I "," ",CTIO," ",HIP  70695,216.88738,-51.93309
1053,HIP  74255,74255," ",134220,K2.5 V," ",4906,4.65,1.0,-0.32," "," ",0.179,-4.972,"I "," ",CTIO," ",HIP  74255,227.6342,-50.74749
1039,HIP  73241,73241," ",131923,G4 V," ",5497,4.26,1.0,-0.19," "," ",0.153,-5.059,"I "," ",CTIO," ",HIP  73241,224.53667,-48.86295
1052,HIP  74243,74243," ",134180,K2.5 V," ",,,,," "," ",0.306,-4.822,"I "," ",CTIO," ",HIP  74243,227.58451,-49.89981
1063,HIP  75181,75181," ",136352,G2- V," ",5746,4.49,1.0,-0.34," "," ",0.157,-5.013,"I "," ",CTIO," ",HIP  75181,230.45063,-48.31763
1065,HIP  75255,75255," ",136466,G8 V Fe-1.2 CH-1," ",5438,4.39,1.0,-0.43,*," ",0.151,-5.057,"I "," ",CTIO," ",HIP  75255,230.65189,-47.9211
1064,HIP  75206,75206," ",136351,F6 III-IV," ",6339,3.71,2.0,0.0," "," ",0.187,-4.765,"I "," ",CTIO," ",HIP  75206,230.53446,-47.92779
1025,HIP  72119,72119," ",129642,K2+ V," ",4800,4.49,1.0,-0.19," "," ",0.138,-5.189,VI," ",CTIO," ",HIP  72119,221.29058,-49.91628
1043,HIP  73547,73547," ",132648,G8.5 V," ",5429,4.55,1.0,-0.24," "," ",0.17,-4.966,"I "," ",CTIO," ",HIP  73547,225.47194,-47.00747
1044,HIP  73631,73631," "," ",K5.5 V (k)," ",,,,," "," ",0.996,-4.599,"A "," ",CTIO," ",HIP  73631,225.76485,-46.29382
1040,HIP  73362,73362," "," ",K6.5 V (k)," ",,,,," "," ",1.363,-4.674,"A "," ",CTIO," ",HIP  73362,224.88226,-44.09476
1041,HIP  73383,73383," ",132301,F6 V," ",6447,4.31,1.7,-0.11," "," ",0.26,-4.505,"A "," ",CTIO," ",HIP  73383,224.93765,-43.81134
1250,HIP  87822,87822," ",162521,F5 V," ",6521,4.28,2.0,-0.13," "," ",0.257,-4.494,"A "," ",CTIO," ",HIP  87822,269.10122,-65.72174
1240,HIP  86991,86991," ",160859,G1 V," ",5881,4.46,1.0,-0.06," "," ",0.16,-4.983,"I "," ",CTIO,S,HIP  86991,266.6497,-62.75184
1228,HIP  85960,85960," ",158630,G0 V," ",5929,4.47,1.0,-0.19," "," ",0.168,-4.922,"I "," ",CTIO," ",HIP  85960,263.52196,-59.77578
1197,HIP  83990,83990," ",154577,K2.5 V (k),*,4850,4.7,1.0,-0.59," "," ",0.158,-5.08,"I "," ",CTIO," ",HIP  83990,257.54313,-60.72877
1190,HIP  83363,83363," ",153284,K3.5 V (k)," ",,,,," "," ",0.426,-4.722,"A "," ",CTIO," ",HIP  83363,255.56817,-61.56862
1183,HIP  82930,82930," ",152388,K0.5 V," ",5133,4.49,1.0,-0.12," "," ",0.277,-4.77,"I "," ",CTIO," ",HIP  82930,254.21737,-60.95683
1188,HIP  83229,83229," ",153075,G2 V Fe-0.8 CH-0.5," ",5850,4.35,1.0,-0.48," "," ",0.162,-4.944,"I "," ",CTIO," ",HIP  83229,255.13185,-57.2971
1192,HIP  83431,83431," ",153580,F5 V Fe+0.5," ",6501,4.07,2.1,0.11," "," ",0.241,-4.567,"A "," ",CTIO," ",HIP  83431,255.78646,-53.23694
1204,HIP  84255,84255," ",155284,G8 V," ",5436,4.66,1.0,-0.54," "," ",0.181,-4.902,"I "," ",CTIO," ",HIP  84255,258.34661,-53.10576
1216,HIP  84924,84924," ",156643,G1 V," ",5761,4.47,1.0,-0.29," "," ",0.163,-4.97,"I "," ",CTIO," ",HIP  84924,260.33072,-51.12281
1159,HIP  81520,81520," ",149612,G5 V Fe-1.2 CH-0.9," ",5796,4.57,1.0,-0.45," "," ",0.165,-4.954,"I "," ",CTIO," ",HIP  81520,249.76726,-58.2582
1158,HIP  81478,81478," ",149499,K1 V (k)," ",,,,," "," ",1.259,-3.814,VA,*,CTIO," ",HIP  81478,249.62958,-57.46981
1152,HIP  81262,81262," ",149192,K4 V (k)," ",,,,," "," ",0.699,-4.608,"A "," ",CTIO," ",HIP  81262,248.95986,-53.75705
1160,HIP  81592,81592," ",149813,G4 V," ",,,,," "," ",0.26,-4.642,"A "," ",CTIO," ",HIP  81592,249.94564,-51.99421
1131,HIP  79958,79958," ",146464,K3 V ke," ",4607,4.75,1.0,-0.55," "," ",1.725,-4.147,VA,*,CTIO," ",HIP  79958,244.81606,-55.50473
1137,HIP  80221,80221," ",147127,G8 V Fe-1.6 CH-1," ",5452,4.49,1.0,-0.56," "," ",0.154,-5.046,"I "," ",CTIO," ",HIP  80221,245.64286,-53.90426
1127,HIP  79576,79576," ",145598,G8 V Fe-1.6 CH-1.2," ",5570,4.66,1.0,-0.63," "," ",0.144,-5.113,VI," ",CTIO," ",HIP  79576,243.54138,-50.78488
1130,HIP  79777,79777," ",146124,G8 IV-V," ",5417,4.48,1.0,0.09," "," ",0.236,-4.745,"A "," ",CTIO," ",HIP  79777,244.22124,-49.85675
1195,HIP  83797,83797," ",154387,K4.5 V," ",,,,," "," ",0.53,-4.746,"A "," ",CTIO," ",HIP  83797,256.88081,-48.24832
1135,HIP  80043,80043," ",146800,K2.5 V," ",4742,4.73,1.0,-0.52," "," ",0.168,-5.077,"I "," ",CTIO," ",HIP  80043,245.07489,-48.2258
1163,HIP  81746,81746," ",150248,G3 V comp?," ",5753,4.39,1.0,0.02," "," ",0.182,-4.875,"I "," ",CTIO," ",HIP  81746,250.45748,-45.36875
1239,HIP  86796,86796," ",160691,G3 IV-V," ",5748,4.19,1.0,0.18," "," ",0.146,-5.101,VI," ",CTIO," ",HIP  86796,266.03627,-51.83405
1201,HIP  84121,84121," ",155114,G2- V," ",5794,4.47,1.0,-0.11," "," ",0.182,-4.87,"I "," ",CTIO," ",HIP  84121,257.96351,-45.87435
1233,HIP  86289,86289," ",159656,G1 V," ",5767,4.39,1.0,-0.06," "," ",0.212,-4.749,"A "," ",CTIO," ",HIP  86289,264.47477,-42.56757
1248,HIP  87523,87523," ",162396,F9 V Fe-0.7 CH-0.4," ",6089,4.16,1.0,-0.39," "," ",0.182,-4.797,"I "," ",CTIO," ",HIP  87523,268.2191,-41.99652
1246,HIP  87330,87330," ",162020,K3- V k," ",4702,4.61,1.0,-0.16," "," ",0.707,-4.392,"A "," ",CTIO," ",HIP  87330,267.65981,-40.31836
1226,HIP  85533,85533," ",323684,K6+ V (k)," ",,,,," "," ",1.104,-4.685,"A "," ",CTIO," ",HIP  85533,262.19194,-41.66397
1229,HIP  86051,86051," ",159215,K0 V," ",5208,4.63,1.0,-0.43," "," ",0.149,-5.096,"I "," ",CTIO," ",HIP  86051,263.78485,-38.62446
1176,HIP  82434,82434," ",326267,K5- V," ",,,,," "," ",0.249,-5.054,"I "," ",CTIO," ",HIP  82434,252.70414,-43.78687
1203,HIP  84143,84143," ",155203,F5 IV," ",6519,3.1,2.3,-0.24," "," ",0.291,-4.382,"A "," ",CTIO," ",HIP  84143,258.03832,-43.23919
1196,HIP  83846,83846," ",154590,K4 V," ",,,,," "," ",0.351,-4.84,"I "," ",CTIO," ",HIP  83846,257.0305,-41.72392
1156,HIP  81407,81407," ",149606,K2.5 V," ",4859,4.57,1.0,-0.01,*," ",0.161,-5.114,VI," ",CTIO," ",HIP  81407,249.40047,-40.88806
1185,HIP  83101,83101," ",153026,K4.5 V (k)," ",,,,," "," ",0.474,-4.908,"I "," ",CTIO," ",HIP  83101,254.72521,-39.55855
1165,HIP  81935,81935," ",150689,K3+ V (k)," ",4694,4.62,1.0,-0.13," "," ",0.409,-4.728,"A "," ",CTIO," ",HIP  81935,251.06257,-38.94364
1208,HIP  84425,84425," ",155826,F9.5 V," ",6003,4.07,1.0,0.02," "," ",0.161,-4.949,"I "," ",CTIO," ",HIP  84425,258.89959,-38.59394
1224,HIP  85425,85425," ",157830,G6 V," ",5539,4.56,1.0,-0.29," "," ",0.181,-4.902,"I "," ",CTIO," ",HIP  85425,261.84147,-38.06145
1210,HIP  84489,84489," ",155974,F5.5 V," ",6394,4.14,1.7,-0.14," "," ",0.188,-4.744,"A "," ",CTIO," ",HIP  84489,259.09001,-35.7503
1213,HIP  84709,84709," ",156384,K4- V," ",,,,," "," ",0.527,-4.641,"A "," ",SO," ",HIP  84709,259.73819,-34.98976
1221,HIP  85158,85158," ",157338,F9.5 V," ",6005,4.34,1.0,-0.13," "," ",0.163,-4.945,"I "," ",CTIO," ",HIP  85158,261.03642,-34.79845
1084,HIP  76990,76990," ",140011,K2.5 V (k)," ",4800,4.4,1.0,0.14," "," ",0.459,-4.619,"A "," ",CTIO," ",HIP  76990,235.79942,-44.72009
1121,HIP  79322,79322," ",145158,F6 V," ",6423,4.27,1.8,-0.05," "," ",0.197,-4.708,"A "," ",CTIO," ",HIP  79322,242.82828,-45.33343
1141,HIP  80381,80381," ",147555A,K6 V,*,,,,," "," ",0.85,-4.75,"I "," ",CTIO," ",HIP  80381,246.11373,-43.65657
1096,HIP  78170,78170," ",142709,K5- V," ",,,,," "," ",0.374,-4.916,"I "," ",CTIO," ",HIP  78170,239.41977,-42.62423
1102,HIP  78547,78547," ",143463,F6 V," ",6368,4.28,1.8,-0.1," "," ",0.207,-4.678,"A "," ",CTIO," ",HIP  78547,240.54314,-42.70024
1123,HIP  79419,79419," ",145444,K5 V," ",,,,," "," ",0.975,-4.641,"A "," ",SO," ",HIP  79419,243.12604,-38.10662
1097,HIP  78267,78267," ",142945,G7 V Fe-2.2 CH-1.5," ",5892,4.49,1.0,-0.72," "," ",0.186,-4.817,"I "," ",SO," ",HIP  78267,239.71716,-38.99761
1109,HIP  78747,78747," ",143928,F5 V Fe-0.8," ",6743,4.1,2.0,-0.26," "," ",0.322,-4.328,"A "," ",SO," ",HIP  78747,241.1534,-37.86295
1105,HIP  78716,78716," ",143846,G0 V," ",5877,4.51,1.0,-0.33," "," ",0.197,-4.778,"I "," ",SO," ",HIP  78716,241.0397,-37.3074
1054,HIP  74268,74268," ",134331,G0+ V," ",5954,4.42,1.0,-0.01," "," ",0.17,-4.925,"I "," ",CTIO," ",HIP  74268,227.67338,-43.72987
1055,HIP  74271,74271," ",134330,G6 V," ",5552,4.48,1.0,0.03," "," ",0.177,-4.932,"I "," ",CTIO," ",HIP  74271,227.68006,-43.71691
1045,HIP  73633,73633," ",132899,K4.5 V (k)," ",,,,," "," ",1.081,-4.498,"A "," ",CTIO," ",HIP  73633,225.77548,-41.99256
1088,HIP  77358,77358," ",140901,G7 IV-V," ",5500,4.44,1.0,0.02," "," ",0.208,-4.802,"I "," ",SO," ",HIP  77358,236.87125,-37.91631
1099,HIP  78343,78343," ",143098,G5.5 V," ",5601,4.5,1.0,-0.07," "," ",0.334,-4.48,"A "," ",SO," ",HIP  78343,239.94899,-35.84543
1082,HIP  76793,76793," ",139696,K2.5 V (k)," ",,,,," "," ",0.507,-4.559,"A "," ",CTIO," ",HIP  76793,235.18855,-32.86649
1148,HIP  80925,80925," ",148704,K1 V," ",4980,4.27,1.0,-0.18," "," ",0.151,-5.101,VI," ",CTIO," ",HIP  80925,247.8751,-39.01227
1139,HIP  80337,80337," ",147513,G1 V CH-0.4," ",5831,4.47,1.0,0.0," "," ",0.236,-4.656,"A "," ",CTIO," ",HIP  80337,246.00538,-39.19298
1155,HIP  81385,81385," ",149621,K5.5 V (k)," ",,,,," "," ",0.411,-5.256,VI," ",SO," ",HIP  81385,249.3179,-33.14756
1145,HIP  80683,80683," ",148303,K2.5 V," ",,,,," "," ",0.294,-4.829,"I "," ",CTIO," ",HIP  80683,247.08865,-31.13083
1182,HIP  82834,82834," ",152606,K8 V k," ",,,,," "," ",1.684,-4.674,"A "," ",SO," ",HIP  82834,253.90839,-32.0677
1194,HIP  83541,83541," ",154088,K0 IV-V," ",5374,4.33,1.0,0.25,*," ",0.173,-4.983,"I "," ",SO," ",HIP  83541,256.11601,-28.58268
1167,HIP  82132,82132," "," ",K7 V k," ",,,,," "," ",2.168,-4.579,"  "," ",CTIO/SO," ",HIP  82132,251.68802,-30.63305
1128,HIP  79578,79578," ",145825,G2 V," ",5750,4.45,1.0,0.02," "," ",0.202,-4.793,"I "," ",SO,S,HIP  79578,243.54963,-31.66367
1106,HIP  78734,78734," "," ",K8 V k," ",,,,," "," ",1.802,-4.584,"A "," ",SO," ",HIP  78734,241.09644,-33.06103
1133,HIP  79979,79979," ",146835,F9- V," ",6093,4.65,1.0,-0.03," "," ",0.212,-4.708,"A "," ",SO," ",HIP  79979,244.88144,-30.90186
1143,HIP  80399,80399," ",147722,G0 V," ",,,,," "," ",0.148,-5.067,"I "," ",CTIO/SO," ",HIP  80399,246.16572,-29.70466
1098,HIP  78330,78330," ",143114,G0+ V," ",5819,4.4,1.0,-0.41," "," ",0.175,-4.889,"I "," ",SO," ",HIP  78330,239.90945,-29.63256
1129,HIP  79658,79658," ",146070,G1 V," ",5819,4.44,1.0,-0.1," "," ",0.197,-4.785,"I "," ",SO,S,HIP  79658,243.82956,-27.21026
1174,HIP  82370,82370," ",151692,K4 V (k)," ",,,,," "," ",0.488,-4.767,"I "," ",CTIO," ",HIP  82370,252.47149,-24.44694
1132,HIP  79969,79969," ",146851,G8 V," ",5488,4.5,1.0,-0.01," "," ",0.214,-4.791,"I "," ",SO," ",HIP  79969,244.8439,-25.76073
863,HIP  60644,60644," ",108147,F8 V CH+0.4," ",6248,4.35,1.0,0.12," "," ",0.171,-4.866,"I "," ",CTIO," ",HIP  60644,186.44278,-64.02209
892,HIP  62333,62333," ",110971,K4 V k," ",,,,," "," ",2.034,-4.14,VA,*,CTIO," ",HIP  62333,191.60844,-57.95045
890,HIP  62229,62229," ",110810,K2+ V (k)," ",,,,," "," ",0.599,-4.441,"A "," ",CTIO," ",HIP  62229,191.31005,-57.358
904,HIP  63353,63353," ",112646,K6 V (k)," ",,,,," "," ",0.776,-4.757,"I "," ",CTIO," ",HIP  63353,194.72881,-55.67314
922,HIP  64441,64441," "," ",K3.5 V (k)," ",,,,," "," ",0.448,-4.714,"A "," ",CTIO," ",HIP  64441,198.12213,-60.19418
925,HIP  64478,64478," ",114630,G0 Vp k,*,5962,3.97,1.0,-0.16," "," ",0.354,-4.375,"A ",*,CTIO," ",HIP  64478,198.23205,-59.8166
928,HIP  64583,64583," ",114837,F6 V Fe-0.4," ",6390,4.13,2.0,-0.22," "," ",0.19,-4.741,"A "," ",CTIO," ",HIP  64583,198.56311,-59.10324
984,HIP  68101,68101," ",121384,G8 V CH+0.3 Ca I wk," ",5250,3.63,1.0,-0.46," "," ",0.13,-5.22,VI," ",CTIO," ",HIP  68101,209.13727,-54.70467
975,HIP  67601,67601," ",120491,K4.5 V," ",,,,," "," ",0.63,-4.67,"A "," ",CTIO," ",HIP  67601,207.77451,-53.73501
875,HIP  61313,61313," ",109252,K2.5 V (k)," ",4840,4.62,1.0,-0.29," "," ",0.297,-4.777,"I "," ",CTIO," ",HIP  61313,188.41783,-54.92358
913,HIP  63833,63833," ",113538,K9 V (k)," ",,,,," "," ",1.49,-4.697,"A "," ",CTIO," ",HIP  63833,196.23949,-52.44292
950,HIP  66047,66047," ",117618,G0 V," ",6001,4.31,1.0,0.05," "," ",0.168,-4.922,"I "," ",CTIO,S,HIP  66047,203.10648,-47.27136
914,HIP  63973,63973," ",113767,K0.5 V (k)," ",5230,4.53,1.0,-0.03," "," ",0.312,-4.619,"A "," ",CTIO," ",HIP  63973,196.64545,-49.68607
926,HIP  64550,64550," ",114853,G1.5 V," ",5749,4.5,1.0,-0.25," "," ",0.17,-4.936,"I "," ",CTIO," ",HIP  64550,198.46761,-45.1858
948,HIP  65906,65906," ",117383,K5.5 V (k)," ",,,,," "," ",1.12,-4.711,"A "," ",CTIO," ",HIP  65906,202.65156,-42.6309
991,HIP  69075,69075," ",123333,K3 V (k)," ",4724,4.68,1.0,-0.53," "," ",0.241,-4.882,"I "," ",CTIO," ",HIP  69075,212.0892,-52.28717
997,HIP  69570,69570," ",124364,G5 V," ",5629,4.59,1.0,-0.22," "," ",0.166,-4.966,"I "," ",CTIO," ",HIP  69570,213.60344,-48.14664
978,HIP  67742,67742," ",120780,K2 V," ",4928,4.56,1.0,-0.27," "," ",0.219,-4.888,"I "," ",CTIO," ",HIP  67742,208.14941,-50.92173
999,HIP  69671,69671," ",124580,G0 V," ",5913,4.45,1.0,-0.15," "," ",0.252,-4.597,"A "," ",CTIO," ",HIP  69671,213.91119,-45.00076
1014,HIP  71639,71639," ",128582,F8 V," ",6274,4.1,1.0,0.09," "," ",0.158,-4.924,"I "," ",CTIO," ",HIP  71639,219.79519,-46.58448
1010,HIP  70924,70924," ",126999,K6 V," ",,,,," "," ",0.614,-4.81,"I "," ",CTIO," ",HIP  70924,217.55771,-46.9505
1009,HIP  70849,70849," "," ",K7 V k," ",,,,," "," ",1.887,-4.697,"A "," ",CTIO," ",HIP  70849,217.32735,-46.46382
1034,HIP  72742,72742," ",130930,K2 V," ",4926,4.46,1.0,0.0," "," ",0.146,-5.141,VI," ",CTIO," ",HIP  72742,223.0739,-43.81819
1002,HIP  70170,70170," ",125595,K4 V (k)," ",,,,," "," ",0.364,-4.913,"I "," ",CTIO," ",HIP  70170,215.34661,-40.39395
988,HIP  68772,68772," "," ",K4 V (k)," ",,,,," "," ",0.541,-4.705,"A "," ",CTIO," ",HIP  68772,211.13966,-39.90295
953,HIP  66139,66139," ",117807,F5.5 V," ",6475,4.24,2.0,-0.07," "," ",0.201,-4.685,"A "," ",CTIO," ",HIP  66139,203.37255,-43.42277
865,HIP  60808,60808," ",108446,K2 V," ",5043,4.48,1.0,-0.11," "," ",0.265,-4.763,"I "," ",CTIO," ",HIP  60808,186.95199,-50.3366
864,HIP  60729,60729," ",108309,G2 V," ",5750,4.21,1.0,0.09," "," ",0.147,-5.087,"I "," ",CTIO,S,HIP  60729,186.70059,-48.91319
880,HIP  61406,61406," "," ",K4- V," ",,,,," "," ",0.244,-5.049,"I "," ",CTIO," ",HIP  61406,188.72444,-47.28873
848,HIP  59315,59315," ",105690,G6 V (k)," ",5520,4.5,1.0,-0.13," "," ",0.412,-4.378,"A "," ",CTIO," ",HIP  59315,182.52696,-49.18074
877,HIP  61363,61363," ",109368,K4.5 V (k)," ",,,,," "," ",0.757,-4.605,"A "," ",CTIO," ",HIP  61363,188.60831,-46.50648
878,HIP  61379,61379," ",109409,G3 IV," ",5752,3.99,1.0,0.18," "," ",0.145,-5.111,VI," ",CTIO," ",HIP  61379,188.67664,-44.67302
901,HIP  63033,63033," ",112164,F9 Vp,*,6001,3.87,1.0,0.22,*," ",0.135,-5.189,VI,*,CTIO," ",HIP  63033,193.74392,-44.15192
920,HIP  64408,64408," ",114613,G4 IV," ",5574,3.9,1.0,0.06," "," ",0.144,-5.118,VI," ",SO," ",HIP  64408,198.01327,-37.80302
849,HIP  59380,59380," ",105837,G0 V Fe-0.9," ",6001,4.44,1.0,-0.43," "," ",0.209,-4.713,"A "," ",CTIO," ",HIP  59380,182.74139,-46.32198
847,HIP  59296,59296," ",105671,K4 V (k)," ",,,,," "," ",0.742,-4.646,"A "," ",CTIO," ",HIP  59296,182.47909,-46.20839
871,HIP  61097,61097," ",108935,K4 V," ",,,,," "," ",0.384,-4.92,"I "," ",CTIO," ",HIP  61097,187.82381,-43.38447
879,HIP  61391,61391," ",109423,K2 V," ",,,,," "," ",0.351,-4.649,"A "," ",CTIO," ",HIP  61391,188.70296,-41.2346
855,HIP  59726,59726," ",106489,G2 V," ",5750,4.52,1.0,-0.05," "," ",0.252,-4.631,"A "," ",CTIO," ",HIP  59726,183.73917,-41.13942
838,HIP  58803,58803," ",104731,F5 V," ",6638,4.2,2.1,-0.17," "," ",0.277,-4.427,"A "," ",CTIO," ",HIP  58803,180.91488,-42.43406
860,HIP  60310,60310," ",107576,K3.5 V," ",,,,," "," ",0.381,-4.817,"I "," ",CTIO," ",HIP  60310,185.49936,-41.05924
861,HIP  60370,60370," ",107692,G1.5 V," ",5804,4.39,1.0,0.08," "," ",0.207,-4.765,"I "," ",CTIO,S,HIP  60370,185.6867,-39.17768
