recno,Name,HIP,n_HIP,HD/DM,SpType,n_SpType,Teff,log(g),VTurb,[M/H],Note,Fit,SMW,logR,AC,n_AC,Obs,t5,SimbadName,_RA,_DE
308,HIP  18993,18993," ",25621,F6 V," ",6249,3.67,2.9,-0.2," "," ",0.19,-4.754,"I "," ",CTIO," ",HIP  18993,61.04115,2.82695
279,HIP  16846,16846," ",22468,K2: Vn k," ",,,,," "," ",1.934,-3.841,VA,*,CTIO," ",HIP  16846,54.19704,0.58776
317,HIP  19859,19859," ",26923,G0 V CH-0.4," ",5999,4.45,1.0,-0.11," "," ",0.274,-4.521,"A "," ",CTIO," ",HIP  19859,63.87,6.18686
359,HIP  22221,22221," ",30311,F9.5 V," ",6068,4.39,1.0,-0.03," "," ",0.279,-4.502,"A "," ",CTIO," ",HIP  22221,71.68995,9.01735
468,HIP  29860,29860," ",43587,G0 V," ",5861,4.29,1.0,-0.09," "," ",0.183,-4.847,"I "," ",CTIO," ",HIP  29860,94.31721,5.09998
496,HIP  31655,31655," ",47157,G5 IV-V," ",5747,4.3,1.0,0.28," "," ",0.161,-5.012,"I "," ",CTIO," ",HIP  31655,99.38248,9.14428
458,HIP  29063,29063," ",41853,K2 V," ",4943,4.56,1.0,-0.37," "," ",0.158,-5.071,"I "," ",CTIO," ",HIP  29063,91.96791,8.21952
443,HIP  27913,27913," ",39587,G0 V CH-0.3," ",5951,4.46,1.0,0.0," "," ",0.325,-4.426,"A "," ",CTIO," ",HIP  27913,88.59576,20.27617
828,HIP  58240,58240," ",103742,G1.5 V,*,5749,4.54,1.0,0.0,*," ",0.325,-4.482,"A "," ",CTIO," ",HIP  58240,179.17629,-32.26816
829,HIP  58241,58241," ",103743,G2 V,*,5784,4.63,1.0,0.07," "," ",0.388,-4.359,"A "," ",CTIO," ",HIP  58241,179.18241,-32.26741
868,HIP  60930,60930," ",108682,K0 V," ",5252,4.66,1.0,-0.36," "," ",0.166,-5.003,"I "," ",CTIO," ",HIP  60930,187.3296,-30.84065
857,HIP  59780,59780," ",106549,K7 V (k)," ",,,,," "," ",1.617,-4.691,"A "," ",CTIO," ",HIP  59780,183.86273,-31.09402
843,HIP  59135,59135," ",105330,F8 V," ",6250,4.37,1.0,0.01," "," ",0.199,-4.731,"A "," ",CTIO," ",HIP  59135,181.89707,-31.41056
806,HIP  56452,56452," ",100623,K0- V," ",5141,4.58,1.0,-0.43," "," ",0.195,-4.907,"I "," ",SO," ",HIP  56452,173.62286,-32.83134
825,HIP  57841,57841," ",103026,F9 V," ",6166,4.07,1.0,0.01," "," ",0.155,-4.97,"I "," ",CTIO," ",HIP  57841,177.92337,-30.83481
821,HIP  57507,57507," ",102438,G6 V," ",5528,4.51,1.0,-0.36," "," ",0.175,-4.924,"I "," ",SO," ",HIP  57507,176.81587,-30.28651
816,HIP  57271,57271," ",102071,K0.5 V," ",5265,4.42,1.0,0.06," "," ",0.212,-4.848,"I "," ",CTIO," ",HIP  57271,176.16375,-29.88486
815,HIP  57217,57217," ",101959,F9 V," ",6137,4.41,1.0,0.0," "," ",0.182,-4.815,"I "," ",CTIO," ",HIP  57217,175.98586,-29.74771
798,HIP  56280,56280," ",100286,F8 IV-V Ca wk,*,6221,3.96,2.2,-0.12," "," ",0.158,-4.944,"I "," ",CTIO," ",HIP  56280,173.06835,-29.26102
799,HIP  56280,56280," ",100287,F9 V,*,6244,4.14,1.0,0.05," "," ",0.167,-4.891,"I "," ",CTIO," ",HIP  56280,173.06835,-29.26102
783,HIP  55052,55052," "," ",K7- V k," ",,,,," "," ",2.231,-4.314,"A "," ",CTIO," ",HIP  55052,169.02829,-30.17816
810,HIP  56838,56838," "," ",K6 V," ",,,,," "," ",0.56,-4.883,"I "," ",CTIO," ",HIP  56838,174.78402,-27.69621
840,HIP  58950,58950," ",104982,G2 V," ",5750,4.5,1.0,-0.13," "," ",0.168,-4.949,"I "," ",CTIO," ",HIP  58950,181.30587,-28.71723
831,HIP  58345,58345," ",103932,K4+ V," ",,,,," "," ",0.432,-4.868,"I "," ",SO," ",HIP  58345,179.48419,-27.70705
830,HIP  58293,58293," ",103836,K3.5 V," ",,,,," "," ",0.473,-4.66,"A "," ",SO," ",HIP  58293,179.31788,-26.1414
854,HIP  59707,59707," ",106453,G7 V," ",,,,," "," ",0.268,-4.629,"A "," ",SO," ",HIP  59707,183.67548,-24.77518
858,HIP  59925,59925," "," ",K5- V k," ",,,,," "," ",1.206,-4.466,"A "," ",SO," ",HIP  59925,184.38355,-24.0186
844,HIP  59143,59143," ",105328,G0 V," ",5933,4.16,1.0,0.07," "," ",0.158,-4.987,"I "," ",CTIO," ",HIP  59143,181.91266,-23.97587
832,HIP  58374,58374," ",103949,K3 V," ",,,,," "," ",0.285,-4.845,"I "," ",SO," ",HIP  58374,179.54877,-23.92389
834,HIP  58397,58397," ",103991,K2.5 V," ",,,,," "," ",0.155,-5.108,VI," ",CTIO," ",HIP  58397,179.61615,-23.63578
836,HIP  58451,58451," ",104067,K3- V (k)," ",,,,," "," ",0.337,-4.751,"I "," ",SO," ",HIP  58451,179.7917,-20.35378
902,HIP  63157,63157," "," ",K5.5 V k," ",,,,," "," ",1.522,-4.48,"A "," ",SO," ",HIP  63157,194.12532,-24.92548
897,HIP  62472,62472," ",111261,K5- V (k)," ",,,,," "," ",0.666,-4.71,"A "," ",SO," ",HIP  62472,192.04461,-24.8066
896,HIP  62471,62471," "," ",K7 V (k)," ",,,,," "," ",1.317,-4.781,"I "," ",SO," ",HIP  62471,192.04167,-24.80452
921,HIP  64428,64428," "," ",K3.5 V (k)," ",,,,," "," ",0.393,-4.76,"I "," ",CTIO/SO," ",HIP  64428,198.08713,-23.33512
916,HIP  64219,64219," ",114260,G8 V," ",5418,4.45,1.0,-0.22," "," ",0.168,-4.973,"I "," ",SO," ",HIP  64219,197.4273,-22.19255
911,HIP  63738,63738," ",113415,F8.5 V," ",6132,4.1,1.0,0.12," "," ",0.152,-4.993,"I "," ",SO," ",HIP  63738,195.94215,-20.5835
934,HIP  64924,64924," ",115617,G7 V," ",5503,4.44,1.0,-0.11," "," ",0.161,-5.011,"I "," ",SO," ",HIP  64924,199.60131,-18.3112
919,HIP  64407,64407," ",114642,F5.5 V," ",6394,3.89,2.0,-0.16," "," ",0.241,-4.544,"A "," ",CTIO/SO," ",HIP  64407,198.01477,-16.1986
859,HIP  60207,60207," ",107388,K3 V (k)," ",,,,," "," ",1.516,-4.607,"A "," ",SO," ",HIP  60207,185.19512,-19.89606
883,HIP  61476,61476," ",109570,G6.5 V," ",5576,4.49,1.0,-0.11," "," ",0.179,-4.909,"I "," ",CTIO/SO," ",HIP  61476,188.95476,-20.46587
867,HIP  60866,60866," ",108581,K5 V (k)," ",,,,," "," ",0.832,-4.727,"A "," ",SO," ",HIP  60866,187.13164,-18.29729
841,HIP  59000,59000," ",105065,K7- V ke," ",,,,," "," ",3.15,-4.341,"A "," ",SO," ",HIP  59000,181.46109,-18.87525
866,HIP  60853,60853," ",108564,K5 V metal weak,*,,,,," "," ",0.186,-5.039,"I "," ",SO," ",HIP  60853,187.07967,-16.91105
900,HIP  62647,62647," ",-16 3543,K6 V (k)," ",,,,," "," ",0.835,-4.79,"I "," ",SO," ",HIP  62647,192.55104,-17.38194
898,HIP  62505,62505," ",111312,K2.5 V (k)," ",,,,," "," ",0.466,-4.571,"A "," ",SO," ",HIP  62505,192.13462,-15.71947
903,HIP  63257,63257," ",112575,K4.5 V," ",,,,," "," ",0.509,-4.78,"I "," ",SO," ",HIP  63257,194.43316,-14.46342
876,HIP  61329,61329," ",109333,K4.5 V," ",,,,," "," ",0.611,-4.667,"A "," ",SO," ",HIP  61329,188.49893,-14.63866
870,HIP  60994,60994," ",108799,F9- V," ",5991,4.4,1.0,-0.05," "," ",0.307,-4.46,"A "," ",SO," ",HIP  60994,187.51989,-13.39318
893,HIP  62345,62345," ",111031,G5 V," ",5627,4.26,1.0,0.06," "," ",0.156,-5.031,"I "," ",SO,S,HIP  62345,191.62851,-11.81244
773,HIP  54418,54418," "," ",K6 V (k)," ",,,,," "," ",0.827,-4.762,"I "," ",CTIO," ",HIP  54418,167.02622,-28.26802
774,HIP  54530,54530," ",96941,G9 V," ",,,,," "," ",0.151,-5.073,"I "," ",CTIO," ",HIP  54530,167.37534,-25.99075
777,HIP  54704,54704," ",97343,G8.5 V," ",5359,4.47,1.0,-0.14," "," ",0.162,-5.017,"I "," ",SO," ",HIP  54704,168.00496,-26.13667
781,HIP  55014,55014," "," ",K5 V (k)," ",,,,," "," ",0.884,-4.651,"A "," ",CTIO," ",HIP  55014,168.95476,-25.69837
779,HIP  54922,54922," ",97782,K5 V," ",,,,," "," ",0.34,-4.943,"I "," ",SO," ",HIP  54922,168.70071,-23.10492
797,HIP  56245,56245," ",100219,F8 V," ",6213,4.09,1.0,-0.03," "," ",0.155,-4.964,"I "," ",CTIO," ",HIP  56245,172.94813,-20.77647
824,HIP  57645,57645," ",102677,G3 V," ",,,,," "," ",0.203,-4.939,"I "," ",CTIO," ",HIP  57645,177.30481,-20.34297
786,HIP  55454,55454," ",98712,K6 V ke," ",,,,," "," ",3.327,-4.317,"A "," ",SO," ",HIP  55454,170.3611,-20.45378
785,HIP  55363,55363," ",98553,G2 V Fe-0.7," ",5912,4.52,1.0,-0.5," "," ",0.192,-4.793,"I "," ",CTIO," ",HIP  55363,170.04831,-19.5779
757,HIP  52787,52787," ",93528,K1 V (k)," ",,,,," "," ",0.47,-4.424,"A "," ",CTIO," ",HIP  52787,161.87981,-22.34803
756,HIP  52776,52776," "," ",K4.5 V (k)," ",,,,," "," ",1.251,-4.451,"A "," ",CTIO," ",HIP  52776,161.85578,-22.28671
758,HIP  53087,53087," ",94151,G8 V," ",5601,4.36,1.0,0.07," "," ",0.171,-4.957,"I "," ",CTIO," ",HIP  53087,162.91346,-22.07183
761,HIP  53252,53252," ",94388,F6 IV-," ",6321,3.8,2.6,-0.17," "," ",0.173,-4.817,"I "," ",CTIO," ",HIP  53252,163.37305,-20.13873
792,HIP  55875,55875," ",99565,G8 V Fe+0.5," ",,,,," "," ",0.226,-4.767,"I "," ",CTIO," ",HIP  55875,171.79489,-15.64853
793,HIP  55900,55900," ",99610,G4 V CN+0.5," ",5659,4.34,1.0,0.09," "," ",0.175,-4.94,"I "," ",CTIO,S,HIP  55900,171.87599,-12.43596
776,HIP  54677,54677," ",97233,K5 V (k)," ",,,,," "," ",0.762,-4.733,"A "," ",SO," ",HIP  54677,167.88822,-14.99136
775,HIP  54651,54651," ",97214,K5 V," ",,,,," "," ",0.276,-4.992,"I "," ",SO," ",HIP  54651,167.79459,-10.95089
850,HIP  59426,59426," ",105913,G6 V," ",5449,4.14,1.0,0.07," "," ",0.343,-4.53,"A "," ",SO," ",HIP  59426,182.84545,-16.79084
846,HIP  59272,59272," ",105590,G3+ V," ",5670,4.35,1.0,-0.08," "," ",0.173,-4.928,"I "," ",SO," ",HIP  59272,182.3689,-11.85706
837,HIP  58576,58576," ",104304,G8 IV," ",5538,4.35,1.0,0.22," "," ",0.18,-4.933,"I "," ",SO," ",HIP  58576,180.18525,-10.44613
856,HIP  59750,59750," ",106516,F9 V Fe-1.7 CH-0.7," ",6288,4.41,1.0,-0.53," "," ",0.381,-4.265,"A ",*,CTIO/SO," ",HIP  59750,183.79399,-10.3124
809,HIP  56802,56802," ",101198,F6.5 V," ",6246,3.94,2.0,-0.2," "," ",0.164,-4.898,"I "," ",SO," ",HIP  56802,174.66674,-13.20194
807,HIP  56489,56489," ",-12 3458,K7 V," ",,,,," "," ",0.484,-4.834,"I "," ",SO," ",HIP  56489,173.71009,-13.24202
820,HIP  57494,57494," ",102392,K4.5 V," ",,,,," "," ",0.491,-4.811,"I "," ",SO," ",HIP  57494,176.76598,-11.82405
966,HIP  67069,67069," ",119638,F8.5 V," ",6081,4.39,1.0,-0.11," "," ",0.173,-4.856,"I "," ",SO," ",HIP  67069,206.18584,-14.22518
972,HIP  67344,67344," ",120205,K0- V (k)," ",5174,4.55,1.0,-0.02," "," ",0.378,-4.535,"A "," ",SO," ",HIP  67344,207.04191,-10.78875
964,HIP  66987,66987," ",119503,K3- V (k)," ",,,,," "," ",0.571,-4.518,"A "," ",SO," ",HIP  66987,205.92423,-9.47559
929,HIP  64638,64638," ",115080,G1.5 V," ",5606,4.2,1.0,-0.17," "," ",0.147,-5.092,"I "," ",CTIO/SO," ",HIP  64638,198.73218,-11.36942
905,HIP  63366,63366," ",112758,G9 V," ",5174,4.6,1.0,-0.44," "," ",0.154,-5.067,"I "," ",SO," ",HIP  63366,194.75651,-9.83407
906,HIP  63467,63467," ",112943,K5.5 V," ",,,,," "," ",0.556,-4.854,"I "," ",SO," ",HIP  63467,195.07081,-2.70479
749,HIP  52369,52369," ",92719,G1.5 V," ",5775,4.49,1.0,-0.2," "," ",0.19,-4.826,"I "," ",SO," ",HIP  52369,160.5555,-13.78771
722,HIP  50671,50671," ",89707,G2 V Fe-1.5 CH-0.8," ",5999,4.48,1.0,-0.48," "," ",0.266,-4.53,"A "," ",SO," ",HIP  50671,155.20826,-15.47991
744,HIP  51933,51933," ",91889,F8 V," ",6119,4.1,1.0,-0.14," "," ",0.173,-4.849,"I "," ",SO," ",HIP  51933,159.13492,-12.23012
742,HIP  51884,51884," ",91816,K1.5 V (k)," ",,,,," "," ",0.518,-4.398,"A "," ",CTIO," ",HIP  51884,159.00921,-11.91331
760,HIP  53186,53186," ",94268,G0 V Fe-0.7 CH-0.3," ",6000,4.55,1.0,-0.51," "," ",0.205,-4.724,"A "," ",CTIO," ",HIP  53186,163.18512,-11.42302
720,HIP  50267,50267," "," ",K9 V k," ",,,,," "," ",1.798,-4.69,"A "," ",SO," ",HIP  50267,153.9585,-11.7965
708,HIP  49366,49366," ",87424,K2 V (k)," ",,,,," "," ",0.456,-4.507,"A "," ",SO," ",HIP  49366,151.15691,-11.7297
711,HIP  49674,49674," ",87978,G5 V," ",5593,4.5,1.0,0.02," "," ",0.313,-4.519,"A "," ",SO," ",HIP  49674,152.11074,-11.11521
728,HIP  50944,50944," ",-09 3063,K5.5 V," ",,,,," "," ",0.71,-4.828,"I "," ",SO," ",HIP  50944,156.06227,-10.40587
705,HIP  48953,48953," ",-08 2813,K4 V (k)," ",,,,," "," ",0.769,-4.55,"A "," ",SO," ",HIP  48953,149.79731,-9.1834
805,HIP  56445,56445," ",100563,F5.5 V," ",6503,4.22,2.0,-0.04," "," ",0.254,-4.519,"A "," ",CTIO," ",HIP  56445,173.59145,3.06016
1267,HIP  89766,89766," ",167981,K3+ V (k)," ",,,,," "," ",0.641,-4.508,"A "," ",CTIO," ",HIP  89766,274.77314,-35.15691
1259,HIP  88694,88694," ",165185,G0 V," ",5906,4.44,1.0,-0.07," "," ",0.275,-4.545,"A "," ",CTIO/SO," ",HIP  88694,271.59883,-36.01979
1243,HIP  87116,87116," ",161612,G8 V," ",5521,4.4,1.0,0.06," "," ",0.165,-4.999,"I "," ",SO," ",HIP  87116,266.98979,-34.01888
1276,HIP  90485,90485," ",169830,F7 V," ",6252,3.99,1.0,0.06," "," ",0.15,-4.992,"I "," ",SO," ",HIP  90485,276.95619,-29.81686
1280,HIP  90611,90611," ",170209,K5- V (k)," ",,,,," "," ",0.725,-4.771,"I "," ",SO," ",HIP  90611,277.34293,-27.97195
1266,HIP  89620,89620," ",167665,F9 V Fe-0.8 CH-0.4," ",6144,4.28,1.0,-0.24," "," ",0.167,-4.892,"I "," ",SO," ",HIP  89620,274.34899,-28.28894
1252,HIP  88033,88033," ",316899,K0 V Fe-0.5," ",5108,4.68,1.0,-0.52," "," ",0.149,-5.094,"I "," ",CTIO/SO," ",HIP  88033,269.72201,-30.17194
1255,HIP  88414,88414," ",164604,K3.5 V (k)," ",4586,4.41,1.0,-0.07," "," ",0.553,-5.187,VI," ",CTIO," ",HIP  88414,270.77889,-28.56065
1265,HIP  89497,89497," ",167359,K0- V," ",5328,4.58,1.0,-0.1," "," ",0.177,-4.948,"I "," ",CTIO," ",HIP  89497,273.95446,-23.81595
1261,HIP  88932,88932," ",165893,K3.5 V (k)," ",,,,," "," ",0.557,-4.662,"A "," ",CTIO," ",HIP  88932,272.30072,-22.18373
1251,HIP  87925,87925," ",163573,K6+ V," ",,,,," "," ",0.896,-4.792,"I "," ",CTIO," ",HIP  87925,269.42065,-21.7196
1296,HIP  92444,92444," "," ",K8 V k," ",,,,," "," ",1.758,-4.769,"I "," ",SO," ",HIP  92444,282.58818,-26.92363
1301,HIP  92798,92798," "," ",K5 V," ",,,,," "," ",0.344,-4.741,"A "," ",CTIO," ",HIP  92798,283.63362,-22.58133
1289,HIP  91287,91287," ",171665,G4 V," ",5665,4.46,1.0,-0.04," "," ",0.15,-5.073,"I "," ",CTIO,S,HIP  91287,279.3035,-25.67127
1290,HIP  91438,91438," ",172051,G6 V," ",5601,4.53,1.0,-0.22," "," ",0.173,-4.928,"I "," ",SO," ",HIP  91438,279.72251,-21.05187
1304,HIP  93072,93072," "," ",K9 V (k)," ",,,,," "," ",1.397,-4.842,"I "," ",SO," ",HIP  93072,284.38604,-19.04635
1285,HIP  90790,90790," ",170657,K2 V," ",,,,," "," ",0.263,-4.759,"I "," ",SO," ",HIP  90790,277.829,-18.90881
1303,HIP  92882,92882," ",175317,F5 V," ",6552,4.11,2.0,-0.04," "," ",0.217,-4.612,"A "," ",CTIO/SO," ",HIP  92882,283.87919,-16.37664
1306,HIP  93398,93398," ",176535,K3.5 V (k)," ",,,,," "," ",0.43,-4.748,"A "," ",CTIO," ",HIP  93398,285.33121,-13.69069
1206,HIP  84322,84322," ",155686,K3- V (k)," ",4777,4.65,1.0,-0.26," "," ",0.583,-4.522,"A "," ",CTIO," ",HIP  84322,258.57412,-28.70675
1207,HIP  84405,84405," ",155885,K1.5 V (k)," ",,,,," "," ",0.282,-4.711,"A "," ",CTIO," ",HIP  84405,258.83743,-26.60282
1209,HIP  84478,84478," ",156026,K5 V (k)," ",,,,," "," ",0.821,-4.569,"A "," ",CTIO/SO," ",HIP  84478,259.05568,-26.54615
1227,HIP  85561,85561," ",158233,K7- V (k)," ",,,,," "," ",1.092,-4.69,"A "," ",SO," ",HIP  85561,262.27732,-23.83611
1238,HIP  86736,86736," ",160915,F5 V," ",6465,4.13,2.0,-0.27," "," ",0.197,-4.698,"A "," ",SO," ",HIP  86736,265.85747,-21.68319
1218,HIP  85017,85017," ",157172,G8.5 V," ",5338,4.41,1.0,0.12," "," ",0.164,-5.014,"I "," ",CTIO/SO," ",HIP  85017,260.64402,-19.61618
1178,HIP  82621,82621," ",152311,G2 IV-V," ",5624,4.04,1.0,0.01," "," ",0.143,-5.125,VI," ",SO," ",HIP  82621,253.35499,-20.41578
1170,HIP  82265,82265," ",151504,G9 IV-V," ",5316,4.33,1.0,-0.08," "," ",0.146,-5.108,VI," ",CTIO," ",HIP  82265,252.13432,-19.28777
1151,HIP  81237,81237," ",149435,G9 IV-V," ",5272,4.6,1.0,-0.19," "," ",0.201,-4.849,"I "," ",CTIO," ",HIP  81237,248.87364,-18.67236
1166,HIP  82120,82120," ",151192,G5 V," ",5546,4.61,1.0,-0.44," "," ",0.151,-5.064,"I "," ",CTIO," ",HIP  82120,251.64293,-17.59525
1169,HIP  82260,82260," ",151528,G8 IV-V," ",5329,4.23,1.0,0.11," "," ",0.162,-5.021,"I "," ",CTIO/SO," ",HIP  82260,252.11798,-16.33453
1179,HIP  82722,82722," ",152533,K3 V," ",,,,," "," ",0.231,-5.007,"I "," ",CTIO," ",HIP  82722,253.62774,-14.58325
1189,HIP  83276,83276," ",153631,G0 V," ",5873,4.56,1.0,-0.17," "," ",0.158,-4.991,"I "," ",SO," ",HIP  83276,255.29481,-13.56714
1271,HIP  89844,89844," ",168443,G6 V," ",5495,4.09,1.0,-0.07," "," ",0.139,-5.158,VI," ",SO," ",HIP  89844,275.01639,-9.59572
1274,HIP  90246,90246," ",-06 4756,K5- V k," ",,,,," "," ",1.188,-4.506,"A "," ",SO," ",HIP  90246,276.20504,-6.35396
1237,HIP  86661,86661," ",160836,K3.5 V (k)," ",,,,," "," ",0.776,-4.483,"A "," ",SO," ",HIP  86661,265.60509,-9.07603
1349,HIP  97063,97063," ",186185,F6 IV-V," ",6470,3.93,2.3,-0.02," "," ",0.291,-4.42,"A "," ",CTIO/SO," ",HIP  97063,295.88978,-15.47002
1341,HIP  96536,96536," ",184985,F6.5 V," ",6320,3.91,2.0,-0.07," "," ",0.158,-4.92,"I "," ",CTIO/SO," ",HIP  96536,294.39339,-14.3018
1333,HIP  95722,95722," ",183063,G8 V," ",5420,4.25,1.0,0.06," "," ",0.197,-4.857,"I "," ",CTIO/SO," ",HIP  95722,292.05129,-12.14483
1336,HIP  96085,96085," ",183870,K2.5 V (k)," ",4896,4.5,1.0,-0.15," "," ",0.488,-4.512,"A "," ",SO," ",HIP  96085,293.02793,-11.27494
1361,HIP  98204,98204," ",188807,K7 V," ",,,,," "," ",1.03,-4.795,"I "," ",SO," ",HIP  98204,299.33184,-12.56799
1354,HIP  97650,97650," ",187532,F5 V Fe-1 CH-0.7," ",6812,4.16,2.0,-0.18," "," ",0.365,-4.249,"A "," ",SO," ",HIP  97650,297.69493,-10.76351
1311,HIP  93827,93827," ",177758,G2 V Fe-1.0 CH-0.6," ",5917,4.29,1.0,-0.57," "," ",0.176,-4.859,"I "," ",CTIO/SO," ",HIP  93827,286.6055,-11.89741
1309,HIP  93540,93540," ",176986,K2.5 V," ",,,,," "," ",0.24,-4.885,"I "," ",SO," ",HIP  93540,285.77447,-11.04393
1325,HIP  94757,94757," ",180409,F9 V," ",6002,4.23,1.0,-0.27," "," ",0.172,-4.883,"I "," ",SO," ",HIP  94757,289.21756,-10.97178
1295,HIP  92250,92250," ",173872,K2 V," ",,,,," "," ",0.173,-5.024,"I "," ",SO," ",HIP  92250,282.00609,-10.14631
1371,HIP  98698,98698," ",190007,K4 V (k)," ",,,,," "," ",0.455,-4.845,"I "," ",CTIO," ",HIP  98698,300.69602,3.32618
1279,HIP  90601,90601," "," ",G1 IV-V," ",,,,," "," ",0.188,-4.834,"I "," ",SO," ",HIP  90601,277.31113,-2.77628
1270,HIP  89825,89825," ",168442,K7 V k," ",,,,," "," ",1.717,-4.62,"A "," ",SO," ",HIP  89825,274.96184,-1.93861
1357,HIP  98036,98036," ",188512,G9.5 IV," ",5057,3.35,1.0,-0.25," "," ",0.125,-5.238,VI," ",CTIO," ",HIP  98036,298.8283,6.40676
1153,HIP  81294,81294," "," ",K3.5 V," ",,,,," "," ",0.144,-5.173,VI," ",CTIO," ",HIP  81294,249.05866,-15.17
1140,HIP  80366,80366," ",147776,K3- V (k)," ",,,,," "," ",0.285,-4.81,"I "," ",SO," ",HIP  80366,246.08255,-13.64166
1191,HIP  83373,83373," ",153851,K2 V (k)," ",,,,," "," ",0.416,-4.553,"A "," ",CTIO," ",HIP  83373,255.59509,-11.89345
1150,HIP  81084,81084," "," ",K9 V kee," ",,,,," "," ",5.984,-4.21,"A "," ",SO," ",HIP  81084,248.42337,-9.55332
1114,HIP  78955,78955," ",144585,G1.5 V," ",5786,4.19,1.0,0.16," "," ",0.144,-5.112,VI," ",CTIO/SO," ",HIP  78955,241.76404,-14.0713
1117,HIP  79066,79066," ",144840,K2.5 V," ",,,,," "," ",0.16,-5.12,VI," ",CTIO," ",HIP  79066,242.10203,-13.1355
1108,HIP  78739,78739," ",144088,K1 V (k)," ",5055,4.38,1.0,-0.06," "," ",0.292,-4.693,"A "," ",CTIO/SO," ",HIP  78739,241.11133,-11.44988
1107,HIP  78738,78738," ",144087,G8 V+," ",5458,4.43,1.0,0.07," "," ",0.241,-4.725,"A "," ",CTIO/SO," ",HIP  78738,241.10802,-11.44938
1111,HIP  78883,78883," ",144411,K3 V," ",,,,," "," ",0.212,-4.991,"I "," ",CTIO," ",HIP  78883,241.54728,-10.9907
1090,HIP  77707,77707," ",141919,K0 V (k)," ",,,,," "," ",0.463,-4.488,"A "," ",SO," ",HIP  77707,237.98602,-9.46926
1115,HIP  78999,78999," ",144741,K6 V," ",,,,," "," ",1.221,-4.543,"A "," ",SO," ",HIP  78999,241.89296,-5.70721
1157,HIP  81465,81465," ",-04 4138,K5+ V," ",,,,," "," ",0.765,-4.714,"A "," ",SO," ",HIP  81465,249.58179,-5.02082
1154,HIP  81300,81300," ",149661,K0 V (k)," ",5224,4.48,1.0,0.07," "," ",0.263,-4.717,"A "," ",CTIO/SO," ",HIP  81300,249.08937,-2.32459
1168,HIP  82169,82169," ",-00 3182,K7 V k," ",,,,," "," ",1.372,-4.671,"A "," ",SO," ",HIP  82169,251.82321,-1.18891
1177,HIP  82588,82588," ",152391,G8.5 V (k)," ",5422,4.5,1.0,0.03,*," ",0.32,-4.553,"A "," ",CTIO/SO," ",HIP  82588,253.24501,-0.02642
1314,HIP  93966,93966," ",178428,G4 V CN+0.5," ",5558,4.28,1.0,-0.01," "," ",0.145,-5.11,VI," ",CTIO," ",HIP  93966,286.98883,16.85338
44,HIP   3053,3053," ",4152,G9 V," ",5376,4.25,1.0,-0.09," "," ",0.291,-4.608,"A "," ",CTIO," ",HIP   3053,9.68769,-85.41244
122,HIP   7601,7601," ",10800,G0+ V," ",5782,4.13,1.0,-0.11," "," ",0.252,-4.611,"A "," ",CTIO," ",HIP   7601,24.48147,-82.97499
369,HIP  22646,22646," ",33214,K2 IV-V," ",4999,4.47,1.0,0.06," "," ",0.249,-4.816,"I "," ",CTIO," ",HIP  22646,73.08641,-82.47601
422,HIP  26394,26394," ",39091,G0 V," ",5998,4.34,1.0,0.03," "," ",0.165,-4.941,"I "," ",CTIO,S,HIP  26394,84.29119,-80.46912
386,HIP  23776,23776," ",34297,G8 V Fe-1.6 CH-1.2," ",5666,4.25,1.0,-0.47," "," ",0.179,-4.891,"I "," ",CTIO," ",HIP  23776,76.64866,-77.56745
247,HIP  15201,15201," ",21024,F5 IV-V," ",6592,4.13,2.3,-0.08," "," ",0.244,-4.523,"A "," ",CTIO," ",HIP  15201,48.99028,-77.38845
142,HIP   8701,8701," ",12110,K2 V," ",4979,4.63,1.0,-0.38," "," ",0.241,-4.834,"I "," ",CTIO," ",HIP   8701,27.99136,-81.01941
137,HIP   8224,8224," "," ",K5 V," ",,,,," "," ",0.595,-4.727,"A "," ",CTIO," ",HIP   8224,26.47441,-80.30016
18,HIP   1292,1292," ",1237,G8.5 V (k)," ",5336,4.42,1.0,-0.04," "," ",0.354,-4.496,"A "," ",CTIO," ",HIP   1292,4.05283,-79.85118
177,HIP  10874,10874," "," ",K6+ V," ",,,,," "," ",0.322,-5.014,"I "," ",CTIO," ",HIP  10874,34.99029,-74.56455
191,HIP  11852,11852," ",16348,K3.5 V (k)," ",,,,," "," ",0.507,-4.658,"A "," ",CTIO," ",HIP  11852,38.24555,-72.68743
406,HIP  25351,25351," ",36767,F9 V Fe-0.7 CH+0," ",6104,4.42,1.0,-0.29," "," ",0.21,-4.694,"A "," ",CTIO," ",HIP  25351,81.32931,-75.6924
421,HIP  26380,26380," ",38283,F9.5 V," ",6002,4.34,1.0,-0.25," "," ",0.158,-3.369,VA,*,CTIO," ",HIP  26380,84.2584,-73.69935
370,HIP  22717,22717," ",31975,F9 V Fe-0.5," ",6207,4.24,1.0,-0.09," "," ",0.17,-4.863,"I "," ",CTIO," ",HIP  22717,73.27352,-72.40768
347,HIP  21731,21731," ",30306,G9 V," ",5393,4.26,1.0,0.08," "," ",0.15,-5.083,"I "," ",CTIO," ",HIP  21731,69.99164,-71.50561
433,HIP  27080,27080," ",39194,K0 V," ",5326,4.6,1.0,-0.41," "," ",0.146,-5.107,VI," ",CTIO," ",HIP  27080,86.13299,-70.14357
