recno,Name,HIP,B-V,SHK,Jitter,logRHK,dMag,Prot,Age,Obs,SimbadName,_RA,_DE
1937,"HD 150936 ",81952,0.74,0.184,2.358,-4.906,1.09,33,4.89,K,HD 150936,251.11114,-5.68728
1947,"HD 151655 ",82289,0.764,0.188,4.403,-4.9,2.53,34,4.78,L,HD 151655,252.2143,-4.51567
1931,"HD 150433 ",81681,0.64,0.166,2.871,-4.953,-0.1,24,5.74,K,HD 150433,250.28423,-2.85728
1899,"HD 147512 ",80218,0.69,0.204,3.531,-4.803,0.0,24,3.25,L,HD 147512,245.63634,-4.24925
1886,"HD 146050 ",79585,0.77,0.154,2.215,-5.06,1.39,,7.73,K,HD 146050,243.56692,-3.47359
1921,"HD 149661 ",81300,0.81,0.347,3.159,-4.56,0.0,18,0.89,K,HD 149661,249.08937,-2.32459
2006,"HD 157348 ",85064,0.689,0.157,4.26,-5.025,2.18,,7.07,L,HD 157348,260.76847,-7.10456
1997,"HD 156826 ",84801,0.85,0.173,4.367,-5.001,3.24,,6.61,K,HD 156826,259.99813,-5.9175
1987,"HD 155968 ",84374,0.687,0.235,4.071,-4.699,0.23,19,1.98,K,HD 155968,258.74197,-2.50314
2005,"HD 157347 ",85042,0.65,0.166,2.869,-4.958,0.0,25,5.81,K,HD 157347,260.7137,-2.38817
1975,"HD 154697 ",83770,0.735,0.179,2.335,-4.924,0.11,33,5.2,K,HD 154697,256.8101,-2.86695
1994,"HD 156549 ",84643,0.53,0.206,3.591,-4.722,0.87,8,2.22,K,HD 156549,259.56184,-0.76475
2050,"HD 162232 ",87272,0.734,0.201,2.441,-4.838,1.07,29,3.76,K,HD 162232,267.48773,0.51203
1954,"HD 152555 ",82688,0.54,0.399,6.945,-4.287,-0.3,2,0.12,K,HD 152555,253.53393,-4.34018
1952,"HD 152391 ",48113,0.76,0.333,3.09,-4.538,0.0,15,0.78,K,HD 152391,253.24502,-0.02642
1973,"HD 154417 ",83601,0.58,0.283,4.923,-4.512,-0.1,6,0.66,L,HD 154417,256.32008,0.70256
1925,"HD 149806 ",81375,0.81,0.206,2.471,-4.863,0.15,36,4.16,K,HD 149806,249.28512,0.25434
1981,"HD 155423 ",84082,0.516,0.204,3.561,-4.723,0.35,7,2.23,L,HD 155423,257.84411,4.69027
1827,"HD 138776 ",76228,0.75,0.173,2.305,-4.96,0.79,37,5.85,K,HD 138776,233.57049,-2.72407
1828,"HD 139137 ",76427,0.728,0.316,4.893,-4.54,4.74,15,0.79,L,HD 139137,234.14045,-0.56153
1846,"HD 141272 ",77408,0.801,0.423,3.531,-4.447,-0.1,11,0.42,K,HD 141272,237.03943,1.57174
1840,HD 140538A,,0.646,0.197,3.408,-4.806,-0.2,20,3.3,K,GJ 9527 A,236.00757,2.51517
1855,"HD 142229 ",77810,0.58,0.367,6.372,-4.353,-0.7,3,0.21,K,HD 142229,238.33336,4.25319
1842,"HD 141004 ",77257,0.6,0.162,2.809,-4.965,0.4,19,5.94,K,HD 141004,236.61089,7.35307
1920,"HD 149652 ",81279,0.52,0.17,2.967,-4.888,0.26,9,4.57,L,HD 149652,249.01262,1.38139
1918,"HD 149143 ",81022,0.68,0.171,2.956,-4.943,1.1,28,5.55,K,HD 149143,248.21271,2.08483
1901,"HD 147719 ",80293,0.664,0.146,2.528,-5.092,0.41,,8.3,K,HD 147719,245.85251,1.54741
1894,"HD 147062 ",79975,0.626,0.169,2.925,-4.931,1.12,21,5.33,K,HD 147062,244.85795,5.53812
1956,"HD 152615 ",82680,0.604,0.202,4.414,-4.765,2.58,14,2.74,K,HD 152615,253.51354,8.43289
1968,"HD 154144 ",83458,0.602,0.19,3.295,-4.816,0.65,16,3.44,K,HD 154144,255.8563,9.02456
1966,"HD 153627 ",83204,0.544,0.172,3.003,-4.885,-0.1,11,4.52,L,HD 153627,255.06821,10.82281
1876,"HD 145229 ",79165,0.604,0.304,5.268,-4.48,-0.3,6,0.53,K,HD 145229,242.36095,11.57446
1906,"HD 148164 ",80484,0.589,0.155,2.694,-5.007,0.53,,6.74,K,HD 148164,246.43556,11.91907
1927,"HD 150122 ",81476,0.621,0.172,2.986,-4.91,0.79,20,4.96,K,HD 150122,249.62492,12.66224
1928,"HD 150237 ",81540,0.629,0.432,7.481,-4.289,0.26,3,0.12,K,HD 150237,249.81022,15.06068
1883,"HD 145958 ",79492,0.764,0.188,2.381,-4.875,0.72,33,4.36,L,HIP 79492,243.32688,13.52691
1884,HD 145958A,79492,0.76,0.175,2.315,-4.955,0.7,37,5.76,K,HD 145958A,243.32689,13.52691
1885,HD 145958B,,0.8,0.177,2.326,-4.963,0.8,41,5.91,K,HD 145958B,243.32667,13.5282
1902,"HD 147750 ",80262,0.724,0.186,2.365,-4.891,-0.1,31,4.63,K,HD 147750,245.77526,17.46879
2073,"HD 165045 ",88481,0.796,0.349,3.17,-4.544,0.22,17,0.81,K,HD 165045,271.00782,1.8324
2056,"HD 163346 ",87761,0.574,0.278,4.7,-4.522,4.0,6,0.7,L,HD 163346,268.90629,2.07493
2079,"HD 165401 ",88622,0.61,0.23,3.986,-4.67,-0.3,12,1.7,K,HD 165401,271.40606,4.65717
1262,"HIP 89215 ",89215,0.73,0.174,2.31,-4.945,-1.3,34,5.58,K,HIP 89215,273.09115,5.40123
2045,"HD 161848 ",87089,0.83,0.189,2.381,-4.931,-0.1,41,5.32,K,HD 161848,266.92538,4.93964
2082,"HD 165672 ",88724,0.663,0.171,2.952,-4.937,0.31,26,5.43,K,HD 165672,271.70337,6.41055
2075,"HD 165173 ",88511,0.762,0.164,2.262,-5.007,0.07,,6.74,K,HD 165173,271.10979,6.43639
2110,"HD 170512 ",90621,0.6,0.163,2.825,-4.959,0.5,19,5.83,K,HD 170512,277.36519,7.35974
2103,"HD 169889 ",90365,0.764,0.189,2.386,-4.898,0.05,35,4.74,K,HD 169889,276.59141,8.61576
2107,"HD 170469 ",90593,0.62,0.15,2.595,-5.053,0.44,,7.6,K,HD 170469,277.29575,11.6955
2028,"HD 159909 ",86193,0.64,0.163,2.823,-4.97,0.27,23,6.04,L,HD 159909,264.20918,10.57453
2033,"HD 160365 ",86373,0.567,0.323,4.875,-4.423,2.99,4,0.35,L,HD 160365,264.74106,13.32926
2052,"HD 162808 ",87479,0.632,0.299,5.173,-4.506,0.25,8,0.63,K,HD 162808,268.10664,11.99137
2068,"HD 164507 ",88217,0.706,0.163,4.29,-4.992,2.11,33,6.46,K,HD 164507,270.23863,15.09355
2063,"HD 163930 ",87965,0.602,0.353,5.001,-4.388,2.2,4,0.27,L,HD 163930,269.52908,15.13942
2147,"HD 176303 ",93203,0.573,0.224,4.489,-4.673,2.41,10,1.72,L,HD 176303,284.77392,13.62224
2146,"HD 175921 ",93044,0.725,0.86,7.013,-4.017,4.8,0,0.0,L,HD 175921,284.29818,14.83302
2151,"HD 176733 ",93377,0.705,0.161,2.243,-5.002,0.24,,6.63,K,HD 176733,285.2765,15.68373
2114,"HD 171067 ",90864,0.66,0.179,3.097,-4.893,-0.3,24,4.65,K,HD 171067,278.0436,13.73657
2174,"HD 180684 ",94751,0.519,0.151,2.636,-5.015,0.72,,6.88,K,HD 180684,289.20244,18.97633
2597,"HD 230999 ",94615,0.719,0.166,2.27,-4.98,0.52,34,6.22,K,HD 230999,288.80978,19.60935
2596,"HD 230409 ",93341,0.7,0.172,2.988,-4.944,-0.9,31,5.56,K,HD 230409,285.18056,19.07456
2157,"HD 177572 ",93669,0.631,0.195,3.369,-4.809,1.11,18,3.33,K,HD 177572,286.10947,22.66551
1275,"HIP 90075 ",90075,0.67,0.269,4.658,-4.598,0.83,14,1.12,K,HIP 90075,275.72849,14.96981
2098,"HD 168960 ",90005,0.623,0.165,2.851,-4.955,0.91,22,5.76,K,HD 168960,275.45995,15.62602
2101,"HD 169780 ",90296,0.787,0.311,4.886,-4.6,4.41,20,1.14,L,HD 169780,276.37203,22.0335
1992,"HD 156342 ",84506,0.666,0.167,2.883,-4.959,1.32,27,5.85,K,HD 156342,259.13824,14.67402
1974,"HD 154656 ",83691,0.75,0.189,2.385,-4.891,0.0,33,4.62,K,HD 154656,256.57463,12.60682
1961,"HD 153376 ",83083,0.646,0.157,4.249,-5.01,1.51,,6.79,L,HD 153376,254.65801,15.45436
2041,"HD 161479 ",86882,0.769,0.379,3.319,-4.473,0.68,12,0.5,K,HD 161479,266.2622,19.29046
2018,"HD 158210 ",85402,0.594,0.226,3.927,-4.674,0.28,11,1.74,K,HD 158210,261.77778,21.71958
2029,"HD 160013 ",86199,0.764,0.248,2.674,-4.716,0.06,25,2.15,K,HD 160013,264.23209,19.92235
1948,"HD 151852 ",82320,0.757,0.231,4.567,-4.756,3.17,27,2.63,K,HD 151852,252.30394,19.29419
1942,"HD 151329 ",82059,0.677,0.155,2.692,-5.03,0.45,,7.17,K,HD 151329,251.43249,19.64268
1936,"HD 150933 ",81880,0.526,0.169,2.954,-4.895,0.0,10,4.69,L,HD 150933,250.8754,20.71611
1933,"HD 150554 ",81662,0.516,0.202,3.518,-4.733,-0.5,7,2.35,K,HD 150554,250.23516,21.94815
1982,"HD 155456 ",84028,0.869,0.158,2.201,-5.07,0.58,,7.91,K,HD 155456,257.65671,24.53244
2038,"HD 161239 ",86731,0.683,0.149,4.228,-5.074,2.18,,7.99,L,HD 161239,265.83985,24.32782
2072,"HD 164922 ",88348,0.8,0.154,2.216,-5.064,0.38,,7.8,K,HD 164922,270.62859,26.313
2070,"HD 164595 ",88194,0.64,0.165,2.849,-4.961,0.0,24,5.87,K,HD 164595,270.16206,29.57192
2097,"HD 168874 ",89912,0.636,0.289,4.995,-4.531,0.05,9,0.74,K,HD 168874,275.20523,27.53033
2124,"HD 172310 ",91381,0.7,0.184,3.192,-4.888,-0.5,28,4.58,K,HD 172310,279.56712,28.92542
2084,"HD 166435 ",88945,0.633,0.415,7.177,-4.315,-0.1,2,0.15,K,HD 166435,272.33909,29.95171
2094,"HD 168603 ",89771,0.771,0.378,3.314,-4.477,0.05,12,0.52,K,HD 168603,274.78675,33.23127
2044,"HD 161797 ",86974,0.76,0.151,4.255,-5.077,1.65,,8.03,K,HD 161797,266.61469,27.72068
2007,"HD 157358 ",84934,0.724,0.207,4.465,-4.811,4.95,27,3.35,L,HD 157358,260.38017,28.7581
786,"HD 39796  ",27782,0.74,0.167,4.313,-4.985,1.57,37,6.32,K,HD 39796,88.18721,-42.77529
791,"HD 39997  ",27891,0.52,0.159,2.777,-4.956,0.56,11,5.79,K,HD 39997,88.52681,-41.34406
671,"HD 31392  ",22787,0.77,0.288,2.872,-4.629,0.0,21,1.35,K,HD 31392,73.51754,-35.40452
712,"HD 33822  ",24176,0.68,0.165,2.863,-4.972,0.58,29,6.08,K,HD 33822,77.87299,-33.88066
556,"HD 25565  ",18828,0.86,0.309,2.95,-4.67,0.0,27,1.7,K,HD 25565,60.52545,-36.61693
609,"HD 28187  ",20638,0.599,0.162,2.817,-4.962,-0.2,19,5.89,K,HD 28187,66.34903,-35.67557
594,"HD 27530  ",20184,0.59,0.176,3.069,-4.876,0.17,16,4.37,K,HD 27530,64.89275,-28.78626
571,"HD 26151  ",19232,0.84,0.195,2.403,-4.919,0.68,41,5.11,K,HD 26151,61.83635,-27.42566
617,"HD 28388  ",20802,0.752,0.157,4.278,-5.039,2.64,,7.33,K,HD 28388,66.86084,-29.19664
421,"HD 17354  ",12894,0.701,0.173,2.299,-4.94,1.23,31,5.48,K,HD 17354,41.43678,-39.71706
9,"HD 105    ",490,0.6,0.38,6.581,-4.344,0.0,3,0.19,K,HD 105,1.46893,-41.75307
41,"HD 457    ",726,0.589,0.152,2.653,-5.024,0.36,,7.05,K,HD 457,2.24866,-39.73716
139,"HD 4113   ",3391,0.68,0.164,2.84,-4.979,0.28,30,6.22,K,HD 4113,10.80249,-37.98263
111,"HD 3047   ",2645,0.609,0.153,4.224,-5.025,1.59,,7.08,K,HD 3047,8.38512,-38.11339
112,"HD 3074A  ",2663,0.62,0.152,2.628,-5.039,0.99,,7.34,K,WDS J00337-3500A,8.43252,-35.00203
279,"HD 10149  ",7661,0.729,0.186,4.387,-4.891,4.18,31,4.62,K,HD 10149,24.65951,-32.16933
270,"HD 10002  ",7539,0.86,0.162,2.232,-5.047,0.48,,7.49,K,HD 10002,24.28595,-29.39326
305,"HD 11020  ",8346,0.8,0.165,2.268,-5.013,-0.3,,6.86,K,HD 11020,26.90992,-26.75002
162,"HIP 5004  ",5004,0.76,0.188,2.379,-4.901,-0.8,34,4.79,K,HIP 5004,16.02554,-34.67471
237,"HD 8859   ",6744,0.71,0.172,2.294,-4.95,-0.1,32,5.66,K,HD 8859,21.70519,-29.47497
240,"HD 8912   ",6795,0.78,0.363,3.241,-4.507,-0.5,14,0.64,K,HD 8912,21.86339,-25.9369
257,"HD 9540   ",7235,0.766,0.265,2.758,-4.676,0.0,23,1.75,K,HD 9540,23.31587,-24.17796
258,"HD 9540A  ",,0.76,0.288,2.869,-4.622,0.0,20,1.3,K,GJ 59 A,23.31587,-24.17796
215,"HD 8038   ",6197,0.66,0.246,4.257,-4.651,0.06,15,1.53,K,HD 8038,19.8711,-24.95121
436,"HD 18436B ",,0.6,0.193,3.351,-4.802,1.48,15,3.23,K,CCDM J02566-3927B,44.14098,-39.44719
435,"HD 18436A ",,0.6,0.156,2.705,-5.004,1.48,,6.68,K,CCDM J02566-3927A,44.14117,-39.44626
472,"HD 20301  ",15092,0.74,0.266,4.7,-4.654,4.61,20,1.55,K,HD 20301,48.66705,-35.55767
462,"HD 19659  ",14613,0.684,0.267,4.69,-4.611,2.72,15,1.22,K,HD 19659,47.17703,-35.4329
470,"HD 20155  ",15005,0.6,0.161,2.794,-4.97,1.43,20,6.04,K,HD 20155,48.35019,-28.9747
485,"HD 20781  ",15526,0.82,0.197,2.421,-4.899,0.07,39,4.77,K,HD 20781,50.01226,-28.78383
405,"HD 16417  ",12186,0.653,0.151,2.62,-5.05,1.06,,7.54,K,HD 16417,39.2442,-34.57798
384,"HD 15337  ",11433,0.7,0.239,4.148,-4.695,-0.9,20,1.94,K,HD 15337,36.86824,-27.6352
401,"HD 16297  ",12119,0.75,0.317,3.013,-4.557,0.0,16,0.88,K,HD 16297,39.03264,-28.2186
408,"HD 16623  ",12364,0.54,0.163,2.863,-4.932,-0.6,12,5.34,K,HD 16623,39.79031,-26.31871
426,"HD 17620  ",13134,0.823,0.279,4.775,-4.691,3.83,27,1.9,K,HD 17620,42.23243,-24.6098
414,"HD 17152  ",12797,0.772,0.15,2.198,-5.079,0.35,,8.08,K,HD 17152,41.12064,-24.41565
524,"HD 23416  ",17478,0.598,0.147,2.551,-5.071,0.25,,7.92,K,HD 23416,56.1776,-10.77656
371,"HD 14412  ",10798,0.73,0.2,2.435,-4.839,-0.5,29,3.79,K,HD 14412,34.74377,-25.94569
342,"HD 13167  ",9960,0.71,0.15,4.24,-5.071,2.22,,7.92,K,HD 13167,32.05742,-24.69541
423,"HD 17449  ",13025,0.639,0.167,2.898,-4.944,-0.1,23,5.57,K,HD 17449,41.8568,-17.55652
312,"HD 11288  ",8553,0.875,0.407,5.286,-4.545,4.03,19,0.81,K,HD 11288,27.58461,-23.77187
325,"HD 12039  ",9141,0.651,0.494,8.54,-4.233,-0.1,3,0.07,K,HD 12039,29.45408,-21.90148
316,"HD 11506  ",8770,0.607,0.159,2.763,-4.983,0.66,21,6.28,K,HD 11506,28.21056,-19.50698
373,"HD 14655  ",10990,0.66,0.147,4.216,-5.081,1.76,,8.11,K,HD 14655,35.41098,-15.76798
392,"HD 15928  ",11881,0.76,0.196,4.432,-4.87,2.47,33,4.27,K,HD 15928,38.31417,-14.36275
455,"HD 19467  ",14501,0.65,0.163,2.811,-4.977,0.28,26,6.18,K,HD 19467,46.8274,-13.76178
458,"HD 19522  ",14563,0.722,0.162,4.289,-5.005,2.53,,6.69,K,HD 19522,47.00533,-12.04133
429,"HD 17925  ",13402,0.862,0.659,4.663,-4.295,0.01,6,0.13,L,HD 17925,43.13387,-12.76971
499,"HD 21779  ",16308,0.732,0.188,4.394,-4.885,2.8,31,4.53,L,HD 21779,52.55529,-11.64632
501,"HD 22049  ",4148,0.88,0.501,3.874,-4.448,-0.1,13,0.42,K,HD 22049,53.23269,-9.45826
463,"HD 19668  ",14684,0.79,0.573,4.266,-4.282,0.18,5,0.11,K,HD 19668,47.4262,-9.57961
486,"HD 21019A ",15776,0.7,0.154,4.254,-5.042,1.73,,7.39,K,HD 21019A,50.82375,-7.79408
398,"HD 16249  ",12118,0.641,0.164,2.837,-4.965,0.02,24,5.95,K,HD 16249,39.03239,-10.91883
430,"HD 18015  ",13467,0.704,0.175,4.336,-4.93,2.63,30,5.31,K,HD 18015,43.36336,-8.84802
406,"HD 16548  ",12350,0.702,0.167,4.302,-4.973,1.75,31,6.09,L,HD 16548,39.75336,-8.92789
450,"HD 19034  ",14241,0.67,0.175,3.021,-4.919,-0.4,26,5.11,K,HD 19034,45.91233,-5.6663
465,"HD 19773  ",14774,0.52,0.175,3.064,-4.857,0.04,9,4.06,K,HD 19773,47.68058,-6.52601
439,"HD 18645  ",13968,0.808,0.473,5.525,-4.396,3.15,9,0.29,K,HD 18645,44.97154,-0.67972
1439,"HD 102365 ",57443,0.664,0.172,2.972,-4.931,-0.2,26,5.32,K,HD 102365,176.62947,-40.50035
1427,"HD 101847 ",57148,0.59,0.346,6.001,-4.393,0.0,4,0.28,K,HD 101847,175.80365,-39.4388
1204,"HD 83443  ",47202,0.79,0.215,2.513,-4.825,0.57,33,3.56,K,HD 83443,144.29928,-43.2722
1171,"HD 80332  ",45623,0.665,0.346,4.99,-4.441,2.17,7,0.4,K,HD 80332,139.48473,-37.39789
1245,"HD 88218  ",49769,0.6,0.144,2.505,-5.092,0.77,,8.31,K,HD 88218,152.38237,-35.85677
1325,"HD 93745  ",52888,0.6,0.149,2.599,-5.049,0.69,,7.52,K,HD 93745,162.25216,-31.05914
1367,"HD 96700  ",54400,0.6,0.182,3.156,-4.853,0.02,16,4.0,K,HD 96700,166.97678,-30.17457
1318,"HD 92945  ",52462,0.873,0.642,4.568,-4.322,0.0,5,0.16,K,HD 92945,160.8678,-29.06429
1277,"HD 90156  ",50921,0.625,0.162,2.813,-4.969,-0.5,23,6.02,K,HD 90156,155.98031,-29.64553
1253,"HD 88656  ",50032,0.81,0.491,3.863,-4.38,-0.1,8,0.25,K,HD 88656,153.21991,-28.51338
1272,"HD 90028  ",50839,0.629,0.147,2.541,-5.079,0.96,,8.07,K,HD 90028,155.71429,-28.0135
1271,"HD 89886  ",50757,0.649,0.237,4.563,-4.669,4.59,15,1.69,K,HD 89886,155.4605,-24.43588
1078,"HD 71835  ",41529,0.75,0.218,2.527,-4.79,0.02,28,3.06,K,HD 71835,127.04993,-36.72299
1054,"HD 68978  ",40283,0.61,0.166,2.878,-4.942,0.0,20,5.53,K,HD 68978,123.39374,-31.73538
938,"HD 55696  ",34801,0.56,0.164,2.875,-4.933,0.57,14,5.36,K,HD 55696,108.06238,-38.17454
809,"HD 41700  ",28764,0.52,0.333,5.791,-4.387,-0.2,2,0.27,K,HD 41700,91.1185,-45.0366
898,"HD 50499  ",32970,0.575,0.147,2.566,-5.061,0.45,,7.75,K,HD 50499,103.00844,-33.91556
984,"HD 61005  ",36948,0.71,0.656,6.212,-4.135,2.46,3,0.03,K,HD 61005,113.94776,-32.2039
1045,"HD 67458  ",39710,0.6,0.169,2.94,-4.919,-0.2,18,5.11,K,HD 67458,121.75218,-29.40294
989,"HD 61447  ",37171,0.7,0.149,2.596,-5.075,0.19,,8.0,K,HD 61447,114.57212,-27.14552
1181,"HD 81110  ",46007,0.7,0.192,3.331,-4.854,0.16,27,4.02,K,HD 81110,140.74864,-27.17223
1089,"HD 72673  ",41926,0.79,0.18,2.342,-4.946,-0.3,39,5.59,K,HD 72673,128.21457,-31.50085
1098,"HD 73256  ",42214,0.76,0.422,3.53,-4.407,0.19,8,0.31,K,HD 73256,129.0959,-30.03762
1090,"HD 72687  ",41967,0.66,0.447,7.739,-4.292,-0.1,3,0.12,K,HD 72687,128.31408,-29.95659
1075,"HD 71334  ",41317,0.67,0.158,2.741,-5.009,0.04,,6.78,K,HD 71334,126.45631,-29.93059
1210,"HD 84117  ",47592,0.534,0.15,2.633,-5.023,0.0,,7.03,K,HD 84117,145.56007,-23.91557
1279,"HD 90323  ",51010,0.59,0.146,2.541,-5.075,0.67,,7.99,K,HD 90323,156.31511,-19.80332
1197,"HD 82943  ",47007,0.591,0.169,2.937,-4.918,0.06,17,5.1,K,HD 82943,143.7114,-12.12955
1043,"HD 67288  ",39688,0.767,0.168,4.324,-4.989,4.89,38,6.4,L,HD 67288,121.6634,-17.29724
1060,"HD 69830  ",40693,0.79,0.17,2.294,-4.987,0.16,42,6.36,K,HD 69830,124.59978,-12.63217
1185,"HD 81809  ",46404,0.642,0.205,4.434,-4.774,1.83,18,2.85,L,HD 81809,141.94492,-6.07119
1175,"HD 80747  ",45887,0.746,0.373,5.117,-4.463,1.75,11,0.47,K,HD 80747,140.34505,-6.67208
1110,"HD 73940  ",42581,0.734,0.215,4.501,-4.788,2.31,27,3.04,K,HD 73940,130.18235,-11.9272
1101,"HD 73350  ",42333,0.69,0.272,4.708,-4.605,0.16,16,1.17,L,HD 73350,129.45956,-6.80688
1158,"HD 78538  ",44890,0.655,0.336,5.809,-4.451,-0.1,7,0.43,K,HD 78538,137.19569,-5.11609
1134,"HD 76151  ",23835,0.67,0.237,4.095,-4.684,0.07,17,1.82,K,HD 76151,133.57478,-5.43446
1111,"HD 74014  ",42634,0.74,0.162,2.252,-5.008,0.37,,6.75,L,HD 74014,130.32733,-4.80893
1801,"HD 136352 ",75181,0.639,0.17,2.936,-4.932,-0.1,23,5.34,K,HD 136352,230.45063,-48.31763
2027,"HD 159868 ",33324,0.72,0.161,4.283,-5.011,1.58,,6.81,K,HD 159868,264.74803,-43.14551
2004,"HD 157338 ",85158,0.544,0.169,2.957,-4.9,-0.2,12,4.78,K,HD 157338,261.03643,-34.79845
1851,"HD 141885 ",77772,0.652,0.163,4.274,-4.975,2.15,26,6.14,K,HD 141885,238.21701,-37.39859
1930,"HD 150420 ",81803,0.776,0.197,4.441,-4.874,4.44,34,4.34,K,HD 150420,250.6212,-37.07936
1929,"HD 150331 ",81741,0.653,0.192,4.388,-4.83,3.73,21,3.64,K,HD 150331,250.43939,-33.14576
1873,"HD 144988 ",79214,0.55,0.172,3.011,-4.884,1.29,12,4.51,K,HD 144988,242.50234,-35.64256
1976,"HD 154994 ",83985,0.767,0.196,2.42,-4.873,0.14,34,4.33,K,HD 154994,257.53433,-29.97342
1967,"HD 154088 ",83541,0.83,0.15,2.189,-5.092,0.52,,8.3,K,HD 154088,256.11601,-28.58268
1891,"HD 146775 ",79946,0.61,0.173,2.996,-4.904,0.0,19,4.85,K,HD 146775,244.78514,-28.29388
1912,"HD 148428 ",80736,0.725,0.155,4.262,-5.045,1.76,,7.45,K,HD 148428,247.24583,-24.53799
1685,"HD 122683 ",68726,0.724,0.215,4.498,-4.782,4.36,26,2.96,K,HD 122683,211.02965,-37.26401
1601,"HD 114613 ",64408,0.693,0.15,4.235,-5.068,1.76,,7.88,K,HD 114613,198.01327,-37.80302
1542,"HD 109749 ",61595,0.7,0.166,2.883,-4.975,0.75,32,6.14,K,HD 109749,189.31824,-40.81212
1652,"HD 118467 ",66495,0.634,0.248,4.601,-4.629,4.16,13,1.35,K,HD 118467,204.46842,-38.89667
1631,"HD 117207 ",65808,0.724,0.182,2.345,-4.909,0.57,32,4.94,K,HD 117207,202.33797,-35.571
1604,"HD 114729 ",64459,0.62,0.172,2.987,-4.909,0.63,20,4.95,K,HD 114729,198.1844,-31.87335
1622,"HD 116321 ",65312,0.531,0.152,2.667,-5.006,1.14,,6.73,K,HD 116321,200.79113,-24.73414
1824,"HD 138549 ",76200,0.71,0.173,2.301,-4.942,-0.1,32,5.53,K,HD 138549,233.47316,-31.01905
1739,"HD 129471 ",71987,0.703,0.189,2.378,-4.868,0.52,28,4.23,K,HD 129471,220.84074,-27.35496
1736,"HD 129010 ",71774,0.52,0.144,2.515,-5.073,0.59,,7.97,K,HD 129010,220.23264,-26.4287
1775,"HD 133295 ",73754,0.53,0.351,6.113,-4.358,-0.5,2,0.21,K,HD 133295,226.13783,-28.30017
1786,"HD 134987 ",74500,0.7,0.148,2.179,-5.081,0.69,,8.12,K,HD 134987,228.36945,-25.30935
1756,"HD 131183 ",72779,0.707,0.154,2.207,-5.046,1.01,,7.47,K,HD 131183,223.15451,-25.45477
1860,"HD 142667 ",78083,0.573,0.194,3.38,-4.786,1.41,12,3.01,L,HD 142667,239.15659,-24.33603
1826,"HD 138600 ",76201,0.585,0.159,2.771,-4.976,1.45,18,6.15,K,HD 138600,233.4783,-25.1105
1881,"HD 145809 ",79524,0.59,0.147,2.554,-5.068,0.67,,7.88,K,HD 145809,243.4181,-21.39996
1852,"HD 141937 ",77740,0.6,0.207,3.596,-4.744,-0.1,13,2.48,K,HD 141937,238.07311,-18.43607
1862,"HD 142943 ",78193,0.521,0.188,3.286,-4.793,0.51,8,3.11,K,HD 142943,239.49072,-17.09
1717,"HD 126831 ",70776,0.516,0.174,3.038,-4.863,0.62,9,4.16,K,HD 126831,217.12416,-22.97478
1735,"HD 128987 ",71743,0.71,0.361,3.22,-4.451,-0.2,9,0.43,K,HD 128987,220.12961,-16.20929
1662,"HD 120219 ",67368,0.739,0.174,4.341,-4.949,2.37,35,5.66,K,HD 120219,207.13007,-22.1557
1673,"HD 121550 ",68090,0.807,0.164,2.261,-5.021,0.32,,7.0,K,HD 121550,209.11274,-16.19621
1711,"HD 125612 ",70123,0.628,0.181,3.139,-4.867,0.0,20,4.23,K,HD 125612,215.22299,-17.48153
1713,"HD 126203 ",70434,0.556,0.157,2.746,-4.98,0.44,15,6.23,K,HD 126203,216.12818,-14.79068
1694,"HD 124106 ",69357,0.87,0.401,3.392,-4.546,0.0,19,0.82,K,HD 124106,212.94238,-12.61176
1785,"HD 134440 ",74234,0.84,0.179,2.325,-4.974,-1.1,44,6.12,K,HD 134440,227.55404,-16.46292
1784,"HD 134439 ",74235,0.77,0.159,2.242,-5.031,-1.2,,7.18,K,HD 134439,227.55453,-16.37941
1817,"HD 137631 ",75663,0.596,0.157,4.234,-4.995,1.66,20,6.52,K,HD 137631,231.87615,-10.96254
1835,"HD 139879 ",76804,0.623,0.152,2.641,-5.034,0.39,,7.25,K,HD 139879,235.23065,-8.99857
1748,"HD 130672 ",72531,0.518,0.147,2.563,-5.048,0.66,,7.51,K,HD 130672,222.44212,-9.2025
1737,"HD 129191 ",71803,0.61,0.161,2.802,-4.969,0.0,21,6.03,K,HD 129191,220.31742,-4.94487
2343,"HD 200625 ",104163,0.616,0.166,4.277,-4.942,1.59,21,5.53,K,HD 200625,316.57136,-48.52631
2571,"HD 223171 ",117320,0.659,0.162,2.809,-4.981,1.03,27,6.25,K,HD 223171,356.83678,-48.27558
2458,"HD 213628 ",111349,0.72,0.161,2.241,-5.011,0.0,,6.81,K,HD 213628,338.37785,-35.44455
2449,"HD 212801 ",110853,0.79,0.197,4.446,-4.881,2.42,36,4.45,K,HD 212801,336.87974,-31.55421
2465,"HD 214759 ",111978,0.789,0.169,2.287,-4.992,0.33,42,6.46,K,HD 214759,340.22987,-31.99006
2427,"HD 210320 ",109423,0.737,0.15,2.19,-5.079,0.47,,8.07,K,HD 210320,332.53519,-27.67408
2260,"HD 191408 ",99461,0.868,0.181,2.316,-4.982,-0.3,46,6.26,K,HD 191408,302.79974,-36.10121
2262,"HD 191957 ",99681,0.792,0.18,4.378,-4.947,4.58,40,5.61,K,HD 191957,303.42337,-34.11847
