recno,Name,HIP,B-V,SHK,Jitter,logRHK,dMag,Prot,Age,Obs,SimbadName,_RA,_DE
2450,"HD 212837 ",110821,0.652,0.309,4.842,-4.499,3.32,9,0.6,L,HD 212837,336.77808,-1.30915
2519,"HD 218730 ",114424,0.57,0.184,3.211,-4.829,-0.3,13,3.63,L,HD 218730,347.60298,-7.812
2549,"HD 221356 ",116106,0.54,0.157,2.749,-4.975,-0.3,13,6.14,K,HD 221356,352.88126,-4.0874
1614,HIP 115525,115525,0.696,0.163,2.827,-4.991,0.44,32,6.43,K,HIP 115525,351.0196,-3.64764
2508,"HD 217877 ",113896,0.58,0.152,2.66,-5.02,0.1,,6.98,K,HD 217877,345.98863,-4.79486
1608,HIP 114914,114914,0.66,0.161,2.781,-4.992,0.95,28,6.44,K,HIP 114914,349.14683,-1.58652
2528,"HD 219542 ",,0.64,0.198,3.428,-4.799,,19,3.19,K,HD 219542,349.14751,-1.58567
2572,"HD 223205 ",117333,0.775,0.156,2.226,-5.048,0.0,,7.51,K,HD 223205,356.87304,-2.14946
2559,"HD 222038 ",116559,0.783,0.182,2.354,-4.933,1.11,38,5.37,K,HD 222038,354.32251,-1.51988
2568,"HD 222697 ",116984,0.78,0.458,3.705,-4.385,0.11,8,0.26,K,HD 222697,355.73563,0.23973
2541,"HD 220554 ",115572,0.822,0.148,4.263,-5.099,2.84,,8.44,K,HD 220554,351.1623,-1.74139
2546,"HD 221146 ",115951,0.59,0.147,2.569,-5.061,0.5,,7.75,L,HD 221146,352.37633,-1.0359
2553,"HD 221822 ",116410,0.72,0.166,2.268,-4.981,-0.2,35,6.25,K,HD 221822,353.84642,2.22533
2498,"HD 217107 ",113421,0.72,0.148,2.181,-5.086,0.51,,8.19,K,HD 217107,344.56475,-2.39538
2480,"HD 216083 ",112742,0.644,0.167,2.889,-4.949,1.32,24,5.65,K,HD 216083,342.48396,-2.82179
2531,"HD 219770 ",115059,0.616,0.18,3.12,-4.869,1.34,18,4.25,K,HD 219770,349.57666,7.8351
2391,"HD 207077 ",107529,0.826,0.154,4.285,-5.074,3.7,,7.98,K,HD 207077,326.68353,-8.00718
2379,"HD 205855 ",106825,0.844,0.169,2.274,-5.014,0.1,,6.86,K,HD 205855,324.5351,-2.30315
2440,"HD 211567 ",110097,0.634,0.161,2.781,-4.983,-0.1,24,6.28,K,HD 211567,334.53856,-1.1223
2420,"HD 209875 ",109144,0.53,0.147,2.582,-5.045,0.27,,7.44,K,HD 209875,331.63822,1.85713
2396,"HD 207874 ",107941,0.87,0.194,2.378,-4.941,0.3,44,5.5,K,HD 207874,328.02723,1.90643
2409,"HD 208880 ",108525,0.755,0.202,2.449,-4.845,-0.2,31,3.87,K,HD 208880,329.78718,3.19777
2407,"HD 208776 ",108473,0.6,0.164,2.85,-4.95,0.64,18,5.67,L,HD 208776,329.61841,3.77691
2385,"HD 206387 ",107107,0.679,0.466,8.061,-4.286,0.32,4,0.12,K,HD 206387,325.43212,6.42083
2499,"HD 217165 ",113438,0.57,0.16,2.798,-4.963,-0.1,16,5.91,K,HD 217165,344.6245,9.82554
2483,"HD 216259 ",112870,0.84,0.193,2.392,-4.926,-0.8,42,5.24,K,HD 216259,342.85983,13.96998
2443,"HD 212291 ",110508,0.68,0.199,3.439,-4.818,-0.3,23,3.46,K,HD 212291,335.78823,9.46108
2426,"HD 210312 ",109355,0.66,0.151,2.605,-5.058,0.0,,7.69,K,HD 210312,332.31509,13.67089
2447,"HD 212735 ",110761,0.762,0.181,2.346,-4.929,0.78,36,5.29,K,HD 212735,336.58977,10.75757
2467,"HD 214850 ",111974,0.723,0.176,4.344,-4.934,2.09,32,5.38,L,HD 214850,340.21951,14.54916
2584,"HD 224156 ",117953,0.76,0.158,2.233,-5.037,0.06,,7.29,L,HD 224156,358.88508,3.50144
2576,"HD 223498 ",117526,0.75,0.151,2.199,-5.072,0.42,,7.94,K,HD 223498,357.52395,2.87717
2573,"HD 223238 ",117367,0.64,0.151,2.618,-5.048,0.38,,7.5,K,HD 223238,356.96835,4.17547
2582,"HD 224032 ",117877,0.725,0.195,4.417,-4.856,2.44,29,4.05,K,HD 224032,358.65154,5.05659
27,"HD 377    ",682,0.579,0.369,6.41,-4.35,-0.2,2,0.2,K,HD 377,2.10727,6.6168
135,"HD 3861   ",3236,0.528,0.185,3.227,-4.812,0.09,9,3.37,K,HD 3861,10.29948,9.35506
124,"HD 3578   ",3057,0.66,0.157,2.722,-5.012,0.0,,6.84,K,HD 3578,9.70504,9.74346
62,"HD 745    ",954,0.891,0.184,4.423,-4.985,4.21,48,6.33,K,HD 745,2.94804,9.13996
81,"HD 1317   ",1392,0.589,0.175,4.303,-4.884,1.81,16,4.5,L,HD 1317,4.35218,8.87644
39,"HD 449    ",733,0.714,0.172,4.325,-4.95,1.5,32,5.68,K,HD 449,2.26186,9.84997
96,"HIP 1780  ",1780,0.696,0.15,2.604,-5.07,0.81,,7.91,K,HIP 1780,5.65726,11.57697
89,"HD 1497   ",1541,0.657,0.186,3.222,-4.858,0.88,22,4.07,K,HD 1497,4.80329,13.577
2564,"HD 222368 ",116771,0.507,0.163,2.844,-4.924,0.42,9,5.2,K,HD 222368,354.98767,5.62629
2591,"HD 224983 ",184,0.888,0.225,2.51,-4.869,0.26,40,4.26,K,HD 224983,0.58977,11.00624
190,"HD 6697   ",5304,0.7,0.175,3.039,-4.929,0.95,30,5.3,K,HD 6697,16.96491,15.86323
220,"HD 8262   ",6405,0.62,0.172,2.982,-4.911,-0.3,20,4.97,L,HD 8262,20.57449,18.68271
199,"HD 6903   ",5454,0.697,0.328,4.928,-4.496,4.97,11,0.59,L,HD 6903,17.455,19.65841
170,"HD 5470   ",4423,0.61,0.18,3.126,-4.865,0.34,18,4.19,K,HD 5470,14.16757,17.95984
192,"HD 6715   ",5335,0.71,0.183,2.352,-4.895,0.1,29,4.69,K,HD 6715,17.05202,21.97701
102,"HD 2085   ",1989,0.538,0.195,3.417,-4.766,0.18,9,2.74,K,HD 2085,6.2959,16.99191
42,"HD 483    ",759,0.644,0.254,4.389,-4.62,1.25,13,1.28,L,HD 483,2.33102,17.53392
67,"HD 804    ",996,0.669,0.156,2.693,-5.026,0.29,,7.1,K,HD 804,3.11806,20.23435
97,"HD 1832   ",1813,0.64,0.186,3.218,-4.851,0.14,20,3.97,K,HD 1832,5.75087,22.375
140,"HD 4203   ",3502,0.73,0.147,2.175,-5.096,1.05,,8.38,K,HD 4203,11.17167,20.44893
167,"HD 5294   ",4290,0.652,0.293,5.062,-4.533,-0.2,10,0.75,K,HD 5294,13.74696,24.10027
179,"HD 6009   ",4809,0.783,0.172,4.344,-4.976,3.14,39,6.15,L,HD 6009,15.43159,25.29222
105,"HD 2564   ",2314,0.556,0.157,4.224,-4.98,1.5,15,6.23,K,HD 2564,7.37976,24.88099
2532,"HD 219781 ",115066,0.715,0.165,2.262,-4.985,0.35,34,6.33,K,HD 219781,349.5977,12.11346
2511,"HD 218133 ",114028,0.62,0.146,2.531,-5.082,-0.6,,8.13,K,HD 218133,346.37982,14.45168
2510,"HD 218101 ",113994,0.886,0.186,4.428,-4.976,2.7,45,6.16,L,HD 218101,346.27618,16.56284
2523,"HD 219172 ",114670,0.52,0.178,3.114,-4.841,-0.1,9,3.82,L,HD 219172,348.45097,15.36763
2533,"HD 219828 ",115100,0.654,0.168,2.912,-4.945,1.32,25,5.59,K,HD 219828,349.69473,18.64572
2506,"HD 217813 ",113829,0.58,0.308,5.351,-4.459,-0.3,5,0.46,L,HD 217813,345.77074,20.91858
2497,"HD 217014 ",113357,0.67,0.151,2.622,-5.054,0.39,,7.62,K,HD 217014,344.36658,20.76883
2526,"HD 219498 ",,0.65,0.436,5.337,-4.299,2.09,3,0.13,K,HD 219498,349.02093,22.17634
2542,"HD 220657 ",115623,0.617,0.283,4.733,-4.532,3.78,9,0.75,L,HD 220657,351.34493,23.4041
2595,"HD 225261 ",400,0.755,0.175,2.315,-4.952,-0.3,37,5.71,K,HD 225261,1.23467,23.26963
71,"HD 895    ",1076,0.68,0.203,4.437,-4.801,4.2,23,3.22,L,HD 895,3.34967,26.98755
13,"HD 166    ",544,0.75,0.434,3.586,-4.384,0.0,7,0.26,K,HD 166,1.65327,29.0215
58,"HD 691    ",919,0.75,0.583,4.314,-4.232,0.09,4,0.07,K,HD 691,2.84349,30.44957
2565,"HD 222391 ",116783,0.579,0.164,2.858,-4.943,1.31,16,5.54,K,HD 222391,355.01423,26.80199
1633,HIP 117386,117386,0.689,0.161,2.794,-4.999,-0.2,32,6.58,K,HIP 117386,357.01825,32.60645
2535,"HD 219953 ",115194,0.81,0.172,2.304,-4.985,-0.6,43,6.31,K,HD 219953,349.99281,28.86777
2557,"HD 222033 ",116542,0.63,0.156,2.702,-5.011,0.95,,6.82,L,HD 222033,354.27762,30.67802
2554,"HD 221830 ",116421,0.6,0.145,2.52,-5.085,0.15,,8.18,L,HD 221830,353.87039,31.01717
2555,"HD 221851 ",116416,0.845,0.291,2.872,-4.688,-0.1,27,1.87,K,HD 221851,353.85671,31.16131
25,"HD 375    ",689,0.606,0.164,4.265,-4.953,1.57,20,5.73,K,HD 375,2.11861,34.93455
26,"HD 375    ",689,0.606,0.164,4.265,-4.953,1.57,20,5.73,K,HD 375,2.11861,34.93455
2575,"HD 223331 ",117426,0.798,0.337,4.992,-4.565,5.37,19,0.92,L,HD 223331,357.14744,36.27454
2579,"HD 223848 ",117762,0.571,0.151,2.637,-5.029,1.24,,7.14,L,HD 223848,358.23426,36.95425
2581,"HD 223971 ",117844,0.68,0.476,5.502,-4.274,4.18,3,0.11,L,HD 223971,358.51682,39.28251
817,"HD 42698  ",29292,0.775,0.188,4.406,-4.906,4.87,36,4.88,K,HD 42698,92.63298,-34.81683
839,"HD 45184  ",30503,0.64,0.171,2.964,-4.924,0.07,23,5.19,K,HD 45184,96.18283,-28.78011
834,"HD 44663  ",30244,0.51,0.147,2.561,-5.044,0.0,,7.44,K,HD 44663,95.43204,-27.50716
846,"HD 45588  ",30711,0.54,0.155,2.72,-4.987,0.38,13,6.36,K,HD 45588,96.79735,-25.8565
760,"HD 37962  ",26737,0.65,0.193,3.342,-4.824,-0.2,21,3.56,K,HD 37962,85.21653,-31.35111
792,"HD 40126  ",28021,0.52,0.157,2.743,-4.97,0.39,11,6.04,K,HD 40126,88.90243,-29.91684
770,"HD 38467  ",27090,0.65,0.15,2.603,-5.056,0.83,,7.66,K,HD 38467,86.16399,-29.91667
781,"HD 39352  ",27609,0.71,0.169,2.281,-4.963,0.33,33,5.9,K,HD 39352,87.68856,-29.11088
821,"HD 43162  ",29568,0.713,0.356,3.199,-4.46,0.0,10,0.46,K,HD 43162,93.43873,-23.86194
775,"HD 38949  ",27417,0.7,0.313,5.43,-4.525,0.24,12,0.71,K,HD 38949,87.08358,-24.46385
887,"HD 48938  ",32322,0.56,0.155,2.707,-4.997,0.0,15,6.55,K,HD 48938,101.21647,-27.34167
828,"HD 43745  ",29843,0.59,0.144,2.513,-5.088,1.37,,8.24,K,HD 43745,94.26499,-22.71523
762,"HD 37986  ",26834,0.79,0.15,2.196,-5.085,0.46,,8.18,K,HD 37986,85.47369,-15.63054
653,"HD 30495  ",22263,0.64,0.287,4.962,-4.538,-0.1,10,0.78,L,HD 30495,71.90121,-16.93446
719,"HD 34721  ",24786,0.58,0.146,2.552,-5.068,0.36,,7.88,K,HD 34721,79.7103,-18.13005
697,"HD 33093  ",23831,0.606,0.167,2.894,-4.936,1.33,19,5.42,L,HD 33093,76.85401,-12.49127
728,"HD 35850  ",25486,0.503,0.402,6.973,-4.271,-0.3,1,0.1,K,HD 35850,81.76985,-11.90097
773,"HD 38801  ",27384,0.873,0.169,4.36,-5.026,2.76,,7.09,K,HD 38801,86.99656,-8.3277
795,"HD 40397  ",28267,0.7,0.149,2.588,-5.078,0.12,,8.05,K,HD 40397,89.58973,-4.65067
774,"HD 38858  ",27435,0.64,0.166,2.874,-4.952,-0.2,24,5.72,K,HD 38858,87.14558,-4.09464
946,"HD 56274  ",35139,0.57,0.165,2.886,-4.931,-0.9,15,5.33,K,HD 56274,108.96165,-13.04948
1018,"HD 64942  ",38747,0.671,0.357,6.179,-4.426,0.0,7,0.36,K,HD 64942,118.99261,-9.79721
995,"HD 62128  ",37520,0.672,0.146,2.52,-5.097,0.97,,8.4,K,HD 62128,115.50824,-11.8527
986,"HD 61236  ",37149,0.712,0.247,4.62,-4.681,4.6,20,1.8,K,HD 61236,114.50646,-8.12625
932,"HD 55137  ",34710,0.671,0.167,4.295,-4.959,1.78,27,5.83,L,HD 55137,107.82408,-12.04136
918,"HD 52694  ",33869,0.733,0.293,4.803,-4.59,4.12,17,1.07,L,HD 52694,105.45799,-10.88237
901,"HD 50639  ",33109,0.51,0.168,2.933,-4.894,-0.1,9,4.68,K,HD 50639,103.43681,-9.51547
914,"HD 51845  ",33578,0.814,0.163,4.319,-5.026,4.83,,7.1,K,HD 51845,104.65304,-7.18583
978,"HD 60491  ",36827,0.86,0.551,4.138,-4.378,-0.2,8,0.25,K,HD 60491,113.60903,-6.89668
1058,"HD 69076  ",40419,0.67,0.205,3.552,-4.787,-0.7,21,3.02,K,HD 69076,123.78221,-6.91891
1076,"HD 71479  ",41479,0.59,0.151,2.622,-5.037,0.32,,7.3,K,HD 71479,126.89636,-5.14864
1034,"HD 66242  ",39326,0.615,0.156,4.237,-5.006,3.41,,6.72,L,HD 66242,120.60821,-6.33713
1027,"HD 65938  ",39198,0.838,0.193,4.44,-4.925,3.53,40,5.22,L,HD 65938,120.26419,-6.41919
1088,"HD 72659  ",42030,0.57,0.15,2.622,-5.035,0.34,,7.27,K,HD 72659,128.51329,-1.56822
1091,"HD 72760  ",42074,0.78,0.489,3.858,-4.35,0.0,7,0.2,L,HD 72760,128.63187,-0.72608
1066,"HD 70804  ",41166,0.725,0.182,4.367,-4.909,4.65,31,4.93,L,HD 70804,125.98411,-1.49801
1081,"HD 71926  ",41688,0.823,0.372,5.137,-4.535,3.84,18,0.76,L,HD 71926,127.47989,0.01928
1063,"HD 70110  ",40858,0.57,0.154,2.699,-5.002,1.14,,6.64,L,HD 70110,125.05416,-0.90931
1020,"HD 65080  ",38853,0.638,0.201,3.485,-4.785,0.16,18,2.99,K,HD 65080,119.2653,1.51324
1065,"HD 70573  ",,0.59,0.5,5.57,-4.187,1.7,2,0.05,K,HD 70573,125.70813,1.85932
916,"HD 52265  ",33719,0.536,0.143,2.516,-5.079,0.0,,8.08,K,HD 52265,105.07515,-5.36716
947,"HD 56303  ",35209,0.58,0.165,2.879,-4.935,0.06,16,5.41,K,HD 56303,109.15178,1.87877
909,"HD 51219  ",33382,0.69,0.156,2.714,-5.027,0.15,,7.11,K,HD 51219,104.14244,1.16209
830,"HD 43989  ",30030,0.587,0.507,8.788,-4.177,0.0,2,0.04,K,HD 43989,94.78357,-3.43899
837,"HD 45067  ",30545,0.53,0.155,2.711,-4.987,0.7,12,6.37,K,HD 45067,96.31894,-0.94588
832,"HD 44420  ",30243,0.64,0.147,2.545,-5.079,0.16,,8.07,K,HD 44420,95.4314,-0.53912
913,"HD 51813  ",33608,0.622,0.241,4.165,-4.644,-0.1,12,1.47,K,HD 51813,104.7461,5.53519
856,"HD 46375  ",31246,0.86,0.196,2.398,-4.926,0.75,43,5.24,K,HD 46375,98.30259,5.46292
970,"HD 59688  ",36557,0.634,0.163,4.269,-4.968,1.52,23,6.01,L,HD 59688,112.80631,2.1703
1004,"HD 63435  ",38140,0.786,0.22,4.534,-4.806,4.59,32,3.29,L,HD 63435,117.24575,4.3337
983,"HD 60803  ",37031,0.602,0.183,4.338,-4.849,1.79,16,3.93,K,HD 60803,114.14461,5.86217
944,"HD 56202  ",35185,0.641,0.341,5.894,-4.433,0.0,7,0.38,L,HD 56202,109.0773,5.07609
1028,"HD 66011  ",39271,0.57,0.195,4.378,-4.778,1.93,12,2.9,L,HD 66011,120.46138,8.91399
1017,"HD 64730  ",38730,0.786,0.208,4.488,-4.842,3.47,33,3.83,K,HD 64730,118.93928,13.33188
917,"HD 52456  ",33848,0.85,0.334,3.077,-4.62,0.02,23,1.28,K,HD 52456,105.39818,6.92684
618,"HD 28437  ",20893,0.754,0.243,4.613,-4.722,4.19,25,2.22,K,HD 28437,67.16328,-11.9585
608,"HD 28185  ",20723,0.75,0.16,2.242,-5.023,0.58,,7.04,K,HD 28185,66.60968,-10.55081
684,"HD 32008  ",23221,0.797,0.293,4.822,-4.641,3.95,23,1.45,L,HD 32008,74.96022,-10.26332
644,"HD 29980  ",21963,0.649,0.346,5.983,-4.429,0.45,6,0.37,K,HD 29980,70.81837,-9.61811
645,"HD 30020  ",21986,0.645,0.527,5.693,-4.194,4.25,2,0.05,L,HD 30020,70.89618,-8.79577
675,"HD 31543  ",22960,0.757,0.165,4.311,-4.999,3.18,39,6.58,K,HD 31543,74.10331,-7.0232
655,"HD 30562  ",22336,0.63,0.154,2.662,-5.027,1.01,,7.12,L,HD 30562,72.1516,-5.67404
582,"HD 26965  ",19849,0.82,0.189,2.381,-4.928,-0.1,40,5.27,K,HD 26965,63.818,-7.65287
592,"HD 27466  ",20218,0.65,0.253,4.383,-4.625,-0.2,13,1.32,K,HD 27466,64.98782,-4.43876
610,"HD 28192  ",20752,0.629,0.274,4.75,-4.559,0.14,10,0.89,K,HD 28192,66.70341,-1.72462
725,"HD 35627  ",25388,0.52,0.143,2.505,-5.078,0.26,,8.06,K,HD 35627,81.47171,-6.36268
788,"HD 39833  ",27980,0.59,0.205,3.572,-4.746,0.09,13,2.5,K,HD 39833,88.75816,-0.50797
772,"HD 38529  ",27253,0.773,0.164,4.313,-5.007,2.72,,6.73,K,HD 38529,86.64547,1.16819
674,"HD 31452  ",22940,0.84,0.198,2.418,-4.909,0.4,40,4.94,K,HD 31452,74.04456,2.93418
654,"HD 30508  ",22319,0.846,0.182,4.4,-4.967,2.78,42,5.98,L,HD 30508,72.11523,2.71533
651,"HD 30286  ",22175,0.679,0.213,3.691,-4.763,-0.3,21,2.71,K,HD 30286,71.56874,3.26877
720,"HD 34745  ",24864,0.531,0.147,2.579,-5.047,-0.1,,7.48,K,HD 34745,79.95433,2.51361
710,"HD 33636  ",24205,0.58,0.174,3.026,-4.887,-0.4,15,4.55,K,HD 33636,77.94353,4.40354
672,"HD 31412  ",22919,0.55,0.186,3.245,-4.814,0.0,11,3.41,K,HD 31412,73.98284,4.67043
715,"HD 34445  ",24681,0.62,0.166,2.877,-4.945,0.54,21,5.59,K,HD 34445,79.42075,7.35335
562,"HD 25790  ",19070,0.752,0.18,4.369,-4.927,2.4,34,5.25,L,HD 25790,61.30983,-1.01182
585,"HD 27063  ",19925,0.64,0.262,4.525,-4.598,-0.3,12,1.12,K,HD 27063,64.12601,-0.57281
574,"HD 26257  ",19386,0.51,0.158,2.748,-4.962,0.29,10,5.9,K,HD 26257,62.28779,0.17897
561,"HD 25682  ",19024,0.759,0.165,2.269,-4.999,0.41,40,6.59,K,HD 25682,61.12782,0.24557
545,"HD 24521  ",18239,0.643,0.337,5.824,-4.441,0.34,7,0.4,K,HD 24521,58.52049,0.99982
478,"HD 20619  ",15442,0.59,0.197,3.433,-4.778,-0.7,13,2.9,K,HD 20619,49.75789,-2.84319
490,"HD 21316  ",16021,0.619,0.164,2.837,-4.959,0.48,22,5.84,K,HD 21316,51.57221,-1.03509
506,"HD 22282  ",16727,0.77,0.173,2.307,-4.968,0.51,39,6.0,K,HD 22282,53.80376,-0.7389
469,"HD 19994  ",14954,0.57,0.181,3.162,-4.843,0.95,13,3.84,L,HD 19994,48.19349,-1.1961
496,"HD 21585  ",16226,0.79,0.269,4.726,-4.685,4.93,26,1.84,L,HD 21585,52.26584,3.2487
479,"HD 20630  ",15457,0.68,0.379,6.554,-4.4,0.0,7,0.3,L,HD 20630,49.8404,3.3702
520,"HD 23221  ",17389,0.643,0.15,2.589,-5.06,1.08,,7.73,K,HD 23221,55.85288,0.44513
504,"HD 22211  ",16695,0.642,0.316,4.869,-4.478,3.89,8,0.52,L,HD 22211,53.7045,6.41769
626,"HD 28946  ",21272,0.79,0.226,2.571,-4.791,-0.1,31,3.07,K,HD 28946,68.45999,5.38503
484,"HIP 20705 ",20705,0.642,0.305,5.27,-4.501,0.0,9,0.61,K,HIP 20705,66.53676,6.05453
695,"HD 33021  ",23852,0.62,0.146,2.524,-5.085,0.68,,8.19,K,HD 33021,76.90964,9.47178
659,"HD 30663  ",22458,0.609,0.165,2.87,-4.945,0.93,20,5.58,K,HD 30663,72.48405,9.48956
670,"HD 31253  ",22826,0.53,0.15,2.622,-5.026,0.52,,7.09,K,HD 31253,73.68189,12.3522
584,"HD 26990  ",19911,0.599,0.275,4.762,-4.543,-0.3,8,0.8,K,HD 26990,64.06879,7.15946
593,"HD 27496  ",20273,0.83,0.171,4.354,-4.999,1.7,45,6.59,K,HD 27496,65.18335,8.409
487,"HIP 21091 ",21091,0.665,0.352,6.091,-4.43,0.32,7,0.37,K,HIP 21091,67.79613,11.24439
611,"HD 28237  ",20826,0.55,0.312,5.424,-4.438,0.02,4,0.39,K,HD 28237,66.94198,11.73642
612,"HD 28258  ",20850,0.839,0.407,3.441,-4.506,0.21,16,0.63,K,HD 28258,67.01848,13.86794
636,"HD 29528  ",21703,0.84,0.161,2.237,-5.045,0.69,,7.46,K,HD 29528,69.9021,13.1231
650,"HD 30246  ",22203,0.665,0.277,4.787,-4.577,0.14,13,0.99,K,HD 30246,71.62661,15.47205
635,"HD 29461  ",21654,0.62,0.339,5.875,-4.422,0.06,5,0.35,K,HD 29461,69.73881,14.10558
633,"HD 29310  ",21543,0.597,0.387,6.704,-4.332,0.06,3,0.17,L,HD 29310,69.38328,15.14645
599,"HD 27771  ",20492,0.855,0.486,3.819,-4.434,0.2,12,0.38,K,HD 27771,65.88471,14.67048
578,"HD 26756  ",19781,0.693,0.306,5.308,-4.533,0.0,12,0.75,K,HD 26756,63.60688,14.62503
627,"HD 28992  ",21317,0.631,0.302,5.235,-4.499,0.0,8,0.6,K,HD 28992,68.64712,15.50462
620,"HD 28462  ",20978,0.865,0.49,3.83,-4.442,0.0,12,0.4,K,HD 28462,67.49053,16.67284
601,"HD 27859  ",20577,0.599,0.273,4.737,-4.546,0.09,8,0.82,K,HD 27859,66.11802,16.88617
606,"HD 28099  ",20741,0.664,0.304,5.267,-4.516,0.12,10,0.67,K,HD 28099,66.66717,16.7469
2625,"HD 285773 ",20951,0.831,0.417,3.497,-4.484,0.0,14,0.54,K,HD 285773,67.38169,17.89318
810,"HD 42182  ",29208,0.89,0.194,2.356,-4.955,0.1,46,5.76,K,HD 42182,92.39963,5.6689
816,"HD 42618  ",29432,0.63,0.157,2.718,-5.005,-0.3,,6.7,K,HD 42618,93.00236,6.78307
785,"HD 39731  ",27932,0.873,0.155,4.304,-5.083,3.5,,8.15,K,HD 39731,88.64928,5.35369
851,"HD 46122  ",31118,0.82,0.488,5.588,-4.393,3.53,9,0.28,K,HD 46122,97.94191,6.78547
864,"HD 47157  ",31655,0.71,0.16,2.238,-5.01,0.44,,6.79,K,HD 47157,99.38249,9.14428
847,"HD 45652  ",30905,0.846,0.192,2.388,-4.93,0.59,42,5.31,K,HD 45652,97.30497,10.93389
835,"HD 44985  ",30552,0.52,0.149,2.614,-5.025,-0.4,,7.08,K,HD 44985,96.33435,11.23325
840,"HD 45194  ",30665,0.556,0.224,4.487,-4.664,1.97,9,1.64,L,HD 45194,96.66336,13.10117
755,"HD 37605  ",26664,0.827,0.165,2.26,-5.025,0.3,,7.07,K,HD 37605,85.0072,6.06058
723,"HD 34957  ",25033,0.751,0.187,2.373,-4.9,1.31,34,4.79,K,HD 34957,80.41216,10.32711
2612,"HD 244992 ",26129,0.661,0.273,4.719,-4.583,0.01,13,1.03,K,HD 244992,83.57331,11.9889
735,"HD 36308  ",25873,0.814,0.534,4.077,-4.342,0.1,6,0.19,K,HD 36308,82.84811,12.55609
807,"HD 41593  ",28954,0.814,0.467,3.746,-4.409,0.0,10,0.32,K,HD 41593,91.66866,15.54211
765,"HD 38308  ",27153,0.77,0.195,4.432,-4.877,4.19,34,4.4,K,HD 38308,86.34413,12.78933
789,"HD 39881  ",28066,0.65,0.151,2.608,-5.054,0.42,,7.62,K,HD 39881,89.0143,13.92491
793,"HD 40330  ",28312,0.606,0.143,2.492,-5.099,0.38,,8.44,K,HD 40330,89.73789,18.97986
863,"HD 47127  ",31660,0.717,0.165,2.264,-4.984,0.54,33,6.31,L,HD 47127,99.39125,12.18056
869,"HD 47381  ",31802,0.526,0.168,2.94,-4.9,0.65,10,4.77,L,HD 47381,99.73275,15.20683
853,"HD 46148  ",31164,0.692,0.449,5.399,-4.316,3.73,4,0.15,L,HD 46148,98.08623,15.70618
964,"HD 58781  ",36249,0.69,0.168,2.92,-4.959,0.13,30,5.84,K,HD 58781,111.96159,19.04479
924,"HD 53532  ",34271,0.702,0.404,3.43,-4.381,0.07,6,0.26,K,HD 53532,106.57001,22.68349
829,"HD 43947  ",30067,0.513,0.158,2.753,-4.962,-0.5,10,5.9,K,HD 43947,94.91739,16.01325
841,"HD 45210  ",30687,0.719,0.295,4.809,-4.574,3.02,15,0.98,K,HD 45210,96.7293,17.45158
852,"HD 46136  ",31158,0.541,0.308,4.808,-4.442,3.0,4,0.4,L,HD 46136,98.07731,17.78434
911,"HD 51419  ",33537,0.6,0.186,3.223,-4.835,-0.5,16,3.71,K,HD 51419,104.54896,22.47589
900,"HD 50554  ",33212,0.532,0.162,2.836,-4.939,-0.3,11,5.48,K,HD 50554,103.67844,24.24556
893,"HD 49736  ",32874,0.69,0.167,2.89,-4.968,0.9,29,6.0,L,HD 49736,102.75178,25.76036
902,"HD 50692  ",33277,0.561,0.155,2.709,-4.996,-0.3,16,6.53,K,HD 50692,103.82778,25.3757
727,"HD 35833  ",25589,0.666,0.163,4.278,-4.98,1.96,27,6.23,L,HD 35833,82.03852,16.43902
687,"HD 32259  ",23443,0.615,0.162,2.814,-4.966,0.0,21,5.97,K,HD 32259,75.58461,13.91024
698,"HD 33108  ",23938,0.627,0.151,2.62,-5.044,0.71,,7.43,K,HD 33108,77.16351,13.96637
678,"HD 31609  ",23069,0.737,0.303,2.942,-4.573,0.0,16,0.97,K,HD 31609,74.45627,14.00219
683,"HD 31966  ",23286,0.627,0.149,2.578,-5.062,0.61,,7.76,K,HD 31966,75.14081,14.38381
783,"HD 39587  ",27913,0.59,0.379,6.583,-4.339,-0.2,3,0.18,L,HD 39587,88.59576,20.27617
745,"HD 37124  ",26381,0.67,0.179,3.1,-4.897,-0.1,25,4.72,K,HD 37124,84.26036,20.73079
661,"HD 30712  ",22505,0.74,0.329,3.07,-4.527,0.73,14,0.72,K,HD 30712,72.64091,15.08345
693,"HD 32923  ",23835,0.65,0.151,2.612,-5.052,0.88,,7.58,K,HD 32923,76.86252,18.64505
640,"HD 29836  ",21923,0.66,0.148,2.564,-5.075,0.9,,8.0,L,HD 29836,70.71544,18.72043
631,"HD 29104  ",21408,0.754,0.224,4.542,-4.772,4.85,28,2.83,L,HD 29104,68.92733,19.88179
656,"HD 30572  ",22446,0.623,0.248,4.289,-4.624,0.5,12,1.32,K,HD 30572,72.45013,23.39576
669,"HD 31018  ",22729,0.664,0.15,4.225,-5.066,2.07,,7.83,K,HD 31018,73.34185,24.17736
694,"HD 32963  ",23884,0.63,0.151,2.615,-5.046,-0.1,,7.47,K,HD 32963,76.98235,26.32796
2614,"HD 256714 ",30561,0.68,0.154,2.675,-5.037,0.28,,7.3,K,HD 256714,96.36354,29.57109
734,"HD 36215  ",25871,0.631,0.157,4.244,-5.008,1.93,,6.75,K,HD 36215,82.84479,27.76905
