main_id,ra,dec,hd,gj,hip,wds,sp_type,sp_bibcode,plx_value,plx_err,plx_bibcode,v,v_err,v_bibcode,g,g_err,g_bibcode,i,i_err,i_bibcode,r,r_err,r_bibcode
G 268-131,17.3280263080863,-24.5065785157956,,GJ  2021,,,M4,1974A&A....36..155T,55.9197,0.0704,2018yCat.1345....0G,14.54,0.02,2012yCat.1322....0Z,13.0294,9.0E-4,2018yCat.1345....0G,11.52,0.04,2005yCat.2263....0T,14.242,0.09,2012yCat.1322....0Z
G 264-22,333.8589444800464,66.2243665961945,,GJ  4267,,,M3V,2014AJ....147...20N,55.9143,0.0517,2018yCat.1345....0G,12.892,0.01,2012yCat.1322....0Z,11.6246,9.0E-4,2018yCat.1345....0G,10.1,,2003AJ....125..984M,12.442,0.06,2012yCat.1322....0Z
G  45-33,166.4297296363622,10.2359450065938,,GJ  3643,HIP  54227,,M3.0Ve,2013AJ....145..102L,55.9143,0.0441,2018yCat.1345....0G,12.369,,2010MNRAS.403.1949K,11.2788,8.0E-4,2018yCat.1345....0G,9.947,,2010MNRAS.403.1949K,11.291,,2010MNRAS.403.1949K
LP  762-3,348.0471049564704,-14.103351905039167,,GJ  4316,,,M3,,55.8925,0.0654,2018yCat.1345....0G,12.974,0.01,2012yCat.1322....0Z,11.7846,6.0E-4,2018yCat.1345....0G,,,,12.623,0.05,2012yCat.1322....0Z
G 207-22,288.1224986799211,35.5645431443134,,GJ  4105,,,M2V,1995AJ....110.1838R,55.8763,0.0407,2018yCat.1345....0G,11.99,,2001KFNT...17e.409K,10.9981,7.0E-4,2018yCat.1345....0G,9.5,,2003AJ....125..984M,11.619,0.04,2012yCat.1322....0Z
G 203-63,260.19294614724794,49.255614238331944,,GJ  1216,,,M4V,2014AJ....147...20N,55.8526,0.1018,2018yCat.1345....0G,14.4,,,13.0817,6.0E-4,2018yCat.1345....0G,11.1,,2003AJ....125..984M,13.6,,2003AJ....125..984M
Ross 1002,170.9887473022008,-18.363542094503888,,GJ  3659,,,M3,1985ApJS...59..197B,55.6175,0.0815,2018yCat.1345....0G,13.11,0.03,2012yCat.1322....0Z,11.9033,8.0E-4,2018yCat.1345....0G,10.53,,2008MNRAS.389..585C,12.73,0.04,2012yCat.1322....0Z
Ross  488,204.7226542837382,-2.2631303354704,,GJ  3796,,,M3,1985ApJS...59..197B,55.4297,0.069,2018yCat.1345....0G,12.12,,,11.1137,0.0015,2018yCat.1345....0G,,,,,,
G 217-18,355.9720901666298,61.037617080075,,,,,M3.0V,2015A&A...577A.128A,55.4231,0.0455,2018yCat.1345....0G,13.62,,2001KFNT...17e.409K,12.2151,3.0E-4,2018yCat.1345....0G,10.7,,2003AJ....125..984M,13.7,,2003AJ....125..984M
Wolf 1034,335.0552498544291,6.7255500612607,,,,,M3.0V,2015A&A...577A.128A,55.4223,0.0946,2018yCat.1345....0G,13.416,0.01,2012yCat.1322....0Z,12.1973,8.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,12.989,0.08,2012yCat.1322....0Z
LP  864-14,262.4424813648401,-25.0648951750716,,,,,M3.5,2004AJ....128..463R,55.3909,0.8056,2018yCat.1345....0G,13.519,0.02,2012yCat.1322....0Z,12.2233,5.0E-4,2018yCat.1345....0G,,,,13.62,0.09,2012yCat.1322....0Z
EGM  95,5.483519844208,-31.4060589616923,,GJ  1009,HIP   1734,,M1.5,2010MNRAS.403.1949K,55.39,0.0379,2018yCat.1345....0G,11.13,,2010MNRAS.403.1949K,10.1771,8.0E-4,2018yCat.1345....0G,8.919,,2010MNRAS.403.1949K,10.121,,2010MNRAS.403.1949K
LP  630-81,276.568970427779,1.7724952609903,,,,,M4V,2014AJ....147...20N,55.3268,0.094,2018yCat.1345....0G,14.94,,2009AJ....137.4109L,13.2959,6.0E-4,2018yCat.1345....0G,11.67,,2009AJ....137.4109L,14.4,,2003AJ....125..984M
G 241-44,346.648668514861,71.7237554668812,,GJ  4311,,,M2.0Ve,2013AJ....145..102L,55.3014,0.0459,2018yCat.1345....0G,12.13,0.18,2000A&A...355L..27H,10.8345,5.0E-4,2018yCat.1345....0G,10.9,,2003AJ....125..984M,11.4,,2003AJ....125..984M
V* EK Cet,47.5644662810651,5.9087420458413,,GJ  3205,HIP  14731,,M2.5Ve,2013AJ....145..102L,55.2336,0.0555,2018yCat.1345....0G,11.847,,2010MNRAS.403.1949K,10.8818,8.0E-4,2018yCat.1345....0G,9.571,,2010MNRAS.403.1949K,10.822,,2010MNRAS.403.1949K
G 184-36,282.9202518446679,24.4589479097271,,GJ  4084,,,M3.0Ve,2013AJ....145..102L,55.2149,0.0356,2018yCat.1345....0G,12.98,0.22,2000A&A...355L..27H,11.6449,6.0E-4,2018yCat.1345....0G,,,,12.322,0.05,2012yCat.1322....0Z
G   2-33,19.4718778163839,5.4739307266051,,GJ  3084,HIP   6069,,M1V,1986AJ.....92..139S,55.2084,0.0527,2018yCat.1345....0G,10.791,,2010MNRAS.403.1949K,10.1927,8.0E-4,2018yCat.1345....0G,8.923,,2010MNRAS.403.1949K,9.911,,2010MNRAS.403.1949K
CD-53  1213,82.73834413698042,-53.51451632293944,,,,,M2e,2014MNRAS.443.2561G,55.1877,0.0261,2018yCat.1345....0G,11.212,0.01,2012yCat.1322....0Z,10.3059,7.0E-4,2018yCat.1345....0G,,,,10.82,0.03,2012yCat.1322....0Z
G  17-38,252.7241197678748,-4.843071555957,,GJ  3975,,,M3.5,,55.1623,0.0552,2018yCat.1345....0G,,,,12.2344,4.0E-4,2018yCat.1345....0G,,,,13.143,0.09,2012yCat.1322....0Z
BD+11  3149,259.0026530440667,11.057670468865835,,GJ  3998,HIP  84460,,M1V,1986AJ.....92..139S,55.0799,0.0497,2018yCat.1345....0G,10.828,,2010MNRAS.403.1949K,9.9834,7.0E-4,2018yCat.1345....0G,8.767,,2010MNRAS.403.1949K,9.858,,2010MNRAS.403.1949K
Wolf  427,188.7529394686873,9.828490847887199,,GJ   476,HIP  61413,,M1V,1986AJ.....92..139S,55.0431,0.0459,2018yCat.1345....0G,11.405,,2010MNRAS.403.1949K,10.4445,6.0E-4,2018yCat.1345....0G,9.171,,2010MNRAS.403.1949K,10.413,,2010MNRAS.403.1949K
TYC 5245-1097-1,346.8328299383969,-4.2591178248202,,,,WDS J23073-0416A,M1,2014MNRAS.443.2561G,54.928,0.5481,2018yCat.1345....0G,10.7,0.01,2012yCat.1322....0Z,9.9627,9.0E-4,2018yCat.1345....0G,,,,10.478,0.03,2012yCat.1322....0Z
G 124-72,221.9799212600487,-3.1598433584133,,GJ  1185,,,M3,1985ApJS...59..197B,54.8984,0.0663,2018yCat.1345....0G,13.286,0.04,2012yCat.1322....0Z,12.3062,4.0E-4,2018yCat.1345....0G,,,,12.925,0.15,2012yCat.1322....0Z
BD+33  1505,109.8803140727447,32.8300936393076,,GJ   270,HIP  35495,,M0V,1991ApJS...77..417K,54.8734,0.0422,2018yCat.1345....0G,10.05,0.05,2000A&A...355L..27H,9.3516,8.0E-4,2018yCat.1345....0G,8.4,,2003AJ....125..984M,9.513,0.02,2012yCat.1322....0Z
L  130-37,67.0237634396286,-62.1569816265738,,,,,M3.5,2007AJ....133.2825R,54.8214,0.0368,2018yCat.1345....0G,13.052,0.01,2012yCat.1322....0Z,11.7688,7.0E-4,2018yCat.1345....0G,,,,12.762,0.07,2012yCat.1322....0Z
LP  920-61,263.2740503851981,-30.5859344675989,,,,,M2.5,2004AJ....128..463R,54.8138,0.0626,2018yCat.1345....0G,13.0,,2014yCat....1.2023S,12.5063,7.0E-4,2018yCat.1345....0G,,,,,,
G 200-46,218.0605944676815,49.651644402128,,GJ  3858,,,M3.5,,54.743,0.0321,2018yCat.1345....0G,13.339,0.02,2012yCat.1322....0Z,12.0747,3.0E-4,2018yCat.1345....0G,10.2,,2003AJ....125..984M,12.96,0.05,2012yCat.1322....0Z
CD-23 10062,173.6581564117301,-23.8708755642692,,GJ  3671,HIP  56466,,M0V,1986AJ.....92..139S,54.7349,0.0545,2018yCat.1345....0G,11.166,,2010MNRAS.403.1949K,10.3516,5.0E-4,2018yCat.1345....0G,9.196,,2010MNRAS.403.1949K,10.211,,2010MNRAS.403.1949K
NLTT 44988,263.2754899795173,-30.5855913237026,,,,,M3.5,2004AJ....128..463R,54.7123,0.0635,2018yCat.1345....0G,,,,12.4496,6.0E-4,2018yCat.1345....0G,,,,,,
G  32-59,14.1598878300775,17.4597096481108,,GJ  1024,,,M4,,54.7079,0.0796,2018yCat.1345....0G,13.732,0.03,2012yCat.1322....0Z,12.3479,6.0E-4,2018yCat.1345....0G,10.6,,2003AJ....125..984M,13.355,0.12,2012yCat.1322....0Z
Ross  769,316.2224226451617,-16.9588746517766,,GJ   817,HIP 104059,,M1.5V,1997AJ....113..806G,54.6973,0.0445,2018yCat.1345....0G,11.467,,2010MNRAS.403.1949K,10.6202,5.0E-4,2018yCat.1345....0G,9.421,,2010MNRAS.403.1949K,10.505,,2010MNRAS.403.1949K
BD-06  3950,213.3799752563939,-6.9589828671119,,GJ  9472,HIP  69485,,M0V,1986AJ.....92..139S,54.6849,0.0617,2018yCat.1345....0G,10.139,,2010MNRAS.403.1949K,9.4745,6.0E-4,2018yCat.1345....0G,8.402,,2010MNRAS.403.1949K,9.246,,2010MNRAS.403.1949K
G 167-51,233.9421956554431,22.1510413695237,,GJ  3913,,,M3.5Ve,2013AJ....145..102L,54.5662,0.0698,2018yCat.1345....0G,12.713,0.03,2012yCat.1322....0Z,11.4958,0.0011,2018yCat.1345....0G,10.1,,2003AJ....125..984M,12.48,0.06,2012yCat.1322....0Z
L  275-26,293.5164588865944,-52.4205953219425,,GJ  4112,,,M4V,1974PhDT........10S,54.5419,0.0691,2018yCat.1345....0G,12.889,0.085,2014AJ....148...81M,11.6072,8.0E-4,2018yCat.1345....0G,10.203,0.02,2005yCat.2263....0T,12.534,0.07,2012yCat.1322....0Z
G  49-32,149.1123196022601,22.6502977664244,,GJ  3573,,,M4V,2014AJ....147...20N,54.49,0.0855,2018yCat.1345....0G,14.196,0.09,2012yCat.1322....0Z,12.7183,7.0E-4,2018yCat.1345....0G,10.9,,2003AJ....125..984M,13.817,0.14,2012yCat.1322....0Z
UCAC4 811-019485,149.9390684270027,72.1999509879557,,,,,M3.5V,2015A&A...577A.128A,54.4794,0.0388,2018yCat.1345....0G,13.135,0.07,2012yCat.1322....0Z,11.8926,4.0E-4,2018yCat.1345....0G,,,,12.775,0.08,2012yCat.1322....0Z
Ross  690,185.7506693852827,64.0308232714215,,GJ   463,HIP  60398,,M3V,1995AJ....110.1838R,54.4509,0.0321,2018yCat.1345....0G,13.481,0.007,2000A&A...355L..27H,10.5462,4.0E-4,2018yCat.1345....0G,,,,10.9,,2003AJ....125..984M
BD+26  1715,121.4937712875188,26.2813567760097,,GJ  3478,,,M0,1986AJ.....91..144S,54.436,0.0536,2018yCat.1345....0G,10.24,0.04,2000A&A...355L..27H,9.4706,5.0E-4,2018yCat.1345....0G,,,,,,
G 270-164,17.5729625220701,-11.8548362169387,,,,,M3.0,2005A&A...442..211S,54.4275,0.1107,2018yCat.1345....0G,12.663,,2008MNRAS.389..585C,11.3904,0.0017,2018yCat.1345....0G,10.031,,2008MNRAS.389..585C,11.52,,2008MNRAS.389..585C
G 159-34,31.11458255382708,-1.8824627837355556,,GJ  3132,,,M4.48,2015ApJ...802L..10T,54.3863,0.0723,2018yCat.1345....0G,13.797,0.02,2012yCat.1322....0Z,12.4997,7.0E-4,2018yCat.1345....0G,,,,13.414,0.07,2012yCat.1322....0Z
TYC 7722-1583-1,159.9391962192666,-44.5102684243723,,,,,M3,2014MNRAS.443.2561G,54.3475,0.1528,2018yCat.1345....0G,11.77,0.03,2012yCat.1322....0Z,10.6906,5.0E-4,2018yCat.1345....0G,,,,11.336,0.02,2012yCat.1322....0Z
UCAC4 470-039415,127.3413037527039,3.919261676923,,,,,M2.5Ve,2013AJ....145..102L,54.3163,0.0795,2018yCat.1345....0G,11.437,0.01,2012yCat.1322....0Z,10.438,6.0E-4,2018yCat.1345....0G,,,,11.036,0.03,2012yCat.1322....0Z
G 247-39,73.4173390244213,62.3176906680834,,,,,M3.5V,2015A&A...577A.128A,54.2081,0.0554,2018yCat.1345....0G,13.343,0.05,2012yCat.1322....0Z,12.0914,6.0E-4,2018yCat.1345....0G,10.6,,2003AJ....125..984M,12.973,0.07,2012yCat.1322....0Z
G 223-74,219.2207891802526,58.3486012828241,,GJ  3861,,,M3.0V,2013AJ....145..102L,54.1471,0.0424,2018yCat.1345....0G,11.66,,2001KFNT...17e.409K,10.7012,8.0E-4,2018yCat.1345....0G,9.1,,2003AJ....125..984M,10.9,,2003AJ....125..984M
L  239-39,108.2252329551516,-52.3348947478027,,,,,M3e,2014MNRAS.443.2561G,54.1457,0.024,2018yCat.1345....0G,12.8,,1995GCTP..C......0V,11.6085,5.0E-4,2018yCat.1345....0G,,,,12.429,0.08,2012yCat.1322....0Z
GSC 00143-02035,92.8333420309794,7.1842555182641,,,,,M4Ve,2006A&A...460..695T,54.0812,0.0588,2018yCat.1345....0G,14.0,,2006A&A...460..695T,12.688,6.0E-4,2018yCat.1345....0G,,,,,,
G 138-39,248.1882974531991,12.61277714541,,GJ  1203,HIP  81018,,M3.0Ve,2013AJ....145..102L,54.0491,0.1455,2018yCat.1345....0G,12.158,,2010MNRAS.403.1949K,11.0548,0.0015,2018yCat.1345....0G,9.771,,2010MNRAS.403.1949K,11.115,,2010MNRAS.403.1949K
G 139-39,261.91615997203377,14.483857184446387,,GJ  1219,,,M4V,2014AJ....147...20N,54.0422,0.0452,2018yCat.1345....0G,13.747,0.02,2012yCat.1322....0Z,12.5127,5.0E-4,2018yCat.1345....0G,,,,13.389,0.08,2012yCat.1322....0Z
UCAC4 601-033776,97.5424231976531,30.0609429708916,,,,,M4.0V,2014AJ....148...36A,53.9887,0.0625,2018yCat.1345....0G,,,,13.195,6.0E-4,2018yCat.1345....0G,,,,,,
UCAC3 310-86581,277.8407733874573,64.9036919523743,,,,,M3.5V,2015A&A...577A.128A,53.9836,0.0347,2018yCat.1345....0G,13.421,0.01,2012yCat.1322....0Z,12.2744,4.0E-4,2018yCat.1345....0G,,,,13.25,0.07,2012yCat.1322....0Z
Wolf  346,152.1754980811391,35.546983925313,,,,,M1.5,2004AJ....128..463R,53.9592,0.0482,2018yCat.1345....0G,12.728,0.06,2012yCat.1322....0Z,11.7284,5.0E-4,2018yCat.1345....0G,10.2,,2003AJ....125..984M,12.404,0.08,2012yCat.1322....0Z
G 128-3,341.9753742559181,31.8709931424027,,GJ  4297,,,M3,,53.9253,0.0517,2018yCat.1345....0G,12.913,0.05,2012yCat.1322....0Z,11.7817,5.0E-4,2018yCat.1345....0G,10.2,,2003AJ....125..984M,12.495,0.08,2012yCat.1322....0Z
UCAC4 505-095429,283.5713290175457,10.9692333134401,,,,,M4.0V,2015A&A...577A.128A,53.8892,0.0591,2018yCat.1345....0G,,,,12.3744,6.0E-4,2018yCat.1345....0G,,,,13.415,0.08,2012yCat.1322....0Z
L  850-62,285.81935788428,-13.5680645194041,,GJ   741,,,M4:,1985ApJS...59..197B,53.8135,0.0545,2018yCat.1345....0G,14.71,,1995GCTP..C......0V,13.447,7.0E-4,2018yCat.1345....0G,,,,,,
BD-21  4352,246.3041926140236,-21.9373623424054,,GJ   622,HIP  80440,,M0V,1986AJ.....92..139S,53.8069,0.0507,2018yCat.1345....0G,10.377,,2010MNRAS.403.1949K,9.6754,5.0E-4,2018yCat.1345....0G,8.591,,2010MNRAS.403.1949K,9.474,,2010MNRAS.403.1949K
UCAC4 131-003036,50.2157655594265,-63.8645604310224,,,,,M4,2013A&A...556A..15R,53.8001,0.0384,2018yCat.1345....0G,13.433,,2012yCat.1322....0Z,12.0998,4.0E-4,2018yCat.1345....0G,,,,13.178,0.07,2012yCat.1322....0Z
G 205-29,278.8243591821137,41.4874792284615,,GJ  4064,,,M2.0Ve,2013AJ....145..102L,53.7631,0.0358,2018yCat.1345....0G,11.75,0.03,2012yCat.1322....0Z,10.8888,4.0E-4,2018yCat.1345....0G,,,,11.322,0.08,2012yCat.1322....0Z
Wolf   87,27.0165540607196,21.2067383463934,,GJ  3114,HIP   8382,,M2.5Ve,2013AJ....145..102L,53.753,0.0748,2018yCat.1345....0G,12.156,,2010MNRAS.403.1949K,11.1035,0.0013,2018yCat.1345....0G,9.783,,2010MNRAS.403.1949K,11.095,,2010MNRAS.403.1949K
CD-22   526,23.1091760555186,-21.905122470231,,GJ  3098,HIP   7170,,M1.5Vk:,2006AJ....132..161G,53.7324,0.0354,2018yCat.1345....0G,11.155,,2010MNRAS.403.1949K,10.2903,5.0E-4,2018yCat.1345....0G,9.091,,2010MNRAS.403.1949K,10.179,,2010MNRAS.403.1949K
G  56-26,168.8017273040224,19.4533128410126,,GJ  3652,,,M3.5Ve,2013AJ....145..102L,53.7278,0.0516,2018yCat.1345....0G,12.925,0.02,2012yCat.1322....0Z,11.7057,7.0E-4,2018yCat.1345....0G,10.1,,2003AJ....125..984M,12.701,0.09,2012yCat.1322....0Z
G 118-51,155.00334387257627,28.9535428529575,,,,,M3.0V,2015A&A...577A.128A,53.715,0.0462,2018yCat.1345....0G,12.991,0.01,2012yCat.1322....0Z,11.9092,5.0E-4,2018yCat.1345....0G,10.3,,2003AJ....125..984M,12.587,0.05,2012yCat.1322....0Z
G 260-38,299.5686555235507,65.0385420043785,,,,,M3.5Ve,2013AJ....145..102L,53.7015,0.0342,2018yCat.1345....0G,,,,11.5834,6.0E-4,2018yCat.1345....0G,10.0,,2003AJ....125..984M,12.408,0.07,2012yCat.1322....0Z
G 194-52,135.9289674575529,52.0479648368249,,,,,M3.5Ve,2013AJ....145..102L,53.6837,0.0588,2018yCat.1345....0G,12.95,0.02,2012yCat.1322....0Z,11.7847,6.0E-4,2018yCat.1345....0G,10.2,,2003AJ....125..984M,12.651,0.1,2012yCat.1322....0Z
LP  833-23,60.1192272696367,-25.8811798511455,,,,,M3.0,2005A&A...442..211S,53.5905,0.0448,2018yCat.1345....0G,13.16,,,12.1827,5.0E-4,2018yCat.1345....0G,,,,,,
NLTT 18279,115.5405497698498,50.0743534533396,,,,,M2.5Ve,2013AJ....145..102L,53.5689,1.4164,2018yCat.1345....0G,12.074,0.06,2012yCat.1322....0Z,11.0649,7.0E-4,2018yCat.1345....0G,9.7,,2003AJ....125..984M,11.674,0.04,2012yCat.1322....0Z
L   66-86,173.74876561338792,-74.60253952039471,,,,,M2,2014MNRAS.443.2561G,53.5065,0.0385,2018yCat.1345....0G,,,,10.2032,8.0E-4,2018yCat.1345....0G,,,,10.705,0.02,2012yCat.1322....0Z
LP  903-20,151.1613591496943,-33.5859808299743,,,,,M4,2013AJ....146..161M,53.4639,0.086,2018yCat.1345....0G,,,,12.908,4.0E-4,2018yCat.1345....0G,11.46,0.07,2005yCat.2263....0T,14.14,0.1,2012yCat.1322....0Z
G  13-51,189.6969587807254,-4.3214055457925,,GJ  1162,,,M4.26,2015ApJ...802L..10T,53.3899,0.0822,2018yCat.1345....0G,13.539,0.02,2012yCat.1322....0Z,12.2299,3.0E-4,2018yCat.1345....0G,10.82,,2008MNRAS.389..585C,13.312,0.1,2012yCat.1322....0Z
L   86-67,3.9311769063637,-67.9933477378045,,GJ  3019,,WDS J00157-6800B,M2.5,2004AJ....128..463R,53.3568,0.0307,2018yCat.1345....0G,12.531,0.01,2012yCat.1322....0Z,11.4551,6.0E-4,2018yCat.1345....0G,10.11,,2004AJ....128..463R,12.089,0.05,2012yCat.1322....0Z
UCAC4 244-182839,315.2659160769268,-41.2425790242815,,,,,M4,2006AJ....132..866R,53.3051,0.0962,2018yCat.1345....0G,14.486,0.01,2012yCat.1322....0Z,13.0209,9.0E-4,2018yCat.1345....0G,,,,14.305,0.11,2012yCat.1322....0Z
LP  709-18,30.4327829881759,-10.2914014583471,,,,,M4,2006AJ....132..866R,53.3046,0.0778,2018yCat.1345....0G,14.477,,,13.0546,7.0E-4,2018yCat.1345....0G,,,,,,
GJ  4074,281.4894091676284,-28.9315727795513,,GJ  4074,,,M4,,53.2867,0.5818,2018yCat.1345....0G,12.61,0.03,2012yCat.1322....0Z,11.3692,6.0E-4,2018yCat.1345....0G,,,,12.39,0.03,2012yCat.1322....0Z
L   86-66,3.9646928864965,-67.9977286144217,,GJ  3018,,WDS J00157-6800A,M0.5,2004AJ....128..463R,53.2666,0.022,2018yCat.1345....0G,10.915,0.01,2012yCat.1322....0Z,10.1064,9.0E-4,2018yCat.1345....0G,,,,10.479,0.02,2012yCat.1322....0Z
UCAC4 243-189541,315.2289356179312,-41.5288841424682,,,,,M4,2006AJ....132..866R,53.2476,0.0634,2018yCat.1345....0G,13.785,0.02,2012yCat.1322....0Z,12.4204,7.0E-4,2018yCat.1345....0G,,,,13.439,0.08,2012yCat.1322....0Z
UCAC4 516-019538,90.4403832870199,13.0837539722135,,,,,M2.5V,2013AJ....145..102L,53.2202,0.0482,2018yCat.1345....0G,12.043,0.01,2012yCat.1322....0Z,11.0334,0.001,2018yCat.1345....0G,9.4,,2003AJ....125..984M,11.546,0.04,2012yCat.1322....0Z
L  532-21,134.7721528845098,-31.2240594411357,,GJ  1118,,,M4:,1985ApJS...59..197B,53.1853,0.0535,2018yCat.1345....0G,13.8,,,12.4138,5.0E-4,2018yCat.1345....0G,,,,13.46,0.1,2012yCat.1322....0Z
TYC  460-624-1,281.2927899097061,6.3377587718342,,,,,M1.0V,2013AJ....145..102L,53.0546,0.1001,2018yCat.1345....0G,10.763,0.036,2012AcA....62...67K,10.0038,0.0021,2018yCat.1345....0G,8.8,0.03,2012AcA....62...67K,10.381,0.01,2012yCat.1322....0Z
GJ  3321,75.4607111996628,3.7653454254596,,GJ  3321,,,M1.5Ve,2013AJ....145..102L,53.0273,0.0396,2018yCat.1345....0G,11.301,0.02,2012yCat.1322....0Z,10.4201,5.0E-4,2018yCat.1345....0G,9.9,,2003AJ....125..984M,10.816,0.03,2012yCat.1322....0Z
G 130-63,4.7233052685063,27.8138525164334,,GJ  3027,,,M4V,2014AJ....147...20N,53.0094,0.0632,2018yCat.1345....0G,13.881,0.04,2012yCat.1322....0Z,12.5156,4.0E-4,2018yCat.1345....0G,10.8,,2003AJ....125..984M,13.498,0.08,2012yCat.1322....0Z
UCAC4 452-113548,307.5079062178771,0.3986433472545,,,,,M4.0V,2015A&A...577A.128A,52.9847,0.8056,2018yCat.1345....0G,14.552,0.02,2012yCat.1322....0Z,13.1069,0.0042,2018yCat.1345....0G,,,,14.258,0.17,2012yCat.1322....0Z
UCAC4 542-145790,342.2274483349927,18.3330477681692,,,,,M4.0V,2015A&A...577A.128A,52.9142,0.0993,2018yCat.1345....0G,14.535,0.04,2014AJ....148...36A,13.0342,8.0E-4,2018yCat.1345....0G,,,,14.159,0.16,2012yCat.1322....0Z
LP  733-99,170.0254353080854,-10.4963126891104,,,,,M2.0V,2015A&A...577A.128A,52.8886,0.0465,2018yCat.1345....0G,11.25,0.04,2012yCat.1322....0Z,10.296,0.0011,2018yCat.1345....0G,,,,10.887,0.04,2012yCat.1322....0Z
L  626-41,243.5914015255142,-28.5101804723908,,GJ  3945,,,M3.5,2004AJ....128..463R,52.8628,0.0653,2018yCat.1345....0G,12.907,0.05,2012yCat.1322....0Z,11.7133,0.001,2018yCat.1345....0G,10.29,,2004AJ....128..463R,12.663,0.06,2012yCat.1322....0Z
LSPM J0801+2342,120.431596031496,23.707580269998,,,,,M1.5Ve,2013AJ....145..102L,52.86,0.409,2018yCat.1345....0G,10.98,0.08,2000A&A...355L..27H,10.0568,0.0014,2018yCat.1345....0G,,,,10.44,0.03,2012yCat.1322....0Z
Ross  972,195.0164724875455,-5.6299450370196,,GJ  3758,,,M3,2014MNRAS.443.2561G,52.8289,0.1451,2018yCat.1345....0G,12.581,0.04,2012yCat.1322....0Z,11.3722,0.0019,2018yCat.1345....0G,,,,12.267,0.06,2012yCat.1322....0Z
UCAC4 468-040412,129.3759107080361,3.5627501482395,,,,,M4.0V,2015A&A...577A.128A,52.8168,0.0756,2018yCat.1345....0G,14.346,0.02,2012yCat.1322....0Z,12.9156,4.0E-4,2018yCat.1345....0G,,,,14.019,0.11,2012yCat.1322....0Z
BD-15  4394,252.1915027623065,-15.7389329264377,,GJ  3973,HIP  82283,,M1.5Vk:,2006AJ....132..161G,52.7356,0.0506,2018yCat.1345....0G,10.887,,2010MNRAS.403.1949K,10.0216,6.0E-4,2018yCat.1345....0G,8.81,,2010MNRAS.403.1949K,9.913,,2010MNRAS.403.1949K
Wolf   33,12.8743178641575,58.3020276073318,,GJ    38,HIP   4012,,M0.0Ve,2013AJ....145..102L,52.7035,0.0337,2018yCat.1345....0G,10.64,0.04,2000A&A...355L..27H,9.9619,4.0E-4,2018yCat.1345....0G,8.995,0.077,2006PASP..118.1666D,9.8,,2003AJ....125..984M
CD-57  8545,335.888763051183,-57.2206280782472,,GJ   855,HIP 110534,,M1Vk:,2010MNRAS.403.1949K,52.6817,0.0413,2018yCat.1345....0G,10.708,,2010MNRAS.403.1949K,9.8946,6.0E-4,2018yCat.1345....0G,8.701,,2010MNRAS.403.1949K,9.748,,2010MNRAS.403.1949K
UCAC4 377-079713,257.5791465890724,-14.7492589101355,,,,,M2,2014MNRAS.443.2561G,52.6591,0.0557,2018yCat.1345....0G,11.907,0.05,2012yCat.1322....0Z,10.9087,9.0E-4,2018yCat.1345....0G,,,,11.612,0.04,2012yCat.1322....0Z
G 250-34,106.9601208003011,67.2013315156302,,GJ  3425,HIP  34392,,M1.5Ve,2013AJ....145..102L,52.6548,0.1049,2018yCat.1345....0G,11.15,0.06,2000A&A...355L..27H,10.2776,8.0E-4,2018yCat.1345....0G,9.5,,2003AJ....125..984M,10.708,0.02,2012yCat.1322....0Z
UCAC3 244-106602,214.9446714962481,31.6177017118852,,,,,M4.0,2007AJ....133.2825R,52.6147,0.0666,2018yCat.1345....0G,14.32,0.01,2012yCat.1322....0Z,12.9806,5.0E-4,2018yCat.1345....0G,,,,14.17,0.1,2012yCat.1322....0Z
TYC 8109-1577-1,92.2821395407593,-49.8880692913928,,,,,M1,2014MNRAS.443.2561G,52.6134,0.0228,2018yCat.1345....0G,10.983,0.034,2014AJ....148...81M,10.1543,7.0E-4,2018yCat.1345....0G,9.296,0.03,2005yCat.2263....0T,10.607,0.02,2012yCat.1322....0Z
LP  771-72,45.6585582191756,-18.1663250070084,,"GJ  9108,GJ   121.1",HIP  14165,,M2.5V,2015A&A...577A.128A,52.4383,0.0787,2018yCat.1345....0G,11.792,,2010MNRAS.403.1949K,10.7574,0.001,2018yCat.1345....0G,9.463,,2010MNRAS.403.1949K,10.746,,2010MNRAS.403.1949K
UCAC4 410-007810,76.5575234410242,-8.1187335624915,,,,,M4.0,2007AJ....133.2825R,52.3361,0.0523,2018yCat.1345....0G,13.611,0.03,2012yCat.1322....0Z,12.3491,4.0E-4,2018yCat.1345....0G,,,,13.321,0.14,2012yCat.1322....0Z
L  559-194,268.512463776627,-34.6717096780822,,GJ  2133,,,M3.5,,52.314,0.0541,2018yCat.1345....0G,13.568,0.01,2012yCat.1322....0Z,12.2853,5.0E-4,2018yCat.1345....0G,,,,13.184,0.09,2012yCat.1322....0Z
G  63-32,202.3387976400024,11.4407366338468,,GJ   513,,,M3V,2014AJ....147...20N,52.3013,0.0495,2018yCat.1345....0G,11.92,0.15,2000A&A...355L..27H,11.0142,8.0E-4,2018yCat.1345....0G,10.2,,2003AJ....125..984M,11.83,0.05,2012yCat.1322....0Z
