main_id,ra,dec,hd,gj,hip,wds,sp_type,sp_bibcode,plx_value,plx_err,plx_bibcode,v,v_err,v_bibcode,g,g_err,g_bibcode,i,i_err,i_bibcode,r,r_err,r_bibcode
G 156-63,343.69394950000003,-5.4745742,,GJ  4302,,,M4,1996AJ....112.2799H,93.6,24.4,1995GCTP..C......0V,,,,12.5865,7.0E-4,2018yCat.1345....0G,11.21,,2007A&A...464..787S,13.61,0.09,2012yCat.1322....0Z
V* V857 Cen,172.9438049373463,-41.0464367279558,,GJ   431,HIP  56244,,M3.5,2006AJ....132..866R,93.0715,0.0833,2018yCat.1345....0G,11.535,,2010MNRAS.403.1949K,10.233,9.0E-4,2018yCat.1345....0G,8.838,0.016,2012AcA....62...67K,10.384,,2010MNRAS.403.1949K
CD-23  9765,167.3806042228062,-24.5986439411765,,"GJ  9349,GJ   413.1",HIP  54532,,M2V,1986AJ.....92..139S,92.7821,0.0538,2018yCat.1345....0G,10.446,,2010MNRAS.403.1949K,9.4615,6.0E-4,2018yCat.1345....0G,8.194,,2010MNRAS.403.1949K,9.425,,2010MNRAS.403.1949K
Ross  145,280.4959820294051,31.8304893406284,,GJ  4070,HIP  91699,,M2V,1986AJ.....92..139S,92.5881,0.0332,2018yCat.1345....0G,13.126,0.006,2000A&A...355L..27H,10.1937,7.0E-4,2018yCat.1345....0G,,,,10.845,0.03,2012yCat.1322....0Z
Wolf 1478,217.7548354450672,-12.2960966942961,,"GJ   553.1,GJ  9484",HIP  70975,,M4,2014MNRAS.443.2561G,92.0697,0.1046,2018yCat.1345....0G,11.903,,2010MNRAS.403.1949K,10.6619,8.0E-4,2018yCat.1345....0G,9.257,,2010MNRAS.403.1949K,10.751,,2010MNRAS.403.1949K
L  513-23,39.96129737144374,-34.13265612523139,,GJ  1050,,,M3,2014MNRAS.443.2561G,91.9958,0.0393,2018yCat.1345....0G,11.73,,2008MNRAS.389..585C,10.6787,5.0E-4,2018yCat.1345....0G,9.34,,2008MNRAS.389..585C,10.67,,2008MNRAS.389..585C
LP  229-17,278.6527163265401,40.123994963406,,GJ  4063,,,M4V,2011ApJS..197...19K,91.8545,0.0493,2018yCat.1345....0G,11.464,0.04,2012yCat.1322....0Z,10.1534,0.0011,2018yCat.1345....0G,10.1,,2003AJ....125..984M,11.104,0.05,2012yCat.1322....0Z
L   34-26,117.3028232045799,-76.701863914407,,,,,M3Ve,2006A&A...460..695T,91.8291,0.0345,2018yCat.1345....0G,11.276,0.065,2012AcA....62...67K,10.146,0.0016,2018yCat.1345....0G,8.746,0.028,2012AcA....62...67K,10.19,0.03,2014AJ....147...85R
CD-45  1184,53.2327379146442,-44.7019451167221,,GJ   145,HIP  16536,,M2.5V,2006AJ....132..161G,91.1916,0.0338,2018yCat.1345....0G,11.478,,2010MNRAS.403.1949K,10.3856,6.0E-4,2018yCat.1345....0G,9.062,,2010MNRAS.403.1949K,10.399,,2010MNRAS.403.1949K
L  750-52,146.1972816218691,-18.2136005916802,,GJ  1129,,,M3.5Ve,2002AJ....123.2002H,90.8249,0.0849,2018yCat.1345....0G,12.455,0.05,2012yCat.1322....0Z,11.0848,0.001,2018yCat.1345....0G,9.67,,2011AJ....141..117J,12.103,0.04,2012yCat.1322....0Z
CD-51  5974,175.8325819240052,-51.8405357438257,,GJ   438,,,M1,2014MNRAS.443.2561G,90.7992,0.0353,2018yCat.1345....0G,10.36,0.04,2012yCat.1322....0Z,9.5029,5.0E-4,2018yCat.1345....0G,,,,10.005,0.02,2012yCat.1322....0Z
Ross 1003,175.43598341292335,42.751973560595836,,GJ  1148,HIP  57050,,M4.0Ve,2013AJ....145..102L,90.7623,0.0527,2018yCat.1345....0G,13.795,0.005,2000A&A...355L..27H,10.5769,6.0E-4,2018yCat.1345....0G,9.18,,2004AJ....128..463R,11.524,0.05,2012yCat.1322....0Z
HD  11507,28.2048877675995,-22.4348582565078,HD  11507,GJ    79,HIP   8768,,M0V,2006A&A...460..695T,90.4253,0.048,2018yCat.1345....0G,8.883,,2010MNRAS.403.1949K,8.1855,6.0E-4,2018yCat.1345....0G,7.072,,2010MNRAS.403.1949K,7.975,,2010MNRAS.403.1949K
HD 176029,284.5005675458805,5.9081218363328,HD 176029,GJ   740,HIP  93101,,M1.0Ve,2013AJ....145..102L,90.0477,0.049,2018yCat.1345....0G,9.217,,2010MNRAS.403.1949K,8.4564,0.0011,2018yCat.1345....0G,7.31,,2010MNRAS.403.1949K,8.286,,2010MNRAS.403.1949K
SCR J0717-0501,109.32122351622333,-5.0176511826325,,,,,M3.5V,2015A&A...577A.128A,89.6899,0.0792,2018yCat.1345....0G,13.22,0.02,2012yCat.1322....0Z,11.8742,7.0E-4,2018yCat.1345....0G,8.83,,2005AJ....130.1658S,12.874,0.1,2012yCat.1322....0Z
L  380-78,92.7203173724645,-43.4049041532442,,GJ  1088,,,M4e,2014MNRAS.443.2561G,89.3896,0.0493,2018yCat.1345....0G,12.32,,,10.9921,9.0E-4,2018yCat.1345....0G,,,,,,
L  762-51,206.4613123901542,-17.9682250617826,,GJ  3804,HIP  67164,,M3.5,2010MNRAS.403.1949K,89.2264,0.0781,2018yCat.1345....0G,11.872,,2010MNRAS.403.1949K,10.5946,9.0E-4,2018yCat.1345....0G,9.226,,2010MNRAS.403.1949K,10.725,,2010MNRAS.403.1949K
UCAC4 608-044702,130.066597551916,31.4518928938763,,,,,M3.5Ve,2013AJ....145..102L,89.2077,0.0711,2018yCat.1345....0G,12.273,0.03,2012yCat.1322....0Z,10.9771,8.0E-4,2018yCat.1345....0G,9.5,,2003AJ....125..984M,11.966,0.06,2012yCat.1322....0Z
L  136-37,110.2168189401981,-62.1698864676708,,,,,M3,2014MNRAS.443.2561G,89.1956,0.0349,2018yCat.1345....0G,12.362,0.01,2012yCat.1322....0Z,11.1411,8.0E-4,2018yCat.1345....0G,9.74,0.03,2005yCat.2263....0T,11.93,0.05,2009yCat.1315....0Z
Ross  508,230.9630722674086,17.4659542126097,,GJ   585,,,M4.92,2015ApJ...802L..10T,89.175,0.0844,2018yCat.1345....0G,13.68,,2009ApJ...704..975J,12.2066,7.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,13.422,0.06,2012yCat.1322....0Z
BD-11   916,69.4244410575939,-11.0388806444863,,GJ   173,HIP  21556,,M1V,1986AJ.....92..139S,89.1708,0.0313,2018yCat.1345....0G,10.331,,2010MNRAS.403.1949K,9.4022,4.0E-4,2018yCat.1345....0G,8.137,,2010MNRAS.403.1949K,9.327,,2010MNRAS.403.1949K
HD  28343,67.2505155736253,21.9226997264551,HD  28343,GJ   169,HIP  20917,,M0.5V,2010MNRAS.403.1949K,88.9622,0.0494,2018yCat.1345....0G,8.3,,2010MNRAS.403.1949K,7.7,4.0E-4,2018yCat.1345....0G,6.656,,2010MNRAS.403.1949K,7.446,,2010MNRAS.403.1949K
G   3-14,25.8340783709636,4.3216561654833,,GJ    70,HIP   8051,,M2V,1986AJ.....92..139S,88.3392,0.0453,2018yCat.1345....0G,10.915,,2010MNRAS.403.1949K,9.8983,0.0011,2018yCat.1345....0G,8.614,,2010MNRAS.403.1949K,9.879,,2010MNRAS.403.1949K
LP  847-48,148.84942616666666,-27.26129888888889,,,HIP  48659,,M3V,2006AJ....132..161G,88.32,3.18,2007A&A...474..653V,12.081,,2010MNRAS.403.1949K,10.8097,0.001,2018yCat.1345....0G,9.486,,2010MNRAS.403.1949K,10.922,,2010MNRAS.403.1949K
LP  838-16,91.9322344771053,-25.744862321290398,,,HIP  29052,,M3,2014MNRAS.443.2561G,87.6726,0.0309,2018yCat.1345....0G,11.889,,2010MNRAS.403.1949K,10.7319,4.0E-4,2018yCat.1345....0G,9.391,,2010MNRAS.403.1949K,10.786,,2010MNRAS.403.1949K
V* OT Ser,230.4705524984684,20.9777530498079,,GJ  9520,HIP  75187,,M1.0V,2009ApJ...699..649S,87.3783,0.0493,2018yCat.1345....0G,10.003,,2010MNRAS.403.1949K,9.107,0.0013,2018yCat.1345....0G,7.843,,2010MNRAS.403.1949K,8.993,,2010MNRAS.403.1949K
UCAC3 203-28522,84.160258179823,11.2968841409869,,,,,M4.0V,2013AJ....145..102L,87.3678,0.0866,2018yCat.1345....0G,12.58,0.03,2012yCat.1322....0Z,11.1886,0.0024,2018yCat.1345....0G,,,,12.183,0.05,2012yCat.1322....0Z
RX J0713.1-0511,108.2967569821361,-5.1968382051896,,,,,M3Ve,,87.0298,0.0527,2018yCat.1345....0G,11.18,0.02,2012yCat.1322....0Z,10.1557,7.0E-4,2018yCat.1345....0G,8.86,,2011AJ....141...21W,10.64,0.02,2012yCat.1322....0Z
UCAC4 427-122653,326.8227261927513,-4.7446378246639,,,,,M4.0V,2015A&A...577A.128A,86.7899,0.096,2018yCat.1345....0G,14.298,0.01,2012yCat.1322....0Z,12.6236,8.0E-4,2018yCat.1345....0G,,,,13.938,0.12,2012yCat.1322....0Z
Ross  119,178.5328615236743,9.8063359270553,,"GJ  9375,GJ   452.1",,,M4.0V,2013AJ....145..102L,86.7442,0.0807,2018yCat.1345....0G,12.852,0.05,2012yCat.1322....0Z,11.5257,0.0013,2018yCat.1345....0G,9.92,,2007A&A...464..787S,12.596,0.04,2012yCat.1322....0Z
Ross   85,145.2931682108126,13.2095624603127,,GJ   361,HIP  47513,,M2.5V,1974ApJS...28....1J,86.5522,0.043,2018yCat.1345....0G,10.37,,2010MNRAS.403.1949K,9.4372,0.0014,2018yCat.1345....0G,8.182,,2010MNRAS.403.1949K,9.371,,2010MNRAS.403.1949K
SSSPM J1358-3938,209.52252178896998,-39.631982186268885,,,,,M3.5,,86.5313,0.0644,2018yCat.1345....0G,,,,12.6382,4.0E-4,2018yCat.1345....0G,,,,,,
CD-60  7821,329.8945949085636,-59.7528153848656,,GJ   842,HIP 108569,,M2V,1974PhDT........10S,86.518,0.0368,2018yCat.1345....0G,9.715,,2010MNRAS.403.1949K,8.9131,6.0E-4,2018yCat.1345....0G,7.738,,2010MNRAS.403.1949K,8.762,,2010MNRAS.403.1949K
CD-56  5362,213.3036382814252,-56.7420591490789,,GJ  2106,HIP  69454,,M2V:,2010MNRAS.403.1949K,85.7517,0.0358,2018yCat.1345....0G,10.191,,2010MNRAS.403.1949K,9.3409,6.0E-4,2018yCat.1345....0G,8.108,,2010MNRAS.403.1949K,9.206,,2010MNRAS.403.1949K
L  623-94,230.55408288922916,-27.828494003780555,,GJ  2112,,,M3:,1985ApJS...59..197B,85.5673,0.0588,2018yCat.1345....0G,13.28,,,11.9517,5.0E-4,2018yCat.1345....0G,10.51,0.02,2005yCat.2263....0T,13.3,0.12,2009yCat.1315....0Z
G 112-21,112.1893292913013,-3.2981405314723,,GJ  1097,HIP  36338,,M3V,2010MNRAS.403.1949K,85.3378,0.0694,2018yCat.1345....0G,11.456,,2010MNRAS.403.1949K,10.2893,0.001,2018yCat.1345....0G,8.954,,2010MNRAS.403.1949K,10.351,,2010MNRAS.403.1949K
Ross  271,332.8753914951861,18.4261950051875,,GJ   851,HIP 109555,,M2V,1986AJ.....92..139S,85.2883,0.0433,2018yCat.1345....0G,10.232,,2010MNRAS.403.1949K,9.2533,0.0011,2018yCat.1345....0G,7.965,,2010MNRAS.403.1949K,9.204,,2010MNRAS.403.1949K
L  127-97,43.0923737523461,-63.6798112620417,,GJ   118,HIP  13389,,M2.5,2010MNRAS.403.1949K,85.1443,0.0325,2018yCat.1345....0G,11.382,,2010MNRAS.403.1949K,10.3182,5.0E-4,2018yCat.1345....0G,8.992,,2010MNRAS.403.1949K,10.318,,2010MNRAS.403.1949K
BD-05  1737,100.0582722104585,-5.8731593364409,,,,,M2,,84.7216,0.0473,2018yCat.1345....0G,10.24,,,9.3033,6.0E-4,2018yCat.1345....0G,7.59,,2005AJ....130.1658S,8.79,,2005AJ....130.1658S
Wolf  918,317.3226145743442,-13.3025053154828,,GJ   821,HIP 104432,,M1V,1986AJ.....92..139S,84.7044,0.0685,2018yCat.1345....0G,10.869,0.0021,2009AJ....137.4186L,10.0156,0.001,2018yCat.1345....0G,8.805,0.0021,2009AJ....137.4186L,9.891,7.0E-4,2009AJ....137.4186L
G 234-5,113.6143027291791,62.9414893872674,,"GJ   277.1,GJ  9236",HIP  36834,,M0V,1986AJ.....92..139S,84.6499,0.0356,2018yCat.1345....0G,10.39,0.05,2000A&A...355L..27H,9.65,6.0E-4,2018yCat.1345....0G,8.7,,2003AJ....125..984M,9.973,0.02,2012yCat.1322....0Z
G 244-47,30.3972528971438,63.7699988064107,,GJ  3126,,,M2.5Ve,2013AJ....145..102L,84.0271,0.0588,2018yCat.1345....0G,10.95,0.05,2000A&A...355L..27H,9.9238,9.0E-4,2018yCat.1345....0G,9.3,,2003AJ....125..984M,10.63,0.01,2012yCat.1322....0Z
Ross   46,83.7171476779194,13.8796422806113,,GJ  3356,,,M3V,2014AJ....147...20N,83.8543,0.0685,2018yCat.1345....0G,11.816,0.03,2012yCat.1322....0Z,10.6106,8.0E-4,2018yCat.1345....0G,9.2,,2003AJ....125..984M,11.465,0.03,2012yCat.1322....0Z
BD+47   612,35.5610169563258,47.8800306207852,,GJ    96,HIP  11048,,M0V,1986AJ.....92..139S,83.7829,0.065,2018yCat.1345....0G,9.345,0.03,2012yCat.1322....0Z,8.6319,6.0E-4,2018yCat.1345....0G,7.8,,2003AJ....125..984M,9.104,0.04,2012yCat.1322....0Z
V* DS Leo,165.6597580263712,21.9671401332591,HD  95650,GJ   410,HIP  53985,,M1.0V,2013AJ....145..102L,83.7765,0.0573,2018yCat.1345....0G,9.572,,2010MNRAS.403.1949K,8.807,8.0E-4,2018yCat.1345....0G,7.634,,2010MNRAS.403.1949K,8.638,,2010MNRAS.403.1949K
L  736-30,73.45824968397959,-17.773419233239444,,GJ   180,HIP  22762,,M3V,1986AJ.....92..139S,83.7182,0.0313,2018yCat.1345....0G,10.894,,2010MNRAS.403.1949K,9.9339,4.0E-4,2018yCat.1345....0G,8.671,,2010MNRAS.403.1949K,9.876,,2010MNRAS.403.1949K
L  504-27,354.21792946023334,-36.48102451307139,,GJ  4350,,,M4,1985ApJS...59..197B,83.5581,0.0705,2018yCat.1345....0G,13.72,,,12.2526,6.0E-4,2018yCat.1345....0G,,,,13.519,0.08,2012yCat.1322....0Z
CD-28   302,14.6164142525119,-27.8570464612939,,GJ    46,HIP   4569,,M3V,2006AJ....132..161G,83.5181,0.4599,2018yCat.1345....0G,11.801,,2010MNRAS.403.1949K,10.5653,4.0E-4,2018yCat.1345....0G,9.202,,2010MNRAS.403.1949K,10.663,,2010MNRAS.403.1949K
G 208-42,297.7888355291611,46.4833913698978,,GJ  1243,,,M4.0V,2013AJ....145..102L,83.4814,0.0366,2018yCat.1345....0G,12.83,,2004AJ....128..463R,11.5509,7.0E-4,2018yCat.1345....0G,10.4,,2003AJ....125..984M,12.544,0.07,2012yCat.1322....0Z
UCAC4 439-049099,140.4505401601659,-2.3287056310423,,,,,M2.5V,2015A&A...577A.128A,83.4662,0.0562,2018yCat.1345....0G,12.114,0.026,2014AJ....148...81M,11.0367,6.0E-4,2018yCat.1345....0G,10.372,0.03,2005yCat.2263....0T,11.746,0.08,2012yCat.1322....0Z
Wolf  654,257.8947825062413,38.4427540590123,,GJ  3992,HIP  84099,,M4V,1995AJ....110.1838R,83.1461,0.0458,2018yCat.1345....0G,11.636,0.06,2012yCat.1322....0Z,10.4098,9.0E-4,2018yCat.1345....0G,9.8,,2003AJ....125..984M,11.255,0.04,2012yCat.1322....0Z
Ross  149,279.0801333721623,13.6073256765249,,GJ  4065,,,M4V,2014AJ....147...20N,83.0284,0.0832,2018yCat.1345....0G,12.46,,2004AJ....128..463R,11.1463,0.0017,2018yCat.1345....0G,9.69,,2004AJ....128..463R,12.112,0.04,2012yCat.1322....0Z
L  570-29,324.681915910672,-33.6653328931127,,GJ  4207,,,M4,2014MNRAS.443.2561G,82.8819,0.1133,2018yCat.1345....0G,12.57,,,11.2759,0.0012,2018yCat.1345....0G,,,,12.26,0.07,2012yCat.1322....0Z
G 247-15,63.0708950330978,64.7321181539517,,GJ  3266,,,M4,,82.7411,0.0468,2018yCat.1345....0G,13.703,0.06,2012yCat.1322....0Z,12.2244,4.0E-4,2018yCat.1345....0G,10.6,,2003AJ....125..984M,13.381,0.1,2012yCat.1322....0Z
G  85-52,78.1759441510615,19.6656545396597,,GJ   192,HIP  24284,,M0V,1986AJ.....92..139S,82.2587,0.0545,2018yCat.1345....0G,10.746,,2010MNRAS.403.1949K,9.8105,6.0E-4,2018yCat.1345....0G,8.529,,2010MNRAS.403.1949K,9.728,,2010MNRAS.403.1949K
L  425-35,322.6986348743195,-40.7081816122686,,GJ  4198,,,M4V,1983SAAOC...7..106W,82.1928,0.0764,2018yCat.1345....0G,13.19,,,11.7862,3.0E-4,2018yCat.1345....0G,10.35,0.03,2005yCat.2263....0T,,,
G  32-5,3.9551766210502,13.556199556081,,GJ    12,,,M4V,2014AJ....147...20N,81.8711,0.0866,2018yCat.1345....0G,12.6,0.04,2012yCat.1322....0Z,11.3963,0.0018,2018yCat.1345....0G,10.04,,2007A&A...464..787S,12.296,0.08,2012yCat.1322....0Z
G 181-39,259.9696360040348,41.7138052052793,,GJ   671,HIP  84790,,M2V,1986AJ.....92..139S,81.7581,0.0397,2018yCat.1345....0G,11.37,,2012yCat.1322....0Z,10.3362,0.0012,2018yCat.1345....0G,9.6,,2003AJ....125..984M,10.4,,2003AJ....125..984M
L   18-22,185.140321949377,-82.4326513577271,,,,,M4,2014MNRAS.443.2561G,81.7493,0.6085,2018yCat.1345....0G,12.155,0.27,2012yCat.1322....0Z,10.6333,8.0E-4,2018yCat.1345....0G,,,,11.692,0.02,2012yCat.1322....0Z
LP  734-32,182.52333759505873,-15.071376462908612,,GJ  3707,,,M4,2014MNRAS.443.2561G,81.5516,0.1043,2018yCat.1345....0G,12.083,0.04,2012yCat.1322....0Z,10.7352,0.001,2018yCat.1345....0G,9.35,,2008MNRAS.389..585C,11.912,0.08,2012yCat.1322....0Z
G 234-53,135.7202970040849,68.0629369974993,,GJ  3526,,,M4.0Ve,2013AJ....145..102L,81.3962,0.0556,2018yCat.1345....0G,12.622,0.05,2012yCat.1322....0Z,11.358,9.0E-4,2018yCat.1345....0G,9.75,,2007A&A...464..787S,12.357,0.03,2012yCat.1322....0Z
Ross   92,145.25855410779585,22.024539641504166,,GJ   359,,,M4,1985ApJS...59..197B,81.2607,0.0976,2018yCat.1345....0G,14.252,0.04,2012yCat.1322....0Z,12.7162,4.0E-4,2018yCat.1345....0G,10.9,,2003AJ....125..984M,13.972,0.12,2012yCat.1322....0Z
L   89-27,31.846884102891252,-66.56986055485639,,GJ    85,,,M2,2014MNRAS.443.2561G,81.2409,0.0319,2018yCat.1345....0G,11.55,,1995GCTP..C......0V,10.5716,5.0E-4,2018yCat.1345....0G,,,,,,
Ross  567,58.2934806937475,62.5689077099453,,,,,M3.0Ve,2013AJ....145..102L,81.1474,0.0486,2018yCat.1345....0G,11.496,0.05,2012yCat.1322....0Z,10.427,8.0E-4,2018yCat.1345....0G,10.0,,2003AJ....125..984M,11.084,0.02,2012yCat.1322....0Z
L   85-31,358.355099347165,-70.9447632648579,,,,,M3.5,2006AJ....132..866R,80.9932,0.049,2018yCat.1345....0G,12.999,,2012yCat.1322....0Z,11.632,7.0E-4,2018yCat.1345....0G,10.336,0.02,2005yCat.2263....0T,12.689,0.06,2012yCat.1322....0Z
G  70-28,15.234876866667918,-4.4490448946247225,,GJ  1025,,,M4.0V,2015A&A...577A.128A,80.9235,0.0819,2018yCat.1345....0G,13.33,,,11.9758,4.0E-4,2018yCat.1345....0G,,,,,,
Wolf 1539,73.02388462878959,6.476552639887777,,GJ   179,HIP  22627,,M2V,1986AJ.....92..139S,80.9036,0.0606,2018yCat.1345....0G,12.018,,2010MNRAS.403.1949K,10.7055,6.0E-4,2018yCat.1345....0G,9.334,,2010MNRAS.403.1949K,10.854,,2010MNRAS.403.1949K
G  86-28,77.6646678513981,29.7799822232345,,,,,M3.0Ve,2013AJ....145..102L,80.3399,0.0986,2018yCat.1345....0G,12.447,0.04,2012yCat.1322....0Z,11.3168,0.0014,2018yCat.1345....0G,9.5,,2003AJ....125..984M,12.104,0.06,2012yCat.1322....0Z
G 207-19,287.1246893752301,32.2810029649644,,GJ  4098,,,M3V,2014AJ....147...20N,80.2136,0.0355,2018yCat.1345....0G,11.83,,2001KFNT...17e.409K,10.6608,6.0E-4,2018yCat.1345....0G,9.2,,2003AJ....125..984M,11.371,0.04,2012yCat.1322....0Z
L   87-10,16.0289926718049,-65.3742183724348,,,,,M4,2017ARep...61..883B,80.1934,0.0429,2018yCat.1345....0G,13.95,0.02,2012yCat.1322....0Z,12.4653,6.0E-4,2018yCat.1345....0G,,,,13.641,0.08,2012yCat.1322....0Z
L   22-69,290.2265708084624,-82.5544913780315,,GJ  4102,,,M3.5V,1983SAAOC...7..106W,80.0903,0.0417,2018yCat.1345....0G,12.69,,2011AJ....141..117J,11.4174,6.0E-4,2018yCat.1345....0G,10.0,,2011AJ....141..117J,11.51,,2011AJ....141..117J
L  211-59,315.808108896187,-56.9634293100799,,"GJ  9716,GJ  2151",HIP 103910,,M4V,1974PhDT........10S,80.0642,0.0585,2018yCat.1345....0G,12.799,,2010MNRAS.403.1949K,11.5501,0.001,2018yCat.1345....0G,10.166,,2010MNRAS.403.1949K,11.629,,2010MNRAS.403.1949K
G 205-35,280.405829442216,39.7033741443845,,GJ  4069,,,M4,2006AJ....132..866R,80.0574,0.0416,2018yCat.1345....0G,13.53,0.02,2012yCat.1322....0Z,12.1893,3.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,13.237,0.07,2012yCat.1322....0Z
TYC 4618-116-1,109.99186192782,84.0772624457914,,,,,M2.5Ve,2013AJ....145..102L,79.9744,0.042,2018yCat.1345....0G,11.869,0.03,2012yCat.1322....0Z,10.8813,7.0E-4,2018yCat.1345....0G,,,,11.508,0.02,2012yCat.1322....0Z
L  207-41,282.4633547403939,-57.44683347843,,GJ  4078,,,M4,2014MNRAS.443.2561G,79.4113,0.0628,2018yCat.1345....0G,12.7,,,11.3185,9.0E-4,2018yCat.1345....0G,10.03,0.05,2005yCat.2263....0T,12.371,0.05,2012yCat.1322....0Z
L  320-124,153.71574311399957,-47.156719370385275,,GJ  1132,,,M4,1985ApJS...59..197B,79.2543,0.0438,2018yCat.1345....0G,13.52,,,12.138,4.0E-4,2018yCat.1345....0G,,,,13.067,0.11,2012yCat.1322....0Z
Wolf 1056,9.7460151614545,30.6162186925548,,GJ    26,,,M2.5V,2015A&A...577A.128A,78.9551,0.0355,2018yCat.1345....0G,11.24,0.09,2000A&A...355L..27H,10.0459,8.0E-4,2018yCat.1345....0G,10.0,,2003AJ....125..984M,10.6,,2003AJ....125..984M
HD 304043,169.00085244341753,-57.54765872033611,HD 304043,GJ   422,HIP  55042,,M3.5,2010MNRAS.403.1949K,78.941,0.0448,2018yCat.1345....0G,11.516,,2010MNRAS.403.1949K,10.4771,6.0E-4,2018yCat.1345....0G,9.132,,2010MNRAS.403.1949K,10.497,,2010MNRAS.403.1949K
Wolf 1555,332.9869374,-7.7158723,,,,,M0,1985ApJS...59..197B,78.6,23.0,2016AJ....151..160F,12.68,0.01,2012yCat.1322....0Z,11.8861,0.0072,2018yCat.1345....0G,,,,12.31,0.06,2012yCat.1322....0Z
L   21-3,262.36383954854085,-80.14925114118361,,GJ  4004,,,M4e,2014MNRAS.443.2561G,78.4702,0.0418,2018yCat.1345....0G,12.1,,,10.9216,7.0E-4,2018yCat.1345....0G,9.65,0.03,2005yCat.2263....0T,11.842,0.04,2012yCat.1322....0Z
CD-52  7989,257.746474851718,-52.5155114606356,,,HIP  84051,,M1V,2010MNRAS.403.1949K,78.3567,0.036,2018yCat.1345....0G,10.017,,2010MNRAS.403.1949K,9.2073,4.0E-4,2018yCat.1345....0G,7.999,,2010MNRAS.403.1949K,9.056,,2010MNRAS.403.1949K
L  715-89,330.5031848,-19.4830887,,GJ   843,,,M4,2014MNRAS.443.2561G,78.2,11.7,1995GCTP..C......0V,12.03,0.03,2012yCat.1322....0Z,10.8268,9.0E-4,2018yCat.1345....0G,,,,11.65,0.05,2012yCat.1322....0Z
CD-32   828,33.4734383870528,-32.0412423422493,,GJ    91,HIP  10395,,M2Vk,2006AJ....132..161G,78.1936,0.0372,2018yCat.1345....0G,10.324,,2010MNRAS.403.1949K,9.3983,7.0E-4,2018yCat.1345....0G,8.148,,2010MNRAS.403.1949K,9.323,,2010MNRAS.403.1949K
GJ  3452,113.8411632687948,54.8497144940804,,GJ  3452,HIP  36915,,M2.5Ve,2013AJ....145..102L,78.1854,0.0575,2018yCat.1345....0G,11.325,0.02,2012yCat.1322....0Z,10.3168,0.001,2018yCat.1345....0G,,,,10.868,0.01,2012yCat.1322....0Z
L  217-28,2.0724270497172,-57.0980292752442,,GJ  3009,,,M4V,1974PhDT........10S,78.1151,0.0612,2018yCat.1345....0G,12.07,,1980AJ.....85..738W,10.9352,0.0013,2018yCat.1345....0G,9.64,0.07,2005yCat.2263....0T,11.796,0.05,2012yCat.1322....0Z
Wolf  398,172.234410152793,10.1775697494207,,GJ  3666,,,M4V,2014AJ....147...20N,78.088,0.1359,2018yCat.1345....0G,12.61,0.02,2012yCat.1322....0Z,11.3379,0.0015,2018yCat.1345....0G,9.8,,2003AJ....125..984M,12.242,0.07,2012yCat.1322....0Z
BD-09  3070,156.295154556657,-10.2286915440851,,GJ   390,HIP  51007,,M1V,1986AJ.....92..139S,78.0003,0.0982,2018yCat.1345....0G,10.139,,2010MNRAS.403.1949K,9.2701,0.001,2018yCat.1345....0G,8.051,,2010MNRAS.403.1949K,9.161,,2010MNRAS.403.1949K
G 269-106,17.0762148723803,-28.8057140592248,,GJ  1031,,,M3,1978AJ.....83.1090P,77.9019,0.0612,2018yCat.1345....0G,13.4,,1978AJ.....83.1090P,12.0234,4.0E-4,2018yCat.1345....0G,,,,13.16,0.1,2012yCat.1322....0Z
G 259-15,262.8216912305524,82.0889049647483,,GJ  1220,,,M4,,77.7089,0.0425,2018yCat.1345....0G,14.18,,,12.6771,6.0E-4,2018yCat.1345....0G,10.7,,2003AJ....125..984M,12.9,,2003AJ....125..984M
LP  779-34,93.7999340261593,-16.4376194030687,,,,,M4.0V,2015A&A...577A.128A,77.5514,0.0684,2018yCat.1345....0G,,,,12.2699,8.0E-4,2018yCat.1345....0G,,,,13.428,0.11,2012yCat.1322....0Z
UCAC4 669-114573,345.7187037716971,43.6376619972361,,,,,M4.0V,2015A&A...577A.128A,77.4407,0.0556,2018yCat.1345....0G,13.89,0.05,2012yCat.1322....0Z,12.4081,6.0E-4,2018yCat.1345....0G,10.9,,2003AJ....125..984M,13.52,0.12,2012yCat.1322....0Z
G 236-34,158.8624513429596,69.44964622491473,,GJ  3612,,,M4V,1995AJ....110.1838R,77.3442,0.2883,2018yCat.1345....0G,11.93,,1995GCTP..C......0V,10.7133,4.0E-4,2018yCat.1345....0G,9.2,,2003AJ....125..984M,11.1,,2003AJ....125..984M
Ross   42,83.0610678037951,9.8208140167874,,GJ   206,HIP  25953,,M4Ve,1974ApJS...28....1J,77.1801,0.0813,2018yCat.1345....0G,11.529,,2010MNRAS.403.1949K,10.2429,0.0014,2018yCat.1345....0G,8.868,,2010MNRAS.403.1949K,10.37,,2010MNRAS.403.1949K
G  65-49,216.2332668264345,8.8876249003001,,GJ  3846,HIP  70475,,M3V,2014AJ....147...20N,77.0884,0.0805,2018yCat.1345....0G,12.257,,2010MNRAS.403.1949K,11.0953,0.0014,2018yCat.1345....0G,9.772,,2010MNRAS.403.1949K,11.154,,2010MNRAS.403.1949K
