recno,HIP,Teff,e_Teff,log(g),e_log(g),vsini,r_vsini,Ageavg,Agemed,Agemod,Age68lo,Age68up,Age68t,Age95lo,Age95up,Age95t,Age2D,Mavg,Mmed,Mmod,M68lo,M68up,M68t,M95lo,M95up,M95t,M2D,_RA,_DE
2698,90660,6020,205,3.49,0.14,,,3764,4597,5705,3240,7046,65,1372,8913,95,1978,1.1,1.09,1.04,1.0,1.1,68,1.0,1.2,95,1.67,277.47888,-3.98534
2751,92524,7395,251,3.88,0.14,,,959,1125,1206,917,1490,68,299,1778,95,1204,1.6,1.58,1.52,1.5,1.7,68,1.4,1.8,95,1.8,282.84232,-3.31786
2788,93743,7050,240,4.43,0.14,,,1040,1227,1392,649,2585,68,154,5158,95,49,1.38,1.38,1.38,1.3,1.5,68,1.1,1.6,95,1.41,286.32736,-1.5122
2821,95055,6607,225,4.18,0.14,,,2248,2248,2144,1631,2971,68,1155,5309,95,2078,1.38,1.37,1.35,1.2,1.5,68,1.1,1.6,95,1.32,290.1128,-1.30976
2825,95221,6448,219,4.17,0.14,,,2262,2588,2623,1728,5012,68,473,6879,95,2641,1.22,1.22,1.18,1.1,1.3,68,1.0,1.4,95,1.28,290.58892,0.38298
2816,94833,10479,356,4.28,0.14,209,0,267,301,321,255,381,68,115,422,95,130,2.57,2.56,2.5,2.4,2.7,68,2.2,2.9,95,2.37,289.45078,2.03173
2761,92837,7139,243,4.2,0.14,,,1313,1396,1392,1174,1722,68,688,2239,95,1029,1.58,1.56,1.49,1.4,1.7,68,1.3,1.8,95,1.47,283.72652,1.12159
2759,92794,6724,229,4.14,0.14,,,2145,2079,1911,1454,2738,68,1189,5012,95,1877,1.45,1.45,1.44,1.3,1.6,68,1.1,1.8,95,1.38,283.62747,1.89748
2787,93580,8224,280,4.31,0.14,,,478,613,739,411,975,68,103,1155,95,180,1.76,1.75,1.72,1.6,1.8,68,1.6,2.0,95,1.71,285.88438,1.81877
2685,90174,7089,241,4.39,0.14,,,1025,1009,1044,807,1203,68,708,1479,94,31,2.06,2.07,2.05,1.9,2.2,68,1.7,2.4,95,1.42,276.01495,-3.58316
2687,90240,7094,241,3.81,0.14,,,592,693,958,299,1884,68,67,3350,95,1321,1.35,1.36,1.35,1.2,1.5,68,1.1,1.6,95,1.79,276.18041,-1.87096
2720,91384,6526,222,3.75,0.14,,,2642,2714,2476,1778,4597,68,1023,7001,95,1771,1.29,1.28,1.21,1.1,1.4,68,1.0,1.6,95,1.66,279.57917,-1.11299
2704,90810,7064,240,4.36,0.14,,,884,1125,1392,708,1939,68,154,2512,95,30,1.44,1.44,1.44,1.4,1.5,68,1.3,1.6,95,1.41,277.87081,-1.63487
2675,89601,7268,247,4.2,0.14,,,822,1041,1241,708,1667,68,163,2054,95,957,1.51,1.5,1.49,1.4,1.6,68,1.3,1.7,95,1.51,274.27017,1.00573
2661,88958,6302,214,3.94,0.14,,,2137,2738,3398,1559,6546,68,325,7943,95,3230,1.14,1.13,1.1,1.0,1.2,68,1.0,1.3,95,1.35,272.37929,0.39136
2766,92946,7968,271,4.11,0.14,,,594,660,739,282,1540,68,71,4467,95,863,1.55,1.56,1.58,1.4,1.8,68,1.1,1.9,95,1.76,284.05492,4.20359
2767,92951,7968,271,4.11,0.14,,,390,493,739,299,972,68,65,1122,95,863,1.67,1.67,1.63,1.6,1.7,68,1.5,1.8,95,1.76,284.06099,4.20212
2752,92562,6897,234,4.25,0.14,,,1776,1761,1655,1330,2294,68,1000,4217,95,908,1.51,1.5,1.46,1.4,1.6,68,1.2,1.8,95,1.39,282.92761,4.60832
2772,93138,6334,215,3.81,0.14,,,2894,2796,2778,2054,3981,68,1661,5382,94,2342,1.39,1.39,1.41,1.2,1.5,68,1.1,1.7,95,1.52,284.59877,6.23993
2715,91237,6810,232,4.11,0.14,,,983,1234,1608,688,2512,68,133,3548,95,1789,1.34,1.37,1.32,1.3,1.4,68,1.2,1.5,95,1.43,279.16281,6.6718
2842,95793,9095,309,4.09,0.14,96,0,484,527,539,465,630,68,259,708,95,528,2.16,2.14,2.11,2.0,2.3,68,1.9,2.5,95,2.12,292.25412,1.95045
2857,96351,6657,226,4.25,0.14,,,1446,1417,1392,1157,1714,63,972,2304,95,1492,1.82,1.83,1.86,1.7,2.0,60,1.5,2.1,95,1.31,293.85472,2.9136
2837,95501,7216,245,4.0,0.14,,,538,688,1044,355,1540,68,75,2054,95,1385,1.45,1.46,1.46,1.4,1.5,68,1.3,1.6,95,1.63,291.37459,3.11478
2817,94873,6355,216,3.96,0.14,,,2379,2316,2024,1669,3088,68,1336,4693,95,2859,1.52,1.52,1.46,1.4,1.7,68,1.2,1.8,95,1.38,289.59712,5.13104
2900,97970,9728,331,4.39,0.14,110,0,304,359,404,266,516,68,92,631,95,10,2.24,2.23,2.2,2.1,2.4,68,1.9,2.6,95,2.16,298.6675,7.14035
2875,97229,8214,279,4.34,0.14,,,347,437,640,274,866,68,61,1000,95,18,1.74,1.73,1.69,1.6,1.8,68,1.6,1.9,95,1.7,296.41645,7.61316
2891,97649,7799,265,4.06,0.14,,,384,482,739,285,1055,68,61,1223,95,991,1.62,1.65,1.6,1.5,1.7,68,1.5,1.8,95,1.75,297.69583,8.86832
2946,99158,6456,220,4.23,0.14,,,2671,2569,2337,1822,3233,64,1540,5158,95,2458,1.4,1.39,1.41,1.2,1.5,68,1.1,1.7,95,1.24,301.95987,9.39983
2929,98578,6434,219,3.94,0.14,,,1900,2321,3029,1296,6131,68,274,7943,95,2566,1.16,1.15,1.1,1.0,1.2,68,1.0,1.3,95,1.43,300.36127,10.74862
2906,98103,9885,336,4.24,0.14,25,0,352,385,392,341,459,68,183,501,95,242,2.42,2.4,2.36,2.2,2.6,68,2.1,2.8,95,2.23,299.05938,11.42372
2797,94068,7022,239,3.98,0.14,,,832,1033,1353,562,2175,68,112,3255,95,1557,1.39,1.42,1.38,1.3,1.5,68,1.2,1.6,95,1.59,287.24963,6.07321
2805,94230,7218,245,4.17,0.14,,,640,841,1172,473,1631,68,97,2054,95,1151,1.47,1.47,1.46,1.4,1.5,68,1.3,1.6,95,1.51,287.73721,8.12154
2820,95002,9245,314,4.1,0.14,152,0,224,276,404,173,562,68,40,649,95,485,2.01,2.0,1.97,1.9,2.1,68,1.8,2.2,95,2.15,289.97111,11.53497
2789,93747,11409,388,4.21,0.14,316,0,228,231,234,211,259,68,180,280,95,154,3.29,3.26,3.21,3.0,3.5,68,2.8,3.9,95,2.75,286.35253,13.86348
2838,95586,6521,222,3.96,0.14,,,1766,2175,2337,1259,4467,68,290,6494,95,2322,1.23,1.23,1.21,1.1,1.3,68,1.1,1.4,95,1.45,291.63307,11.85107
2819,94999,6151,209,3.69,0.14,,,3772,3831,3117,2802,5329,64,2042,6950,95,2223,1.25,1.23,1.18,1.1,1.4,68,1.0,1.5,95,1.6,289.96665,12.02925
2828,95287,7610,259,4.06,0.14,,,976,1055,1075,916,1274,68,516,1540,95,1089,1.72,1.7,1.66,1.6,1.8,68,1.5,2.0,95,1.7,290.78426,14.92103
2397,80570,6352,216,4.04,0.14,,,2556,2484,2476,1664,3196,67,1416,5095,95,3326,1.48,1.48,1.46,1.4,1.7,59,1.1,1.8,95,1.29,246.75693,-17.7687
2388,80240,7015,238,4.26,0.14,,,639,818,1206,410,1830,68,87,2512,95,694,1.39,1.39,1.38,1.3,1.5,68,1.2,1.5,95,1.42,245.72331,-17.01914
2403,80677,6627,225,4.21,0.14,,,1151,1376,1804,631,3981,68,141,6494,95,1899,1.21,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.31,247.0669,-16.21218
2427,81631,6116,208,3.97,0.14,,,3282,3198,2778,2472,4374,61,1896,6141,95,4568,1.36,1.35,1.21,1.2,1.5,68,1.1,1.7,95,1.22,250.13424,-15.65655
2433,81671,6393,217,3.97,0.14,,,2420,2901,2943,1828,5688,68,487,7499,95,2587,1.2,1.19,1.15,1.1,1.3,68,1.0,1.4,95,1.41,250.26269,-15.3571
2420,81462,6068,206,2.88,0.14,,,4132,4265,4940,4124,6135,44,2440,7522,94,494,1.21,1.23,1.13,1.1,1.3,68,1.0,1.4,95,2.73,249.57455,-14.68099
2417,81339,6227,212,3.97,0.14,,,2931,2850,2778,2042,4009,63,1600,5882,95,3229,1.41,1.4,1.46,1.2,1.5,68,1.1,1.7,95,1.34,249.18828,-13.72093
2371,79633,7194,245,4.14,0.14,,,917,1136,1314,769,1850,68,183,2441,95,1260,1.49,1.48,1.46,1.4,1.6,68,1.3,1.7,95,1.52,243.74639,-14.639
2422,81532,6458,220,4.35,0.14,,,2781,2700,2476,1931,3277,57,1585,5788,95,908,1.35,1.34,1.3,1.2,1.5,68,1.1,1.6,95,1.23,249.79944,-12.33586
2413,81027,7509,255,3.94,0.14,,,954,959,931,792,1170,68,659,1347,95,1167,2.05,2.04,2.0,1.8,2.2,65,1.7,2.4,95,1.78,248.23225,-10.56249
2480,83032,6248,212,3.92,0.14,,,2351,2289,2024,1661,3100,68,1326,4410,93,3473,1.54,1.55,1.46,1.4,1.8,68,1.2,1.9,95,1.33,254.50978,-12.08434
2473,82737,8585,292,4.06,0.14,90,0,612,660,678,585,782,68,345,891,95,680,2.01,2.0,1.94,1.8,2.1,68,1.7,2.3,95,1.99,253.66761,-11.79246
2511,83962,6418,218,3.86,0.14,,,2899,2901,2476,2054,4097,68,1631,5788,95,2533,1.34,1.33,1.24,1.2,1.5,68,1.1,1.6,95,1.47,257.44979,-10.5233
2457,82303,6336,215,4.32,0.14,,,2296,2775,3117,1742,5952,68,398,7499,95,2148,1.17,1.16,1.13,1.1,1.2,68,1.0,1.3,95,1.18,252.24915,-8.93001
2411,80968,6337,215,3.78,0.14,,,577,578,570,568,589,68,564,594,78,2566,2.59,2.58,2.56,2.6,2.6,68,2.5,2.6,78,1.5,248.00428,-9.69605
2470,82626,6153,209,3.95,0.14,,,3681,3692,3117,2676,5070,66,2054,6494,95,3963,1.28,1.25,1.21,1.1,1.4,68,1.1,1.6,95,1.27,253.35976,-7.45614
2360,79375,8846,301,4.0,0.14,31,0,451,536,587,434,708,68,154,794,95,626,2.0,1.99,1.94,1.8,2.1,68,1.8,2.3,95,2.13,242.99995,-10.06424
2354,79122,7226,246,4.07,0.14,,,1307,1351,1314,1103,1685,68,750,2304,95,1343,1.61,1.6,1.55,1.4,1.7,68,1.4,1.9,95,1.58,242.2589,-9.6478
2296,77372,6483,220,4.07,0.14,,,1692,2057,2476,1122,5012,68,251,7286,95,2505,1.2,1.19,1.18,1.1,1.3,68,1.0,1.4,95,1.36,236.90876,-9.48044
2361,79387,8418,286,3.95,0.14,,,616,693,718,595,860,68,274,972,95,756,1.92,1.9,1.86,1.8,2.0,68,1.7,2.2,95,2.05,243.03048,-8.54758
2372,79645,6116,208,2.71,0.14,,,2947,3619,4800,2371,6879,68,688,8913,95,338,1.11,1.1,1.07,1.0,1.1,68,1.0,1.2,95,3.14,243.79475,-7.36163
2335,78615,6686,227,4.01,0.14,,,1238,1585,1911,842,3059,68,183,4870,95,2057,1.29,1.29,1.3,1.2,1.4,68,1.1,1.5,95,1.46,240.7452,-8.0482
2329,78380,6013,204,3.37,0.14,,,3829,4479,5705,3284,7029,65,1496,8913,95,1509,1.11,1.09,1.04,1.0,1.1,68,1.0,1.3,95,1.83,240.01105,-7.12271
2343,78849,6611,225,3.98,0.14,,,1593,1900,2144,1092,3759,68,282,6131,95,2172,1.27,1.27,1.27,1.2,1.4,68,1.1,1.5,95,1.46,241.43565,-6.29113
2342,78822,6579,224,4.07,0.14,,,2073,2252,2271,1528,3603,68,613,6131,95,2271,1.3,1.3,1.27,1.2,1.4,68,1.1,1.5,95,1.39,241.36317,-6.29047
2400,80628,8364,284,4.45,0.14,,,581,681,739,561,886,68,205,1000,95,16,1.87,1.86,1.8,1.7,2.0,68,1.7,2.1,95,1.89,246.95078,-8.37173
2405,80719,6723,229,4.13,0.14,,,1033,1272,1703,649,2901,68,137,4732,95,1906,1.29,1.29,1.27,1.2,1.4,68,1.1,1.5,95,1.39,247.20398,-8.12885
2408,80904,6205,211,2.86,0.14,,,3466,3806,4532,2727,6225,68,1413,8913,95,445,1.17,1.16,1.13,1.0,1.2,68,1.0,1.3,95,2.83,247.8258,-7.92086
2424,81572,6718,228,3.79,0.14,,,1924,1987,1967,1499,2655,68,866,4870,95,1626,1.41,1.4,1.38,1.3,1.5,68,1.2,1.7,95,1.69,249.89669,-7.51232
2435,81706,6537,222,4.31,0.14,,,2030,2307,2337,1496,4467,68,447,6879,95,1220,1.25,1.25,1.24,1.1,1.3,68,1.1,1.4,95,1.26,250.34379,-4.21467
2368,79503,7564,257,4.13,0.14,,,754,934,1075,689,1375,68,178,1631,95,1028,1.61,1.6,1.55,1.5,1.7,68,1.4,1.8,95,1.63,243.35667,-4.05157
2373,79781,7274,247,4.23,0.14,,,709,784,783,787,804,11,787,804,11,793,2.39,2.3,2.28,2.3,2.3,13,2.3,2.3,13,1.5,244.23042,-3.95335
2552,85365,6790,231,4.08,0.14,,,1825,1851,1804,1475,2332,68,1090,3868,95,1869,1.48,1.47,1.44,1.3,1.6,68,1.2,1.8,95,1.45,261.65784,-5.0866
2558,85661,7362,250,3.98,0.14,,,514,668,1014,376,1413,68,77,1728,95,1272,1.51,1.53,1.49,1.4,1.6,68,1.3,1.7,95,1.7,262.58332,-4.3694
2536,84784,6234,212,3.98,0.14,,,3480,3626,3117,2571,5861,68,1807,7546,93,3304,1.23,1.21,1.18,1.1,1.3,68,1.0,1.4,95,1.33,259.95895,-4.04905
2476,82854,6137,209,3.87,0.14,,,3780,4022,4800,2818,6131,68,1969,9010,95,3237,1.19,1.17,1.13,1.0,1.3,68,1.0,1.4,95,1.37,253.98845,-4.85501
2572,85963,6324,215,3.93,0.14,,,2352,2293,2024,1783,3075,64,1332,4422,94,3402,1.53,1.54,1.46,1.4,1.7,68,1.2,1.8,95,1.34,263.53509,-3.0556
2573,85989,6356,216,4.36,0.14,,,2491,2932,3208,1884,6131,68,487,7943,95,1321,1.18,1.2,1.13,1.1,1.3,68,1.0,1.4,95,1.19,263.62256,-1.76058
2584,86320,6077,207,3.43,0.14,,,2508,2459,2476,1922,3356,66,1544,4745,94,1671,1.52,1.53,1.52,1.4,1.7,65,1.2,1.8,95,1.77,264.5627,-1.14962
2596,86797,6173,210,3.31,0.14,,,3560,3936,4800,2869,6504,68,1454,8913,95,1220,1.16,1.15,1.1,1.0,1.2,68,1.0,1.3,95,1.97,266.04166,0.35491
2549,85307,6453,219,3.92,0.14,,,2617,2518,2337,1752,3233,67,1493,5141,95,2367,1.42,1.45,1.41,1.2,1.6,68,1.1,1.7,95,1.47,261.49115,-1.65178
2556,85537,7624,259,3.82,0.14,,,1021,1063,1075,931,1245,68,688,1454,95,1015,1.77,1.75,1.72,1.6,1.9,68,1.5,2.1,95,1.95,262.20689,0.33063
2562,85707,7155,243,4.35,0.14,,,647,782,1106,376,1884,68,77,3073,95,28,1.4,1.41,1.41,1.3,1.5,68,1.2,1.6,95,1.44,262.71469,1.11955
2485,83137,6611,225,4.3,0.14,,,1610,1914,2144,1122,3868,68,282,6131,95,1091,1.27,1.27,1.27,1.2,1.4,68,1.1,1.5,95,1.28,254.83961,-1.68767
2462,82405,6583,224,4.02,0.14,,,2049,2277,2271,1454,4340,68,473,6879,95,2255,1.27,1.27,1.27,1.1,1.4,68,1.1,1.5,95,1.42,252.59272,-2.65436
2452,82114,6163,210,4.17,0.14,,,3187,3093,2778,2330,4381,65,1806,5900,95,4709,1.37,1.36,1.21,1.2,1.5,68,1.1,1.7,95,1.15,251.60234,-1.3606
2472,82693,7505,255,3.95,0.14,,,503,639,958,376,1296,68,77,1540,95,1173,1.55,1.55,1.52,1.5,1.6,68,1.4,1.7,95,1.77,253.54419,-1.6123
2507,83853,9152,311,4.05,0.14,72,0,175,212,321,124,505,68,30,579,95,537,1.97,1.96,1.94,1.9,2.0,68,1.8,2.1,95,2.18,257.05687,-1.07947
2498,83480,8026,273,3.91,0.14,,,631,762,854,593,1065,68,178,1223,95,894,1.75,1.74,1.69,1.6,1.8,68,1.5,2.0,95,1.97,255.92268,-0.14595
2438,81734,7171,244,3.91,0.14,,,601,758,1172,434,1631,68,89,2054,95,1381,1.45,1.45,1.44,1.4,1.5,68,1.3,1.6,95,1.7,250.42701,1.18123
2439,81768,6639,226,4.1,0.14,,,2178,2149,2024,1631,2738,68,1296,4732,95,2123,1.43,1.45,1.41,1.3,1.6,68,1.2,1.7,95,1.38,250.5305,1.24171
2458,82334,6893,234,3.95,0.14,,,1688,1690,1608,1367,2085,68,1059,2738,95,1683,1.56,1.55,1.49,1.4,1.7,68,1.3,1.9,95,1.58,252.35684,0.89053
2453,82142,6960,237,4.3,0.14,,,986,1239,1475,768,2220,68,163,2985,95,225,1.4,1.4,1.38,1.3,1.5,68,1.2,1.6,95,1.41,251.72082,2.24246
2532,84600,6673,227,3.91,0.14,,,1684,1926,2024,1284,3093,68,398,5309,95,1943,1.33,1.32,1.3,1.2,1.4,68,1.1,1.5,95,1.55,259.40403,1.7425
2534,84632,6676,227,3.98,0.14,,,1269,1559,1911,835,3198,68,188,5309,95,2053,1.28,1.28,1.27,1.2,1.4,68,1.1,1.5,95,1.48,259.52058,3.14711
2529,84515,6344,216,4.11,0.14,,,2634,3033,3117,2039,5815,68,579,7499,95,3519,1.18,1.18,1.15,1.1,1.3,68,1.0,1.4,95,1.24,259.15394,3.40845
2505,83796,6439,219,3.97,0.14,,,2789,2945,2699,1966,5052,68,972,7499,95,2503,1.25,1.24,1.18,1.1,1.4,68,1.0,1.5,95,1.42,256.87791,3.97322
2282,77033,6991,238,4.22,0.14,,,1546,1639,1562,1025,2797,68,422,5957,95,1037,1.41,1.41,1.41,1.3,1.6,68,1.1,1.7,95,1.42,235.93746,-9.31543
2346,78897,6480,220,4.24,0.14,,,2707,2683,2476,1915,3947,67,1372,6131,95,2307,1.32,1.34,1.3,1.2,1.4,68,1.1,1.6,95,1.25,241.59318,-4.75421
2331,78513,6776,230,4.28,0.14,,,1421,1728,1804,1095,2799,68,290,4732,95,857,1.35,1.35,1.35,1.3,1.4,68,1.1,1.6,95,1.35,240.42159,-3.76344
2309,77816,6477,220,4.39,0.14,,,1574,1995,2406,1059,4597,68,224,6683,95,42,1.2,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.24,238.34445,-3.02916
2285,77089,6698,228,3.36,0.14,,,1359,1644,1911,891,3162,68,218,5464,95,1034,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,2.09,236.10957,-3.83846
2300,77464,8983,305,4.22,0.14,104,0,383,468,554,356,665,68,106,729,95,386,2.02,2.0,1.97,1.9,2.1,68,1.8,2.3,95,1.97,237.23665,-3.81851
2307,77660,8376,285,4.15,0.14,,,723,741,739,649,841,68,531,972,95,650,2.04,2.02,1.97,1.8,2.2,68,1.7,2.4,95,1.84,237.81498,-3.0905
2350,79003,5476,186,2.2,0.14,,,5392,5722,5705,5692,7198,63,5692,7198,63,154,1.17,1.16,1.1,1.1,1.2,34,1.0,1.3,95,4.26,241.9005,-2.65019
2339,78742,6372,217,4.09,0.14,,,2328,2773,3117,1728,5957,68,434,7943,95,2856,1.18,1.2,1.13,1.1,1.3,68,1.0,1.3,95,1.32,241.1233,0.67223
2370,79595,6108,208,3.12,0.14,,,3856,4254,5705,3061,6591,68,1830,8913,95,825,1.15,1.13,1.1,1.0,1.2,68,1.0,1.3,95,2.26,243.59219,2.64719
2208,74924,5967,203,3.14,0.14,,,3047,3834,5543,2585,7499,68,708,8913,95,915,1.08,1.07,1.01,1.0,1.1,68,1.0,1.2,95,2.18,229.66213,-2.80068
2230,75521,6719,228,4.35,0.14,,,1930,1901,1804,1504,2361,68,1197,3005,93,35,1.54,1.56,1.49,1.4,1.7,68,1.2,1.8,95,1.33,231.43498,-1.25442
2254,76365,7350,250,3.96,0.14,,,1223,1250,1241,1046,1508,68,794,1939,95,1278,1.69,1.7,1.63,1.5,1.8,68,1.4,2.0,95,1.71,233.95352,1.22751
2252,76291,7593,258,4.36,0.14,,,806,1000,1044,752,1358,68,224,1631,95,23,1.63,1.65,1.58,1.5,1.7,68,1.4,1.9,95,1.55,233.76909,1.66922
2188,74338,6986,238,4.02,0.14,,,1328,1501,1518,1187,2087,68,410,2818,95,1602,1.47,1.46,1.44,1.4,1.6,68,1.3,1.7,95,1.55,227.89614,-2.26002
2199,74689,8255,281,4.36,0.14,,,750,781,783,692,906,68,516,1029,95,17,1.96,1.95,1.89,1.8,2.1,68,1.7,2.3,95,1.71,228.95449,0.37214
2182,74129,6664,227,4.11,0.14,,,1837,1812,1804,1401,2274,68,1075,2949,94,2055,1.62,1.65,1.63,1.4,1.8,68,1.3,2.0,95,1.38,227.2389,1.68929
2237,75761,7872,268,4.24,0.14,,,424,535,783,325,1084,68,71,1296,95,580,1.64,1.64,1.6,1.5,1.7,68,1.5,1.8,95,1.65,232.15932,1.84208
2216,75014,6468,220,3.9,0.14,,,2037,2410,2623,1444,5425,68,355,7499,95,2338,1.2,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.48,229.92921,3.33168
2286,77094,6762,230,4.34,0.14,,,1195,1496,1753,750,3162,68,173,5623,95,34,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.34,236.12594,3.37004
2270,76780,6377,217,3.94,0.14,,,2120,2587,3208,1536,6471,68,325,7943,95,2607,1.16,1.15,1.1,1.0,1.2,68,1.0,1.3,95,1.43,235.14645,4.17031
2415,81279,6233,212,4.07,0.14,,,3465,3477,3117,2474,5082,66,1830,6879,95,4072,1.28,1.26,1.18,1.1,1.4,68,1.0,1.5,95,1.22,249.01262,1.38139
2386,80195,6646,226,4.09,0.14,,,2556,2616,2476,1627,4788,68,1029,7499,95,2110,1.33,1.32,1.21,1.1,1.5,68,1.0,1.6,95,1.39,245.58038,3.08499
2428,81634,8668,295,4.19,0.14,83,0,343,430,587,290,729,68,69,818,95,517,1.88,1.87,1.83,1.8,2.0,68,1.7,2.1,95,1.91,250.14646,4.2072
2429,81641,10572,359,4.11,0.14,148,0,276,301,312,266,360,68,145,398,95,285,2.65,2.64,2.59,2.4,2.8,68,2.3,3.1,95,2.57,250.1612,4.21979
2491,83223,7764,264,4.18,0.14,,,452,596,854,360,1125,68,77,1296,95,819,1.62,1.62,1.6,1.5,1.7,68,1.5,1.8,95,1.65,255.12248,6.5837
2461,82402,8783,299,4.07,0.14,35,0,563,606,622,532,724,68,316,841,95,616,2.07,2.05,2.0,1.9,2.2,68,1.8,2.4,95,2.04,252.58075,7.24768
2410,80964,6525,222,3.6,0.14,,,2534,2459,2337,1729,3223,68,1454,5309,95,1815,1.38,1.37,1.38,1.2,1.5,68,1.1,1.6,95,1.72,247.98525,9.41442
2474,82798,7160,243,3.95,0.14,,,756,1000,1277,596,1778,68,122,2239,95,1415,1.46,1.46,1.44,1.4,1.5,68,1.3,1.6,95,1.67,253.81663,13.61991
2460,82350,9630,327,4.07,0.14,76,0,167,211,303,126,447,68,30,501,95,432,2.13,2.12,2.08,2.0,2.2,68,2.0,2.3,95,2.31,252.39441,13.26114
2313,77910,8088,275,4.01,0.14,,,700,699,622,588,843,68,501,972,95,882,2.3,2.3,2.48,2.1,2.5,68,1.9,2.7,95,1.89,238.66781,8.58034
2351,79007,7893,268,3.91,0.14,,,365,473,698,274,1000,68,58,1155,95,953,1.65,1.64,1.6,1.6,1.7,68,1.5,1.8,95,1.93,241.90641,9.89174
2431,81659,10369,353,4.18,0.14,243,0,179,221,303,152,379,68,39,422,95,258,2.4,2.39,2.36,2.2,2.5,68,2.2,2.7,95,2.44,250.21392,12.39504
2419,81425,6615,225,3.92,0.14,,,1447,1756,2083,944,3652,68,224,5957,95,2065,1.26,1.26,1.24,1.2,1.4,68,1.1,1.4,95,1.52,249.45004,13.68703
2395,80463,9715,330,3.74,0.14,,,149,181,278,106,410,68,26,487,95,395,2.14,2.13,2.11,2.0,2.2,68,1.9,2.3,95,2.78,246.35398,14.03327
2646,88516,6540,222,3.67,0.14,,,1612,1956,2271,1122,4217,68,259,6494,95,1549,1.24,1.23,1.21,1.1,1.3,68,1.1,1.4,95,1.76,271.13453,1.23763
2639,88290,10010,340,3.76,0.14,198,0,195,242,340,165,422,68,41,460,95,360,2.28,2.27,2.22,2.1,2.4,68,2.1,2.5,95,2.87,270.43833,1.30508
2660,88898,6389,217,3.78,0.14,,,2214,2639,2859,1679,5623,68,410,7499,95,2148,1.19,1.18,1.15,1.1,1.3,68,1.0,1.4,95,1.57,272.21853,1.99562
2663,89000,6332,215,3.92,0.14,,,2635,3051,3117,2054,5788,68,579,7499,95,3401,1.18,1.17,1.13,1.1,1.3,68,1.0,1.3,95,1.34,272.47506,3.11983
2662,88964,7005,238,3.98,0.14,,,755,944,1277,447,2175,68,92,3548,95,1576,1.36,1.39,1.35,1.3,1.5,68,1.1,1.6,95,1.58,272.39122,3.99328
2602,87108,10075,343,4.18,0.14,201,0,211,260,340,182,426,68,49,473,95,283,2.32,2.3,2.28,2.2,2.4,68,2.1,2.6,95,2.34,266.97317,2.70728
2600,87048,6202,211,2.94,0.14,,,1707,1710,1753,1327,1829,63,1181,2538,92,538,1.74,1.74,1.72,1.6,1.9,61,1.5,2.0,95,2.64,266.79154,4.42931
2627,87860,6442,219,4.24,0.14,,,2536,2844,2859,1830,5623,68,658,7691,94,2476,1.22,1.21,1.18,1.1,1.3,68,1.0,1.4,95,1.23,269.21838,4.98759
2607,87202,6271,213,2.43,0.14,,,2621,3255,3600,2113,6494,68,501,7943,95,172,1.15,1.14,1.13,1.1,1.2,68,1.0,1.3,95,4.08,267.241,4.96756
2617,87558,6617,225,4.28,0.14,,,2146,2252,2207,1502,3549,68,708,6131,95,1293,1.32,1.32,1.3,1.2,1.4,68,1.1,1.6,95,1.29,268.30911,6.10142
2653,88728,6284,214,4.04,0.14,,,2662,3255,3398,2107,6192,68,562,7943,95,4014,1.16,1.15,1.13,1.1,1.2,68,1.0,1.3,95,1.23,271.71105,8.87671
2655,88771,8718,296,4.04,0.14,64,0,250,310,466,190,667,68,42,750,95,654,1.86,1.85,1.83,1.8,1.9,68,1.7,2.0,95,2.05,271.83743,9.56385
2570,85924,6862,233,4.31,0.14,,,1711,1802,1753,1189,2818,68,516,5788,95,257,1.39,1.42,1.38,1.3,1.5,68,1.1,1.6,95,1.38,263.38832,7.17829
2574,86032,8084,275,3.89,0.14,,,356,448,678,274,917,68,60,1059,95,862,1.7,1.69,1.66,1.6,1.8,68,1.6,1.9,95,2.01,263.73362,12.56004
2559,85666,9459,322,4.36,0.14,22,0,462,469,466,418,536,68,355,613,95,11,2.44,2.42,2.36,2.2,2.6,68,2.1,2.9,95,2.02,262.59439,11.92402
2637,88272,7053,240,4.14,0.14,,,1412,1540,1475,1203,1946,68,631,2738,95,1392,1.53,1.51,1.46,1.4,1.6,68,1.3,1.8,95,1.48,270.38835,11.28576
2619,87655,6479,220,3.76,0.14,,,2666,2566,2337,1779,3246,63,1480,5406,95,1857,1.39,1.39,1.41,1.2,1.5,68,1.1,1.7,95,1.64,268.55904,11.13056
2775,93179,7712,262,4.15,0.14,,,600,763,958,531,1223,68,119,1372,95,909,1.63,1.62,1.58,1.5,1.7,68,1.5,1.8,95,1.66,284.69552,13.90665
2763,92879,6964,237,4.3,0.14,,,1073,1372,1518,866,2175,68,200,2985,95,309,1.41,1.41,1.41,1.3,1.5,68,1.2,1.6,95,1.41,283.87668,14.38497
2758,92757,6410,218,4.01,0.14,,,2964,2985,2623,2054,4340,68,1585,6131,95,2694,1.33,1.32,1.21,1.2,1.5,68,1.1,1.6,95,1.38,283.53176,15.00631
