recno,HIP,Teff,e_Teff,log(g),e_log(g),vsini,r_vsini,Ageavg,Agemed,Agemod,Age68lo,Age68up,Age68t,Age95lo,Age95up,Age95t,Age2D,Mavg,Mmed,Mmod,M68lo,M68up,M68t,M95lo,M95up,M95t,M2D,_RA,_DE
2741,92161,8873,302,4.35,0.14,71,0,559,568,604,499,661,68,410,729,95,14,2.4,2.39,2.34,2.1,2.6,68,2.0,2.9,95,1.86,281.75531,18.18152
2822,95116,6430,219,3.78,0.14,,,1668,2057,2623,1111,4947,68,237,6879,95,2329,1.18,1.18,1.15,1.1,1.3,68,1.0,1.3,95,1.53,290.24955,19.14554
2812,94620,9190,312,4.0,0.14,197,0,169,211,312,119,487,68,29,579,95,541,1.98,1.97,1.94,1.9,2.0,68,1.8,2.1,95,2.24,288.82234,21.23212
2746,92312,9923,337,4.21,0.14,115,0,138,173,255,100,385,68,24,434,95,267,2.21,2.2,2.17,2.1,2.3,68,2.0,2.4,95,2.26,282.22244,19.32872
2795,93975,6539,222,3.87,0.14,,,1905,2220,2337,1345,4732,68,345,6879,95,2062,1.24,1.24,1.21,1.1,1.3,68,1.0,1.4,95,1.55,287.01468,21.69893
2792,93859,6746,229,4.19,0.14,,,864,1042,1518,490,2733,68,103,4467,95,1675,1.27,1.28,1.27,1.2,1.4,68,1.1,1.4,95,1.36,286.72082,22.17245
2793,93885,8050,274,4.27,0.14,,,470,591,761,385,1054,68,87,1259,95,421,1.7,1.69,1.66,1.6,1.8,68,1.5,1.9,95,1.68,286.78341,22.58438
2690,90345,6608,225,4.19,0.14,,,1435,1407,1392,1162,1692,61,944,2239,95,2031,1.83,1.87,1.86,1.7,2.0,63,1.5,2.1,95,1.31,276.50417,15.75843
2736,92043,6308,214,3.77,0.14,,,3185,3107,2778,2234,4418,68,1830,6131,95,2687,1.33,1.31,1.21,1.2,1.4,68,1.1,1.6,95,1.49,281.41552,20.54631
2729,91958,6640,226,4.11,0.14,,,2287,2323,2207,1515,3368,64,891,6494,95,2114,1.34,1.33,1.32,1.2,1.5,68,1.1,1.6,95,1.38,281.1679,23.58988
2515,84036,8816,300,4.01,0.14,28,0,537,590,604,516,714,68,274,818,95,633,2.06,2.05,2.0,1.9,2.2,68,1.8,2.4,95,2.12,257.69063,12.46698
2502,83613,8826,300,4.07,0.14,108,0,327,422,554,280,694,68,67,772,95,606,1.93,1.92,1.89,1.8,2.0,68,1.7,2.1,95,2.05,256.34454,12.74082
2497,83478,10272,349,4.24,0.14,39,0,160,205,303,132,375,68,33,410,95,198,2.35,2.34,2.31,2.2,2.4,68,2.2,2.6,95,2.35,255.91376,13.60535
2483,83123,6677,227,4.15,0.14,,,2063,2062,2024,1590,2616,68,1189,4597,95,1960,1.43,1.43,1.41,1.3,1.6,68,1.2,1.7,95,1.36,254.79938,14.0793
2592,86623,6780,231,4.14,0.14,,,1242,1524,1753,944,2738,68,211,4340,95,1777,1.34,1.34,1.32,1.3,1.4,68,1.2,1.5,95,1.4,265.49431,15.95243
2568,85912,6189,210,3.67,0.14,,,2896,3462,4800,2286,6974,68,729,8913,95,2157,1.14,1.13,1.07,1.0,1.2,68,1.0,1.3,95,1.62,263.3451,19.25668
2581,86252,7105,242,4.33,0.14,,,929,1147,1353,701,2086,68,150,2985,95,28,1.44,1.44,1.44,1.3,1.5,68,1.2,1.6,95,1.44,264.37324,20.59604
2582,86254,8327,283,4.16,0.14,,,427,537,698,374,879,68,89,972,95,648,1.79,1.78,1.75,1.7,1.9,68,1.6,2.0,95,1.82,264.37956,24.30999
2545,85157,7911,269,4.36,0.14,,,663,807,904,633,1108,68,188,1259,95,20,1.72,1.71,1.66,1.6,1.8,68,1.5,1.9,95,1.63,261.02745,22.96028
2517,84070,6769,230,4.29,0.14,,,1785,1872,1857,1454,2441,68,794,4340,95,804,1.43,1.42,1.38,1.3,1.5,68,1.2,1.7,95,1.34,257.82051,24.25242
2516,84054,7902,269,4.09,0.14,,,862,920,931,772,1155,68,447,1454,95,914,1.79,1.78,1.75,1.6,1.9,68,1.5,2.1,95,1.76,257.76318,24.2377
2527,84379,8880,302,3.93,0.14,,,580,588,587,525,669,68,447,750,95,614,2.29,2.27,2.22,2.1,2.4,68,1.9,2.7,95,2.23,258.75796,24.83921
2531,84548,6615,225,4.26,0.14,,,2166,2217,2144,1585,2985,68,972,5623,95,1518,1.36,1.35,1.32,1.2,1.5,68,1.1,1.6,95,1.29,259.2574,26.71534
2508,83862,6534,222,3.91,0.14,,,2501,2479,2337,1736,3302,65,1296,5788,95,2191,1.34,1.33,1.3,1.2,1.5,68,1.1,1.6,95,1.5,257.08882,28.23373
2611,87341,7512,255,3.62,0.14,,,114,100,99,99,101,20,99,101,20,848,4.86,5.03,5.01,5.0,5.0,19,5.0,5.0,19,2.17,267.70159,22.31633
2647,88528,7220,245,3.98,0.14,,,789,1007,1241,650,1722,68,141,2113,95,1379,1.49,1.48,1.46,1.4,1.6,68,1.3,1.7,95,1.65,271.16754,23.942
2657,88817,9162,312,4.35,0.14,170,0,411,481,523,397,618,68,158,688,95,18,2.12,2.1,2.05,1.9,2.2,68,1.9,2.4,95,1.93,271.95626,26.09733
2658,88818,9162,312,4.35,0.14,170,0,442,441,428,374,531,68,334,622,95,18,2.73,2.73,2.5,2.5,3.0,68,2.3,3.2,95,1.93,271.95605,26.10115
2645,88474,6476,220,4.37,0.14,,,1333,1679,2271,772,4870,68,163,7079,95,538,1.15,1.14,1.13,1.0,1.2,68,1.0,1.3,95,1.24,270.97556,26.65125
2681,89935,7594,258,3.41,0.14,,,739,750,678,651,824,68,579,972,95,727,2.32,2.33,2.28,2.2,2.5,68,2.0,2.5,95,2.37,275.25425,28.86995
2680,89925,7876,268,4.43,0.14,,,787,892,931,758,1126,68,316,1296,95,22,1.75,1.74,1.69,1.6,1.8,68,1.5,2.0,95,1.67,275.23738,29.85892
2664,89014,6209,211,3.85,0.14,,,3049,2951,2778,2195,4314,68,1830,5788,95,2991,1.39,1.39,1.41,1.2,1.5,68,1.1,1.7,95,1.42,272.51098,30.84034
2670,89360,6764,230,4.06,0.14,,,1871,1896,1857,1500,2399,68,1059,4097,95,1917,1.46,1.45,1.44,1.3,1.6,68,1.2,1.7,95,1.45,273.52027,31.53998
2586,86382,6234,212,3.95,0.14,,,3164,3583,4532,2500,6545,68,1029,8913,95,3450,1.17,1.15,1.13,1.0,1.2,68,1.0,1.4,95,1.33,264.77159,27.0504
2567,85840,8120,276,4.38,0.14,,,788,829,829,735,966,68,516,1122,95,20,1.9,1.89,1.83,1.7,2.0,68,1.6,2.2,95,1.69,263.10485,26.43946
2565,85790,10885,370,4.23,0.14,223,0,95,119,180,67,266,68,17,307,95,163,2.51,2.5,2.48,2.4,2.6,68,2.3,2.7,95,2.55,262.95658,28.4075
2553,85381,6399,218,3.89,0.14,,,2180,2597,2778,1627,5409,68,410,7499,95,3100,1.19,1.19,1.15,1.1,1.3,68,1.0,1.4,95,1.38,261.69151,31.21925
2577,86178,8295,282,4.17,0.14,,,288,357,539,218,794,68,47,891,95,638,1.75,1.74,1.72,1.7,1.8,68,1.6,1.9,95,1.81,264.15311,30.78518
2630,87958,6485,220,4.0,0.14,,,1750,2118,2548,1158,5318,68,259,7499,95,2433,1.19,1.19,1.15,1.1,1.3,68,1.0,1.4,95,1.42,269.52085,32.64806
2628,87882,6991,238,4.35,0.14,,,974,1169,1392,596,2585,68,133,4870,95,31,1.36,1.36,1.35,1.3,1.5,68,1.1,1.6,95,1.4,269.28573,36.86039
594,20325,6464,220,4.29,0.14,,,1904,2285,2548,1334,5012,68,316,7286,95,1912,1.21,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.23,65.31926,-87.81295
258,9052,6887,234,4.21,0.14,,,1080,1349,1608,841,2371,68,178,3255,95,1249,1.38,1.38,1.38,1.3,1.5,68,1.2,1.6,95,1.4,29.15745,-81.49923
445,15645,6439,219,4.15,0.14,,,1935,2336,2699,1378,5174,68,325,7286,95,2683,1.2,1.19,1.18,1.1,1.3,68,1.0,1.4,95,1.29,50.35455,-82.47803
831,27566,12940,440,4.21,0.14,290,0,115,132,143,106,173,68,45,200,95,88,3.44,3.42,3.38,3.2,3.6,68,3.0,3.9,95,3.29,87.56994,-79.36136
718,23413,6369,217,4.28,0.14,,,2309,2901,3600,1679,6494,68,447,8913,95,2596,1.17,1.15,1.1,1.0,1.2,68,1.0,1.4,95,1.19,75.48438,-76.62847
431,15201,6545,223,4.05,0.14,,,2654,2624,2337,1756,4127,68,1286,6501,95,2343,1.34,1.33,1.35,1.2,1.5,68,1.1,1.6,95,1.39,48.99026,-77.38845
498,17764,6792,231,4.38,0.14,,,852,1035,1475,501,2585,68,106,4217,95,35,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.34,57.0478,-74.69412
494,17628,6750,229,4.22,0.14,,,2094,2025,1911,1435,2672,68,1189,4870,95,1521,1.48,1.47,1.46,1.3,1.6,68,1.1,1.8,95,1.35,56.65369,-74.50795
235,8366,7100,241,3.91,0.14,,,1247,1395,1433,977,2215,68,299,4097,95,1442,1.46,1.46,1.44,1.3,1.6,68,1.2,1.7,95,1.68,26.94352,-80.17631
255,8991,6455,219,3.94,0.14,,,2069,2441,2623,1496,5158,68,376,7286,95,2423,1.21,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.45,28.96062,-78.34855
22,819,6467,220,3.97,0.14,,,2753,2714,2476,1948,3948,68,1496,6131,95,2438,1.32,1.31,1.3,1.2,1.4,68,1.1,1.6,95,1.43,2.51858,-79.00185
348,11886,6594,224,3.96,0.14,,,1129,1413,1857,649,3652,68,141,5957,95,2174,1.22,1.22,1.21,1.1,1.3,68,1.0,1.4,95,1.48,38.31892,-75.8935
439,15438,6596,224,3.99,0.14,,,1634,1944,2144,1142,4036,68,282,6310,95,2212,1.26,1.26,1.24,1.2,1.4,68,1.1,1.4,95,1.45,49.74043,-73.98624
628,20920,6602,224,4.38,0.14,,,1341,1646,2024,841,3548,68,194,5788,95,40,1.25,1.25,1.24,1.2,1.3,68,1.1,1.4,95,1.28,67.26845,-69.61221
843,27952,6699,228,4.33,0.14,,,1556,1814,1967,1059,3350,68,299,5957,95,365,1.31,1.31,1.3,1.2,1.4,68,1.1,1.5,95,1.32,88.71448,-70.50899
833,27633,6511,221,4.29,0.14,,,2205,2661,2859,1557,6132,68,460,8913,95,1634,1.21,1.2,1.13,1.1,1.3,68,1.0,1.4,95,1.25,87.75239,-69.90251
772,25482,7005,238,3.9,0.14,,,1071,1321,1475,917,2113,68,211,2738,95,1512,1.44,1.43,1.41,1.3,1.5,68,1.2,1.6,95,1.67,81.74918,-68.62254
816,27100,7828,266,3.89,0.14,,,940,964,958,835,1135,68,660,1352,95,972,1.85,1.84,1.8,1.7,2.0,68,1.6,2.2,95,1.93,86.19324,-65.73553
674,22150,6675,227,4.34,0.14,,,1504,1780,1967,972,3652,68,251,6310,95,170,1.28,1.31,1.27,1.2,1.4,68,1.1,1.5,95,1.31,71.49656,-66.0787
740,24221,6547,223,3.98,0.14,,,2453,2512,2271,1696,3300,67,1259,5788,95,2301,1.35,1.34,1.3,1.2,1.5,68,1.1,1.6,95,1.44,78.01277,-65.17571
667,21892,6694,228,4.28,0.14,,,2072,2087,2024,1502,2827,68,972,5309,95,1096,1.4,1.42,1.38,1.3,1.5,68,1.1,1.7,95,1.32,70.58761,-63.2156
679,22249,6583,224,4.1,0.14,,,1323,1595,2024,769,4419,68,168,6879,95,2256,1.2,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.37,71.84053,-61.47612
453,15968,6645,226,4.0,0.14,,,1025,1296,1804,613,3073,68,130,4870,95,2126,1.25,1.25,1.24,1.2,1.3,68,1.1,1.4,95,1.46,51.40105,-69.33644
435,15353,8675,295,4.27,0.14,71,0,529,606,640,501,750,68,218,866,95,326,1.98,1.97,1.91,1.8,2.1,68,1.7,2.3,95,1.85,49.49614,-66.92685
441,15568,7343,250,4.07,0.14,,,1068,1198,1241,999,1536,68,422,1939,95,1251,1.6,1.59,1.52,1.5,1.7,68,1.4,1.9,95,1.61,50.14493,-65.78589
460,16245,6796,231,4.31,0.14,,,848,1090,1518,546,2441,68,109,3548,95,483,1.32,1.32,1.3,1.2,1.4,68,1.2,1.5,95,1.35,52.34449,-62.93753
569,19579,6524,222,4.1,0.14,,,1473,1785,2337,891,4976,68,194,7286,95,2408,1.19,1.18,1.15,1.1,1.3,68,1.0,1.4,95,1.35,62.93725,-59.16984
531,18592,6471,220,3.81,0.14,,,1563,1919,2476,1011,4732,68,218,6879,95,2002,1.19,1.19,1.18,1.1,1.3,68,1.0,1.4,95,1.59,59.67876,-57.10236
13,596,6644,226,4.15,0.14,,,1699,1961,2083,1214,3384,68,365,5788,95,2054,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.35,1.8062,-76.73093
23,865,6970,237,4.1,0.14,,,1198,1428,1518,1029,2239,68,259,3073,95,1577,1.43,1.43,1.41,1.3,1.5,68,1.2,1.6,95,1.49,2.66065,-73.22439
8,357,6461,220,3.91,0.14,,,2750,2738,2476,1900,3264,59,1585,5623,95,2337,1.36,1.35,1.38,1.2,1.5,68,1.1,1.6,95,1.48,1.12728,-72.89732
92,3488,6735,229,4.53,0.14,,,751,893,1314,410,2512,68,87,3981,95,31,1.26,1.26,1.24,1.2,1.4,68,1.1,1.4,95,1.43,11.13055,-71.16866
182,6377,6633,226,4.34,0.14,,,1181,1496,1911,729,3350,68,158,5464,95,364,1.25,1.25,1.24,1.2,1.3,68,1.1,1.4,95,1.3,20.49435,-69.71877
164,5896,6340,216,3.96,0.14,,,3212,3182,2778,2274,4574,68,1763,6280,95,3132,1.29,1.27,1.21,1.1,1.4,68,1.1,1.6,95,1.35,18.94234,-68.87593
315,11001,9880,336,3.98,0.14,162,0,209,259,360,178,446,68,45,487,95,415,2.24,2.23,2.2,2.1,2.3,68,2.0,2.5,95,2.5,35.43726,-68.65942
360,12394,10970,373,4.33,0.14,89,0,133,165,241,109,290,68,27,316,95,40,2.59,2.58,2.53,2.4,2.7,68,2.4,2.9,95,2.47,39.89734,-68.26695
371,12876,9144,311,3.72,0.14,116,0,319,395,508,285,613,68,75,668,95,483,2.04,2.03,2.0,1.9,2.1,68,1.8,2.3,95,2.6,41.38598,-67.61662
263,9308,6728,229,4.35,0.14,,,1366,1679,1857,849,3450,68,211,6131,95,35,1.29,1.29,1.3,1.2,1.4,68,1.1,1.5,95,1.33,29.8992,-65.44818
278,9686,6734,229,4.22,0.14,,,984,1206,1655,596,2818,68,126,4597,95,1535,1.29,1.29,1.27,1.2,1.4,68,1.1,1.5,95,1.34,31.14784,-65.1368
45,1647,11393,387,4.04,0.14,212,0,178,208,227,165,284,68,63,325,95,234,2.84,2.82,2.79,2.6,3.0,68,2.5,3.2,95,2.94,5.16265,-69.62491
168,5943,6870,234,4.35,0.14,,,797,982,1433,503,2313,68,100,3350,95,32,1.34,1.34,1.32,1.3,1.4,68,1.2,1.5,95,1.37,19.12125,-67.43103
170,5992,10267,349,4.18,0.14,223,0,191,235,312,162,399,68,42,447,95,267,2.37,2.36,2.31,2.2,2.5,68,2.1,2.7,95,2.4,19.26566,-66.39786
150,5514,6468,220,4.15,0.14,,,2315,2661,2548,1778,4732,68,579,6879,95,2585,1.24,1.23,1.21,1.1,1.3,68,1.0,1.4,95,1.3,17.64902,-65.9217
108,4273,6295,214,4.0,0.14,,,3391,3429,3117,2448,4982,68,1809,6879,95,3159,1.25,1.24,1.18,1.1,1.3,68,1.0,1.5,95,1.34,13.66743,-65.46012
216,7298,7467,254,4.16,0.14,,,712,901,1106,613,1454,68,137,1778,95,1024,1.56,1.56,1.52,1.5,1.6,68,1.4,1.8,95,1.59,23.49925,-62.47622
261,9236,7377,251,3.76,0.14,,,610,780,1075,473,1454,68,97,1778,95,1086,1.52,1.52,1.49,1.4,1.6,68,1.4,1.7,95,1.93,29.69248,-61.56986
254,8983,7009,238,4.23,0.14,,,586,715,1106,363,1808,68,77,2512,95,952,1.38,1.38,1.38,1.3,1.5,68,1.2,1.5,95,1.43,28.94367,-60.86098
253,8957,6824,232,4.42,0.14,,,1671,1802,1804,1206,2861,68,473,5623,95,39,1.38,1.38,1.38,1.3,1.5,68,1.1,1.6,95,1.34,28.83183,-60.31248
211,7114,6944,236,4.27,0.14,,,856,1074,1433,596,2175,68,119,3073,95,703,1.38,1.38,1.38,1.3,1.5,68,1.2,1.5,95,1.4,22.90577,-61.24932
228,7805,6744,229,4.34,0.14,,,977,1203,1655,596,2738,68,126,4467,95,34,1.29,1.29,1.3,1.2,1.4,68,1.1,1.5,95,1.34,25.10028,-60.99906
208,7106,6387,217,4.29,0.14,,,2023,2465,2859,1466,5461,68,335,7499,95,2291,1.18,1.18,1.15,1.1,1.3,68,1.0,1.3,95,1.2,22.89078,-59.59253
218,7387,6815,232,4.28,0.14,,,997,1240,1608,668,2585,68,141,4097,95,826,1.33,1.33,1.32,1.2,1.4,68,1.1,1.5,95,1.36,23.8126,-58.13947
257,9051,6541,222,4.18,0.14,,,1368,1728,2207,866,4097,68,183,6310,95,2294,1.22,1.22,1.21,1.1,1.3,68,1.1,1.4,95,1.3,29.15536,-58.4714
247,8711,6657,226,4.33,0.14,,,1097,1336,1804,631,3255,68,141,5464,95,502,1.25,1.25,1.24,1.2,1.3,68,1.1,1.4,95,1.3,28.02591,-55.75987
393,13511,6569,223,4.13,0.14,,,2332,2357,2271,1655,3252,68,1090,5788,95,2276,1.34,1.34,1.3,1.2,1.4,68,1.1,1.6,95,1.34,43.50467,-64.89987
378,13074,6555,223,4.23,0.14,,,1262,1542,2024,750,3868,68,163,6131,95,2001,1.22,1.22,1.21,1.1,1.3,68,1.1,1.4,95,1.28,42.00469,-62.96412
381,13141,9461,322,4.12,0.14,188,0,230,286,416,191,518,68,46,579,95,433,2.1,2.09,2.05,2.0,2.2,68,1.9,2.3,95,2.21,42.2562,-62.80652
444,15644,6210,211,4.41,0.14,,,2226,2901,3600,1631,6494,68,335,7943,95,1287,1.12,1.11,1.07,1.0,1.2,68,1.0,1.2,95,1.14,50.35116,-61.48808
350,11919,6540,222,4.23,0.14,,,2460,2470,2337,1727,3330,64,1189,6131,95,2076,1.33,1.32,1.3,1.2,1.4,68,1.1,1.6,95,1.27,38.46418,-60.98271
326,11258,6816,232,3.66,0.14,,,1772,1768,1703,1437,2165,68,1155,2818,95,1284,1.56,1.54,1.49,1.4,1.7,68,1.3,1.9,95,1.87,36.22463,-60.31195
412,14240,6998,238,4.05,0.14,,,909,1140,1433,668,2175,68,133,2985,95,1586,1.4,1.4,1.41,1.3,1.5,68,1.2,1.6,95,1.53,45.90341,-59.73778
394,13536,7083,241,4.21,0.14,,,708,897,1277,516,1830,68,106,2371,95,1021,1.43,1.43,1.41,1.4,1.5,68,1.3,1.6,95,1.45,43.58295,-55.87921
401,13794,6930,236,3.76,0.14,,,1510,1625,1608,1270,2216,68,516,3255,95,1381,1.47,1.46,1.44,1.3,1.6,68,1.2,1.7,95,1.78,44.40319,-55.01324
482,16959,6818,232,4.34,0.14,,,958,1189,1518,535,2904,68,119,5158,95,33,1.29,1.29,1.3,1.2,1.4,68,1.1,1.5,95,1.36,54.54266,-59.77638
481,16942,6260,213,4.22,0.14,,,2006,2585,3398,1413,6131,68,290,7718,95,3683,1.13,1.12,1.1,1.0,1.2,68,1.0,1.3,95,1.18,54.51102,-59.7759
478,16762,6489,221,4.25,0.14,,,2595,2497,2337,1741,3229,67,1496,5158,95,2174,1.41,1.4,1.41,1.2,1.5,68,1.1,1.7,95,1.25,53.92734,-53.20608
484,17164,6668,227,4.35,0.14,,,1136,1393,1804,688,3162,68,150,5309,95,47,1.26,1.27,1.24,1.2,1.4,68,1.1,1.4,95,1.31,55.14006,-52.6979
321,11160,6289,214,3.83,0.14,,,3391,3548,3117,2407,5113,68,1728,6879,95,2455,1.26,1.24,1.18,1.1,1.4,68,1.0,1.5,95,1.5,35.89807,-55.6168
277,9685,6878,234,4.36,0.14,,,1434,1624,1655,1251,2327,68,387,3255,95,33,1.43,1.42,1.41,1.3,1.5,68,1.2,1.7,95,1.37,31.14633,-54.88169
303,10570,6439,219,3.93,0.14,,,2907,3008,2778,1985,5107,68,1235,7563,94,2786,1.27,1.26,1.18,1.1,1.4,68,1.0,1.5,95,1.41,34.01177,-52.8887
357,12225,7552,257,4.21,0.14,,,474,601,931,359,1253,68,75,1454,95,797,1.56,1.56,1.55,1.5,1.6,68,1.4,1.7,95,1.58,39.35155,-52.54308
364,12471,6156,209,3.85,0.14,,,3822,3884,4532,2820,5340,65,2113,6879,95,3137,1.24,1.22,1.18,1.1,1.3,68,1.0,1.5,95,1.39,40.13277,-51.78838
340,11661,6430,219,4.14,0.14,,,2007,2512,2859,1413,5788,68,307,7499,95,2721,1.18,1.17,1.13,1.1,1.3,68,1.0,1.4,95,1.29,37.59549,-51.37736
391,13485,6295,214,4.0,0.14,,,3032,2931,2778,2150,4244,68,1735,5854,95,3159,1.37,1.37,1.21,1.2,1.5,68,1.1,1.7,95,1.34,43.41696,-51.50751
428,15106,6461,220,3.9,0.14,,,2284,2661,2623,1728,4870,68,516,6879,95,2335,1.23,1.23,1.21,1.1,1.3,68,1.0,1.4,95,1.48,48.71774,-50.55213
367,12664,6525,222,4.01,0.14,,,2517,2523,2337,1777,3333,62,1223,6131,95,2361,1.32,1.32,1.3,1.2,1.4,68,1.1,1.6,95,1.42,40.67386,-49.72943
763,25231,6393,217,4.22,0.14,,,1678,2071,2699,1098,5294,68,230,7286,95,2805,1.16,1.16,1.13,1.1,1.2,68,1.0,1.3,95,1.23,80.94165,-62.5819
694,22844,6563,223,4.39,0.14,,,2509,2418,2207,1605,3248,68,1358,5399,95,40,1.41,1.4,1.41,1.2,1.5,68,1.1,1.7,95,1.27,73.72099,-58.54765
781,25807,7868,268,4.29,0.14,,,357,447,698,259,972,68,58,1155,95,256,1.64,1.64,1.6,1.6,1.7,68,1.5,1.8,95,1.63,82.68636,-57.16005
818,27139,6491,221,4.2,0.14,,,2691,2598,2337,1786,3257,60,1496,5788,95,2405,1.38,1.38,1.38,1.2,1.5,68,1.1,1.7,95,1.27,86.31285,-55.72476
830,27559,6949,236,4.36,0.14,,,1192,1438,1562,1036,2218,68,259,2901,95,32,1.43,1.42,1.41,1.3,1.5,68,1.3,1.6,95,1.38,87.54963,-55.0812
729,23841,6387,217,4.09,0.14,,,2558,2907,2943,1940,5565,68,579,7499,95,2810,1.2,1.19,1.15,1.1,1.3,68,1.0,1.4,95,1.32,76.89269,-54.98901
713,23345,6452,219,4.25,0.14,,,2413,2674,2623,1830,4870,68,613,6879,95,2339,1.24,1.23,1.21,1.1,1.3,68,1.1,1.4,95,1.23,75.31893,-54.00811
638,21200,6757,230,4.26,0.14,,,1452,1704,1857,1064,2963,68,282,5158,95,1101,1.34,1.37,1.32,1.2,1.4,68,1.1,1.5,95,1.34,68.18013,-55.59679
645,21281,12867,437,4.13,0.14,47,0,67,82,124,53,158,68,13,178,95,126,3.25,3.23,3.21,3.1,3.4,68,2.9,3.6,95,3.36,68.49907,-55.04498
704,23122,6966,237,4.0,0.14,,,1490,1579,1562,1301,1998,68,708,2661,95,1624,1.51,1.5,1.44,1.4,1.6,68,1.3,1.8,95,1.56,74.63525,-54.17185
686,22534,6435,219,4.24,0.14,,,516,566,570,576,582,11,576,582,11,2520,2.76,2.63,2.56,2.6,2.6,12,2.6,2.6,12,1.23,72.73542,-53.45968
685,22531,7331,249,4.28,0.14,,,696,892,1172,562,1540,68,122,1884,95,305,1.52,1.51,1.49,1.4,1.6,68,1.4,1.7,95,1.51,72.73045,-53.46151
581,20074,6484,220,4.15,0.14,,,2235,2738,3208,1601,6540,68,447,8913,95,2532,1.2,1.18,1.13,1.0,1.3,68,1.0,1.4,95,1.3,64.5638,-52.90231
575,19893,7293,248,4.3,0.14,,,616,787,1138,473,1540,68,100,1884,95,77,1.5,1.49,1.49,1.4,1.6,68,1.3,1.6,95,1.5,64.00661,-51.48665
589,20191,6558,223,4.3,0.14,,,2364,2413,2271,1673,3360,65,1000,6131,95,1306,1.32,1.32,1.3,1.2,1.4,68,1.1,1.6,95,1.26,64.91131,-50.95662
721,23482,6631,225,4.17,0.14,,,2150,2189,2144,1581,2966,68,1000,5464,95,2031,1.37,1.36,1.35,1.2,1.5,68,1.1,1.6,95,1.33,75.70286,-49.15141
621,20781,6482,220,4.3,0.14,,,2088,2449,2623,1482,5543,68,365,7499,95,1610,1.21,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.24,66.77489,-46.94751
607,20561,6488,221,4.12,0.14,,,1974,2330,2548,1413,5158,68,345,7286,95,2516,1.22,1.21,1.18,1.1,1.3,68,1.0,1.4,95,1.33,66.06647,-46.64485
665,21849,7274,247,3.97,0.14,,,615,786,1138,473,1540,68,97,1830,95,1335,1.49,1.49,1.46,1.4,1.6,68,1.3,1.6,95,1.68,70.46573,-47.82605
648,21431,6608,225,4.28,0.14,,,1445,1759,2083,944,3652,68,224,5957,95,1342,1.26,1.26,1.24,1.2,1.4,68,1.1,1.4,95,1.29,69.01876,-45.13635
852,28305,6579,224,4.15,0.14,,,1599,1923,2207,1122,3981,68,266,6131,95,2228,1.25,1.25,1.24,1.2,1.3,68,1.1,1.4,95,1.33,89.7245,-53.8011
841,27947,7471,254,4.17,0.14,,,542,693,1014,422,1357,68,87,1585,95,982,1.55,1.54,1.52,1.5,1.6,68,1.4,1.7,95,1.58,88.70872,-52.63548
846,27978,6618,225,4.29,0.14,,,1203,1540,1967,750,3350,68,163,5464,95,1170,1.25,1.28,1.24,1.2,1.3,68,1.1,1.4,95,1.29,88.75139,-50.98867
825,27321,8300,282,4.39,0.14,,,418,524,678,349,917,68,79,1059,95,20,1.77,1.76,1.72,1.7,1.9,68,1.6,2.0,95,1.74,86.8212,-51.06651
820,27193,7204,245,3.99,0.14,,,742,952,1241,596,1679,68,126,2054,95,1393,1.48,1.48,1.46,1.4,1.5,68,1.3,1.6,95,1.64,86.45673,-47.00659
775,25604,6659,226,4.35,0.14,,,1505,1800,2024,1029,3255,68,266,5623,95,214,1.29,1.29,1.3,1.2,1.4,68,1.1,1.5,95,1.31,82.05749,-49.15487
764,25256,6554,223,4.37,0.14,,,1990,2371,2406,1372,4870,68,387,7499,95,74,1.24,1.24,1.21,1.1,1.3,68,1.0,1.4,95,1.27,81.02212,-47.34057
749,24541,6314,215,4.18,0.14,,,2564,3162,3600,1963,6882,68,562,8913,95,3222,1.17,1.15,1.1,1.0,1.2,68,1.0,1.4,95,1.23,78.9791,-48.69069
778,25746,7067,240,4.38,0.14,,,1233,1398,1433,917,2304,68,266,4467,95,30,1.44,1.44,1.44,1.3,1.6,68,1.2,1.7,95,1.41,82.4589,-47.07629
773,25506,6634,226,4.19,0.14,,,1428,1706,2144,841,4870,68,183,7286,95,1950,1.21,1.2,1.15,1.1,1.3,68,1.0,1.4,95,1.32,81.81566,-46.09427
752,24691,6217,211,3.85,0.14,,,3572,3809,4532,2745,5920,68,1722,8925,95,3033,1.19,1.17,1.13,1.1,1.3,68,1.0,1.4,95,1.41,79.43745,-43.60351
814,27001,7414,252,3.86,0.14,,,847,1043,1172,794,1496,68,211,1778,95,1173,1.58,1.56,1.52,1.5,1.6,68,1.4,1.8,95,1.83,85.92142,-45.83287
824,27290,6237,212,3.74,0.14,,,3423,3699,3302,2658,5922,68,1445,8927,95,2494,1.18,1.17,1.13,1.1,1.3,68,1.0,1.4,95,1.53,86.74202,-45.6474
838,27870,6562,223,4.16,0.14,,,2374,2386,2271,1661,3292,68,1122,5788,95,2264,1.34,1.34,1.3,1.2,1.4,68,1.1,1.6,95,1.32,88.46535,-42.23025
